Part_id	Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	largest_data_gap	length	length_invalid	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numfixations	numsaccades	numsamples	numsegments	proportion_valid	proportion_valid_fix	relpathanglesrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration
21	seg9	5.401561904356745e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	776.6	3.0905	0.0008332719499788162	3.350274117687907e-06	0.006351414824056932	233163	24981734	1998540	562.7846132773567	83273.0	783.0	3.945	5.824426564188782e-05	0.011264027646005178	1.6334887519847434	776.9388486603902	255.5194805194805	251.99014317265036	3.1557595944967445	9.653020629029707e-07	1.3515053090015159	241.59008654055563	53409.224137931036	0.004368294613213855	770.55	1.498	0.0	0.0013498183460928625	77	58	1501	1	0.9200532978014657	0.9200532978014657	4.410305120128808e-06	778.3	3.3345000000000002	1.1407556995812704	2.3214505818326834	146.7611387675844	142.35451279725842	0.18157342744635865	2.9819399902462356e-06	1.108161397986756	132.2372796239915	13511.740568649728	0.0020583216687984464	124.1451451508405	19675.0	19151.25088112143	101.3628981751137	14012.225019352227	3097735.0
21	seg10	4.849168008566134e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	771.75	3.722	0.00063507481134706	3.111766637137024e-06	0.007838290951960102	233163	24981706	2165085	597.2495961801626	83273.0	787.25	3.778	3.4226011768944415e-05	0.008965288603382908	1.5805946945254032	776.464551422321	281.3098591549296	207.0037325307481	3.127220277169955	9.822547177254802e-07	1.2043822884901971	206.01011001754924	50962.64	0.003763185850227153	768.35	2.082	0.0	0.0009145604017969808	71	50	1501	1	0.9133910726182545	0.9133910726182545	3.642186014564716e-06	776.2	3.0620000000000003	0.9189149045661787	2.6213305529776774	222.04166864733784	158.98057625791878	0.19142562157620252	2.2051858865203115e-06	0.9343452231654163	141.4304940276386	15201.024671101242	0.001961024862386736	110.64162861677823	19973.0	14490.261277152367	83.1023779058236	10300.505500877462	2548132.0
21	seg11	4.765189982203494e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	782.8	3.3415	0.0006202391640691376	2.9827397926105343e-06	0.00867673088518723	216509	24981743	1848649	804.0258983798296	83274.0	806.65	4.041	4.05583908736115e-05	0.012842577277805965	1.6210821733260552	779.9414748201436	297.39130434782606	211.0007483072468	3.299565107913668	1.007279105466049e-06	1.3736510105061055	205.35015539310405	48264.204081632655	0.003814010719665643	768.35	2.082	0.0	0.0009145604017969808	69	49	1501	1	0.9260493004663558	0.9260493004663558	3.9784828481615586e-06	775.8	3.19	0.8286910799649168	7.450163989315138	235.93706896439343	199.3371301109086	0.20914140165805836	2.9202809651956906e-06	0.9186813307527381	201.7382004014921	15296.314723623782	0.002985678645335983	110.23358778617175	20520.0	14348.050884892782	92.03461770390906	10062.157614262098	2364946.0
21	seg12	3.4401095740474026e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	786.0	3.16	0.0005186526036540557	2.5281601222011476e-06	0.007972162857058854	166544	24981762	1249088	986.8864222234891	83272.0	811.35	3.992	5.956526960489972e-05	0.014814110634115241	1.3837796448329809	786.6157433380075	320.8666666666667	208.6273417249646	3.224957924263671	9.269424860702967e-07	1.5245012656563526	213.58879487346312	50310.479166666664	0.003925920953692889	758.05	1.703	0.0	0.0007679997309242935	60	48	1501	1	0.950033311125916	0.950033311125916	3.7257105292083165e-06	761.55	3.294	0.996868381462813	13.239935444324056	252.26045638012184	200.82696724405162	0.30375124919296187	3.4173801263284538e-06	1.0524186830774471	208.10615027069193	15166.857044071505	0.0034223536968728	81.64299904514587	19252.0	12309.013161772911	88.42107340806845	10252.262153926229	2414903.0
21	seg13	2.8552332503926975e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	763.75	3.5869999999999997	0.0006340976148192875	2.0154597519825614e-06	0.01155818119117493	183199	24981722	1165816	873.1939941424272	83273.0	820.55	3.8315	4.6835595052239716e-05	0.015151528378086603	1.446807802115467	786.3300489168425	453.1666666666667	321.3108338161779	3.1722739343116677	7.365909843939605e-07	1.6113516263853227	249.05413465560216	50863.7027027027	0.004724623037134159	750.95	1.577	0.0	0.001283260057232715	48	37	1501	1	0.9533644237175216	0.9533644237175216	3.1122970847182906e-06	790.2	3.0535	1.2187165648899347	13.619701841426398	573.0731390451269	309.4783956567457	0.2211261531497757	2.4929309438474277e-06	1.0944876353724562	198.3910990398883	17086.300646139593	0.0033116030686105163	67.99996669942695	21752.0	15101.609189360359	74.12217481372484	9215.00298225728	1881957.0
21	seg14	4.169932565051494e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	785.5999999999999	3.577	0.000673272027327032	2.9536663839726635e-06	0.007000028834623259	166544	24981756	1282397	986.8864222234891	83272.0	811.35	3.992	5.956526960489972e-05	0.014814110634115241	1.4322424473180608	789.8553370786518	294.7857142857143	231.2480504388571	3.186231741573031	8.950842511707179e-07	1.473671910973426	232.0187375114648	51716.57894736842	0.004146177090745871	763.55	1.703	0.0	0.0007679997309242935	70	57	1501	1	0.9487008660892738	0.9487008660892738	4.228371322034194e-06	763.55	3.5765000000000002	0.9709623742783198	9.80378132185475	237.33684817808123	209.5768286265739	0.2682999981079704	3.217578930937481e-06	1.0599609326597315	212.73942110167616	14990.345238027816	0.003394781983972624	98.8247288649462	20635.0	15956.11548028114	100.20968994619297	13225.068038153493	2947845.0
21	seg15	4.326156333917911e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	781.6	3.365	0.0007411520201763691	3.099858502075334e-06	0.0066904188478201735	166544	24981749	1432287	986.8864222234891	83272.0	811.35	3.801	5.956526960489972e-05	0.014814110634115241	1.4149813082174885	791.1971024734988	276.2739726027397	242.4129352134255	3.145349823321556	9.409672220272058e-07	1.525885878599666	228.24407646444013	51092.542372881355	0.004096630013546132	780.55	1.703	0.0	0.0007679997309242935	73	59	1501	1	0.9427048634243838	0.9427048634243838	4.600440442358143e-06	789.4000000000001	3.3045	0.9924151022152118	8.05265526416563	197.15555479211878	225.95358979308907	0.21961566312311825	3.3459364181497904e-06	1.0648377013255375	211.2358331319694	15421.236213609207	0.0033554228527664797	101.87865419165917	20168.0	17453.731335366636	108.3378973805763	13466.400511401967	3014460.0
21	seg16	5.041363208014591e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	782.8	3.1965000000000003	0.0007556606751091562	3.114663346204824e-06	0.007713454297145571	399708	24981767	1865304	1173.006180242033	83274.0	806.65	4.041	5.613929750825578e-05	0.014086441784057463	1.6413871277131071	782.9093592512595	272.9861111111111	246.0310146016314	3.3815302375809955	1.1080262394692836e-06	1.4611351989087957	249.8377660744842	50962.9	0.004384397859243661	768.35	2.0875	0.0	0.0012878734164799475	72	50	1501	1	0.9253830779480346	0.9253830779480346	4.42452912989395e-06	782.6500000000001	3.1375	0.9916906201698682	7.719827774734743	180.11737120559923	226.18038091123253	0.19379058230750493	3.3094871768544e-06	1.0595602565528563	253.9893009813053	15928.315165459406	0.003498696884208194	116.5384860676306	19655.0	17468.20203671583	102.2794639236157	12491.88830372421	2548145.0
21	seg17	3.7740090839604746e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	792.8	3.2115	0.0004541279422285528	2.829508780631513e-06	0.007676371619381861	149890	24981749	949309	501.88608600995724	83274.0	818.9	3.6029999999999998	2.5909691365437744e-05	0.007533904048665614	1.3537111473094787	794.0843144044318	317.7352941176471	162.89257498404717	3.1073608033241005	6.580911941919832e-07	1.4660879313591413	155.4374020918253	49379.14035087719	0.0030089484744154323	781.5999999999999	2.389	0.0	0.0010812762110735665	68	57	1501	1	0.9620253164556962	0.9620253164556962	4.026299596283329e-06	798.45	3.3274999999999997	1.1777821116634704	9.47273752497606	187.16475443548995	115.05450645102431	0.1920828760436721	1.5646700138143838e-06	1.1129057449841848	103.81926807270926	13340.53142473101	0.0015377304476897541	90.69864686973507	21606.0	10913.802523931161	96.76180346970332	8859.931919234043	2814611.0
21	seg18	5.021199827614878e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	796.85	3.1045	0.0009968555829143646	3.3708815832895963e-06	0.005982345337650848	249819	24981754	1249090	1023.4211781062337	99927.0	814.8	3.541	8.016092230094871e-05	0.01133745342305166	1.5084360555144536	792.424	247.8375	299.4688431117817	3.1515824561403547	7.783522584475633e-07	1.5770112446522462	258.64103164639187	53455.67741935484	0.0046056768842496175	783.4	1.777	0.0	0.0009393917689452957	80	62	1501	1	0.9493670886075949	0.9493670886075949	5.183020207207889e-06	790.5	3.291	1.2109340935293629	5.87962698503452	178.75175089874526	212.09769001081312	0.1520354306203226	3.164657148580172e-06	1.1136594586211181	187.39321935311693	17095.699725584524	0.0024563593827851035	119.16644838564183	19827.0	23658.038605830756	123.0068770828752	16035.743962076294	3314252.0
