Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
162.0,08/02/2024 14:59,0.0,0.0,1.4726,88356000,P24_12,187793530.0,276289304.0,play,pause,01:03:07.793530,01:04:36.289304
163.0,08/02/2024 15:01,88.165826,88165826.0,0.1385,8310000,P24_12,290385589.0,298753765.0,play,pause,01:04:50.385589,01:04:58.753765
164.0,08/02/2024 15:01,96.55647,96556470.0,0.1774,10644000,P24_12,319545439.0,330610005.0,play,fb,01:05:19.545439,01:05:30.610005
165.0,08/02/2024 15:02,87.612993,87612993.0,5.8771,352626000,P24_12,330610005.0,683000000.0,fb,,01:05:30.610005,01:11:23
