Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS
111.0,07/02/2024 16:50,0.0,0.0,0.7771,46626000,P24_09,162880111.0,210159862.0,play,pause,01:02:42.880111,01:03:30.159862
112.0,07/02/2024 16:55,46.735709,46735709.0,0.0554,3324000,P24_09,243872260.0,247608017.0,play,pause,01:04:03.872260,01:04:07.608017
113.0,07/02/2024 16:55,50.094479,50094479.0,0.1391,8346000,P24_09,252711956.0,261064077.0,play,pause,01:04:12.711956,01:04:21.064077
114.0,07/02/2024 16:55,58.449286,58449286.0,0.1621,9726000,P24_09,275264091.0,284976127.0,play,pause,01:04:35.264091,01:04:44.976127
115.0,07/02/2024 16:56,68.194777,68194777.0,0.0774,4644000,P24_09,304927883.0,309975935.0,play,pause,01:05:04.927883,01:05:09.975935
116.0,07/02/2024 16:56,72.845246,72845246.0,0.2842,17052000,P24_09,328943919.0,346383905.0,play,pause,01:05:28.943919,01:05:46.383905
117.0,07/02/2024 16:57,89.927563,89927563.0,0.2618,15708000,P24_09,370415859.0,386520021.0,play,fb,01:06:10.415859,01:06:26.520021
118.0,07/02/2024 16:57,95.685731,95685731.0,0.8685,52110000,P24_09,386520021.0,438911924.0,fb,pause,01:06:26.520021,01:07:18.911924
119.0,07/02/2024 16:58,147.856432,147856432.0,0.1218,7308000,P24_09,454975831.0,462719789.0,play,pause,01:07:34.975831,01:07:42.719789
120.0,07/02/2024 16:59,155.220768,155220768.0,0.0574,3444000,P24_09,477808499.0,481751869.0,play,pause,01:07:57.808499,01:08:01.751869
121.0,07/02/2024 16:59,158.764075,158764075.0,0.4396,26376000,P24_09,494504001.0,520927791.0,play,pause,01:08:14.504001,01:08:40.927791
122.0,07/02/2024 17:00,185.212345,185212345.0,0.2278,13668000,P24_09,540615858.0,554711859.0,play,pause,01:09:00.615858,01:09:14.711859
123.0,07/02/2024 17:00,198.928997,198928997.0,0.0468,2808000,P24_09,560159825.0,563040001.0,play,pause,01:09:20.159825,01:09:23.040001
124.0,07/02/2024 17:00,201.818461,201818461.0,0.6069,36414000,P24_09,570031863.0,606552467.0,play,fb,01:09:30.031863,01:10:06.552467
125.0,07/02/2024 17:01,228.334285,228334285.0,0.1833,10998000,P24_09,606552467.0,617696048.0,fb,pause,01:10:06.552467,01:10:17.696048
126.0,07/02/2024 17:01,239.376738,239376738.0,0.2792,16752000,P24_09,622919914.0,639728000.0,play,fb,01:10:22.919914,01:10:39.728000
127.0,07/02/2024 17:01,246.188744,246188744.0,0.0937,5622000,P24_09,639728000.0,645519807.0,fb,pause,01:10:39.728000,01:10:45.519807
128.0,07/02/2024 17:02,251.875141,251875141.0,0.5466,32796000,P24_09,654655981.0,687543797.0,play,pause,01:10:54.655981,01:11:27.543797
129.0,07/02/2024 17:02,284.758853,284758853.0,0.3028,18168000,P24_09,704567825.0,723007772.0,play,fb,01:11:44.567825,01:12:03.007772
130.0,07/02/2024 17:03,292.969076,292969076.0,0.5565,33390000,P24_09,723007772.0,756567880.0,fb,pause,01:12:03.007772,01:12:36.567880
131.0,07/02/2024 17:04,326.361551,326361551.0,0.0268,1608000,P24_09,775935905.0,777823821.0,play,fb,01:12:55.935905,01:12:57.823821
132.0,07/02/2024 17:04,318.035352,318035352.0,1.8358,110148000,P24_09,777823821.0,888063730.0,fb,fb,01:12:57.823821,01:14:48.063730
133.0,07/02/2024 17:05,418.191235,418191235.0,0.3688,22128000,P24_09,888063730.0,909000000.0,fb,,01:14:48.063730,01:15:09
