Part_id,Sc_id,abspathanglesrate,enddistance,endpupilsize,eyemovementvelocity,fixationrate,maxdistance,maxpupilsize,maxpupilvelocity,meanabspathangles,meandistance,meanfixationduration,meanpathdistance,meanpupilsize,meanpupilvelocity,meanrelpathangles,mindistance,minpupilsize,minpupilvelocity,proportion_valid,relpathanglesrate,startdistance,startpupilsize,stddevabspathangles,stddevdistance,stddevfixationduration,stddevpathdistance,stddevpupilsize,stddevpupilvelocity,stddevrelpathangles,High_numfixations,High_longestfixation,High_meanfixationduration,High_stddevfixationduration,High_timetofirstfixation,High_timetolastfixation,High_proportionnum,High_proportiontime,High_fixationrate,High_totaltimespent,High_meanpupilsize,High_stddevpupilsize,High_maxpupilsize,High_minpupilsize,High_startpupilsize,High_endpupilsize,High_meanpupilvelocity,High_stddevpupilvelocity,High_maxpupilvelocity,High_minpupilvelocity,High_meandistance,High_stddevdistance,High_maxdistance,High_mindistance,High_startdistance,High_enddistance,High_proptransfrom_High,High_proptransfrom_Low,High_proptransfrom_Med,Low_numfixations,Low_longestfixation,Low_meanfixationduration,Low_stddevfixationduration,Low_timetofirstfixation,Low_timetolastfixation,Low_proportionnum,Low_proportiontime,Low_fixationrate,Low_totaltimespent,Low_meanpupilsize,Low_stddevpupilsize,Low_maxpupilsize,Low_minpupilsize,Low_startpupilsize,Low_endpupilsize,Low_meanpupilvelocity,Low_stddevpupilvelocity,Low_maxpupilvelocity,Low_minpupilvelocity,Low_meandistance,Low_stddevdistance,Low_maxdistance,Low_mindistance,Low_startdistance,Low_enddistance,Low_proptransfrom_High,Low_proptransfrom_Low,Low_proptransfrom_Med,Med_numfixations,Med_longestfixation,Med_meanfixationduration,Med_stddevfixationduration,Med_timetofirstfixation,Med_timetolastfixation,Med_proportionnum,Med_proportiontime,Med_fixationrate,Med_totaltimespent,Med_meanpupilsize,Med_stddevpupilsize,Med_maxpupilsize,Med_minpupilsize,Med_startpupilsize,Med_endpupilsize,Med_meanpupilvelocity,Med_stddevpupilvelocity,Med_maxpupilvelocity,Med_minpupilvelocity,Med_meandistance,Med_stddevdistance,Med_maxdistance,Med_mindistance,Med_startdistance,Med_enddistance,Med_proptransfrom_High,Med_proptransfrom_Low,Med_proptransfrom_Med,Answer
P23_02,seg5,5.90518321824404e-06,555.9,3.936,0.0012990818405487,3.752739843324027e-06,683.7,5.351000000000001,0.000113703236654,1.5929925772500184,607.7466869763896,218.8048780487805,350.4425947091501,4.5325327494287935,1.1270307755458832e-06,1.6532882576135628,545.0,2.2455,0.0,0.7314763231197772,6.053034845703585e-06,549.05,4.186,1.0156309106031884,37.01140334007186,122.60933030216522,370.23609043580194,0.3756183048912026,4.080455121778852e-06,1.0124476407349745,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,87,533,221.8735632183908,108.15963703557568,5179557,29872506,0.7699115044247787,0.0008834041121424,0.0045070714396725,19303,4.494178670360116,0.3559096073182913,5.128,2.2455,3.858,3.936,1.5863059829486598e-06,6.481553993642887e-06,0.000113703236654,0.0,615.9398545706368,36.78326492530422,683.7,545.0,551.9,555.9,0.334841628959276,0.334841628959276,0.3303167420814479,47,533,213.7234042553192,100.2108000184263,15468521,25092654,0.6619718309859155,0.0004597106308071,0.0046789447486311,10045,4.46743522267206,0.3152128922170681,5.128,2.2455,4.7085,4.9745,1.13089375075508e-06,4.755805693090102e-06,0.000113703236654,0.0,605.1956815114709,39.202692978045015,683.7,545.0,618.9000000000001,622.5999999999999,0.3305084745762712,0.3389830508474576,0.3305084745762712,1
P23_02,seg6,5.429632412886464e-06,555.9,4.285,0.001198031362925,3.516082154070933e-06,683.7,5.351000000000001,0.000113703236654,1.5642828803585365,605.5025900900903,236.42307692307693,345.15411148430684,4.464509384384383,1.0528818869411415e-06,1.643814481262295,550.8,2.2455,0.0,0.7404113396331296,5.63158710160127e-06,597.05,4.295,1.0151754713464205,38.75664222720302,139.6861527808726,370.0266389425628,0.3716547890427398,4.028090534713259e-06,1.02064848470726,15,799,253.2,173.36633385489154,20699376,27377833,0.8333333333333334,0.0001712061541174,0.0039494470774091,3798,4.175156474820144,0.2636132501295145,4.5705,3.611,3.704,4.241,6.062247396891218e-07,6.932560681259434e-07,4.833383368357865e-06,0.0,554.6300359712232,2.3108687628540507,562.0,550.8,558.55,555.3499999999999,0.3333333333333333,0.3333333333333333,0.3333333333333333,96,799,235.26041666666663,132.64771268221918,2464864,27377833,0.8205128205128205,0.0010180860955088,0.0042506088111578,22585,4.427349044978434,0.3624847613753696,5.128,2.2455,4.876,4.241,1.4431643164103114e-06,6.116762154659566e-06,0.000113703236654,0.0,608.5024337646332,40.4368232253288,683.7,550.8,628.1,555.3499999999999,0.3373493975903614,0.3333333333333333,0.3293172690763052,31,483,211.16129032258064,99.29689379975372,4463395,14087528,0.6458333333333334,0.0002950804330839,0.0047357164680721,6546,4.554453798767961,0.274769685487137,5.128,2.2455,4.7085,4.9745,1.3746140320985531e-06,5.823063170908316e-06,0.000113703236654,0.0,630.4010266940452,21.02442433687107,683.7,610.9,618.9000000000001,622.5999999999999,0.3378378378378378,0.3378378378378378,0.3243243243243243,1
P23_02,seg7,5.789118258304841e-06,559.75,3.9005,0.0013843728786156,3.86880061455124e-06,683.7,5.128,0.000113703236654,1.5268978987090296,575.5689832689826,203.24,365.1326411160585,4.228153153153148,1.156151759777712e-06,1.484842355179698,525.5,2.2455,0.0,0.432146829810901,5.514776655581689e-06,648.7,3.968,1.0570979416491777,41.19381963854988,142.3979133073435,507.1015382624111,0.3660289950608081,5.673445247853692e-06,1.0297412860542994,15,799,253.2,173.36633385489154,8708159,15386616,0.8333333333333334,0.0002938740946813,0.0039494470774091,3798,4.175156474820144,0.2636132501295145,4.5705,3.611,3.704,4.241,6.062247396891218e-07,6.932560681259434e-07,4.833383368357865e-06,0.0,554.6300359712232,2.3108687628540507,562.0,550.8,558.55,555.3499999999999,0.3333333333333333,0.3333333333333333,0.3333333333333333,52,799,234.46153846153845,154.02984960758664,183199,29790399,0.8125,0.0009433683418521,0.004265091863517,12192,4.344463386727691,0.3919419458560053,5.128,2.2455,3.968,3.9005,1.435762700553038e-06,6.817792553799552e-06,0.000113703236654,0.0,593.0522883295189,47.44148473189111,683.7,530.7,648.7,559.75,0.3282442748091603,0.3358778625954198,0.3358778625954198,16,333,157.25,71.47353822686173,183199,29790399,0.7619047619047619,0.0001946780469242,0.0063593004769475,2516,4.370763546798028,0.4388001961370715,5.128,2.2455,3.968,3.9005,2.6611597768299862e-06,1.086815781321195e-05,0.000113703236654,0.0,621.2197044334978,54.83297167836633,683.7,530.7,648.7,559.75,0.3142857142857143,0.3428571428571428,0.3428571428571428,1
P23_02,seg8,6.161017075013149e-06,560.25,4.1465,0.0013506336210239,4.059901062347901e-06,614.45,5.051500000000001,9.52924222409031e-05,1.544627600713088,562.8202014218011,195.2982456140351,338.6171380607892,4.25796386255924,1.1262401829465805e-06,1.5806001174003934,525.5,2.296,0.0,0.4688888888888889,6.191919390665948e-06,577.8,3.916,1.061736416303834,16.98559305326152,141.68992364015477,449.18089681401074,0.3492765674628879,5.350273447064094e-06,1.0044086283622822,25,799,249.92,172.19899341556365,3713956,29975752,0.78125,0.0004450221375008,0.0040012804097311,6248,4.320582191780824,0.3210373205601478,5.024,3.611,3.704,4.1465,5.642049469175462e-07,5.978840705786375e-07,4.833383368357865e-06,0.0,560.5673515981739,8.987368217555488,586.15,550.8,558.55,560.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,34,799,231.2941176470588,168.89992184933956,1698761,29742589,0.6415094339622641,0.0005601238939351,0.004323499491353,7864,4.277085387323944,0.3093830297515724,5.024,3.052,3.89,4.1975,1.090224136124482e-06,5.861212862347423e-06,9.52924222409031e-05,0.0,561.2113556338026,12.669400238046796,612.9,530.7,558.5,560.35,0.3243243243243243,0.3378378378378378,0.3378378378378378,8,167,125.0,38.0488407933052,22697728,24996051,0.4705882352941176,7.122633442715615e-05,0.008,1000,4.109011235955055,0.1538619137690751,4.3420000000000005,3.758,3.8005,4.223000000000001,2.2384933543234625e-06,9.51645827876612e-06,8.916241368958272e-05,0.0,557.0286516853932,12.65791139519716,600.05,530.7,536.0,595.2,0.2857142857142857,0.3571428571428571,0.3571428571428571,1
P23_02,seg9,6.963095283697377e-06,561.1,3.8335,0.001335981245529,4.490608869343634e-06,614.45,5.051500000000001,9.52924222409031e-05,1.5760099782957155,564.6574698795177,169.8548387096774,302.3827318146012,4.26198855421687,1.36605187006741e-06,1.5151027659192506,525.5,2.296,0.0,0.4611111111111111,6.5842586309071535e-06,538.3,4.1,1.0255730465917792,16.436441854991898,102.96423806577388,292.24794534551984,0.3395278859434834,5.723546021205278e-06,0.9251294015112784,34,749,197.5,121.50476982781,10773103,29975748,0.8292682926829268,0.00048636191222,0.0050632911392405,6715,4.276126506024099,0.2963210217786252,5.024,3.329,5.024,3.8335,7.39123056528409e-07,1.6436572111819091e-06,2.8880216151305908e-05,0.0,562.6452811244981,7.474740348732588,586.15,544.75,585.0,561.1,0.3258426966292135,0.3370786516853932,0.3370786516853932,34,749,190.1176470588236,122.39696092134292,6692747,29975748,0.68,0.0004681821892167,0.005259900990099,6464,4.290534140969159,0.3386406363977905,5.024,2.852,3.8005,3.8335,1.4681925169199715e-06,6.824476254356806e-06,9.52924222409031e-05,0.0,564.3388766519828,12.982667706069078,612.9,530.7,536.0,561.1,0.3157894736842105,0.3421052631578947,0.3421052631578947,8,167,125.0,38.0488407933052,6692747,8991070,0.4705882352941176,7.242917531199411e-05,0.008,1000,4.109011235955055,0.1538619137690751,4.3420000000000005,3.758,3.8005,4.223000000000001,2.2384933543234625e-06,9.51645827876612e-06,8.916241368958272e-05,0.0,557.0286516853932,12.65791139519716,600.05,530.7,536.0,595.2,0.2857142857142857,0.3571428571428571,0.3571428571428571,1
P23_02,seg10,6.541983523901481e-06,544.55,4.309,0.0012440653740619,4.376183138115879e-06,614.45,5.051500000000001,9.52924222409031e-05,1.5172182834864083,563.6031082529472,175.7058823529412,288.52392007454364,4.235861200428729,1.3089406925414784e-06,1.5169528113892097,525.5,2.296,0.0,0.5177580466148723,6.443214393503673e-06,525.5,2.296,1.0475181453366536,15.452576836448268,97.90142145592384,276.2486935524525,0.3367469404537995,5.412055064358319e-06,0.9349352053864096,41,749,194.6829268292683,113.1139777004571,5779115,29228649,0.8367346938775511,0.0005136866736535,0.005136557253821,7982,4.229421227197351,0.2907481571352798,5.024,3.329,5.024,4.121,7.488376920944115e-07,1.662836044312999e-06,2.8880216151305908e-05,0.0,560.3663349917078,8.885761838790218,586.15,539.5999999999999,585.0,542.55,0.3272727272727272,0.3363636363636363,0.3363636363636363,36,749,186.97222222222223,119.63909683737792,1698759,25464740,0.7346938775510204,0.000433177775039,0.0053483880552666,6731,4.269389233954448,0.3390410654083505,5.024,2.852,3.8005,4.001,1.40416997545788e-06,6.61863955230783e-06,9.52924222409031e-05,0.0,564.0373706004144,12.648394102113151,612.9,530.7,536.0,556.45,0.3170731707317073,0.3414634146341463,0.3414634146341463,8,167,125.0,38.0488407933052,1698759,3997082,0.5714285714285714,6.435563438405705e-05,0.008,1000,4.109011235955055,0.1538619137690751,4.3420000000000005,3.758,3.8005,4.223000000000001,2.2384933543234625e-06,9.51645827876612e-06,8.916241368958272e-05,0.0,557.0286516853932,12.65791139519716,600.05,530.7,536.0,595.2,0.2857142857142857,0.3571428571428571,0.3571428571428571,1
P23_02,seg11,7.101356962594298e-06,553.7,4.145,0.0016258960120019,4.35801922022059e-06,571.7,4.596,6.190333233263283e-05,1.6665257934886477,553.5541935483867,169.24444444444444,381.56054621731766,4.039085483870962,1.198695050073107e-06,1.4212945828173418,538.65,1.179,0.0,0.3446359088382434,5.918738926868341e-06,560.1,4.006,0.9450951622414032,7.033237395836584,94.15030429042592,563.2213861288546,0.3935643784475453,4.102107111447698e-06,1.0157847772642077,36,583,180.97222222222223,98.37783900019969,3314244,21117899,0.8181818181818182,0.0006309443382163,0.0055257099002302,6515,4.100423780487804,0.154300058088804,4.555,3.329,3.935,4.538,9.667938026545246e-07,2.1607814188531585e-06,2.8880216151305908e-05,0.0,553.8655487804876,7.151963191923881,571.7,539.5999999999999,557.95,562.35,0.3333333333333333,0.3333333333333333,0.3333333333333333,22,583,177.95454545454547,112.9076644548132,3314244,28096137,0.7586206896551724,0.0003791476721591,0.0056194125159642,3915,4.103234265734267,0.177690325973438,4.555,3.573,3.935,4.145,1.0146363510736131e-06,1.8214109867054324e-06,1.5371682478683785e-05,0.0,553.179370629371,6.42242051072163,568.95,540.7,557.95,553.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1
P23_02,seg12,7.37450933471351e-06,597.1500000000001,4.8765,0.0022389692662305,4.698262986398247e-06,630.5,4.984999999999999,3.6985890123086166e-05,1.601657792891377,565.2014843749997,153.26,486.2781251658455,4.388869531249998,9.531083112945658e-07,1.549946160677707,522.7,1.564,0.0,0.3559510567296997,6.990772490517255e-06,563.5,4.519,0.9255013375006164,30.413208462227253,63.88152618523687,530.7048313382074,0.4890607648332776,1.991826210114784e-06,1.0268598007261016,31,383,161.70967741935485,58.96224416148981,2897885,29924745,0.7045454545454546,0.0004710478470162,0.0061839218033113,5013,4.504089805825245,0.3063666746898986,4.984999999999999,3.536,4.1005,4.8765,8.447852454722697e-07,1.287451920444206e-06,1.921344941459017e-05,0.0,571.7992718446609,33.023120256692344,630.5,522.7,553.9,597.1500000000001,0.3243243243243243,0.3378378378378378,0.3378378378378378,20,250,150.75,40.94010387460146,2897885,15604362,0.6666666666666666,0.0002833052580798,0.0066334991708126,3015,4.4276330645161295,0.2886403321288649,4.890499999999999,3.536,4.1005,3.989,8.026836098369816e-07,7.408828800129967e-07,3.692584809366483e-06,0.0,546.2717741935486,4.524674779443954,558.0,536.75,553.9,539.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0
P23_02,seg13,6.64023494410071e-06,551.9,4.635,0.0011716911098877,4.036560134276173e-06,627.25,4.998,0.0001045331732212,1.6980884325556784,565.9004192872121,175.5,299.63324144068963,4.544072327044028,1.2200990920406394e-06,1.786115607764029,548.75,1.732,0.0,0.2657381615598885,6.759152866414441e-06,552.7,4.014,1.1032903524951536,19.431125399153043,57.49726501209399,213.99754977850463,0.3977802200666797,5.771538341581303e-06,1.0269053773359682,24,283,175.66666666666666,56.16254876746577,1199123,29456397,0.75,0.0005318167976908,0.0056925996204933,4216,4.57201194029851,0.3558891283999691,4.998,3.5915,4.014,4.626,1.1239582510613131e-06,5.84682991111109e-06,0.0001045331732212,0.0,566.7637313432836,21.59300742296741,626.05,548.75,552.7,551.4,0.3125,0.34375,0.34375,5,266,166.4,70.4755276674109,1199123,9724562,1.0,0.0001049505634911,0.0060096153846153,832,4.138758620689654,0.2712412452993897,4.586,3.5915,4.014,4.2315000000000005,1.09294272254062e-06,1.217621521263728e-06,6.785156719106493e-06,0.0,594.9327586206897,25.84291975771796,626.05,551.75,552.7,626.05,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0
P23_02,seg14,6.305116800974495e-06,543.8499999999999,4.346,0.0011098391952019,3.979234365463827e-06,627.25,4.998,0.0001045331732212,1.6133141953091878,556.4737588652484,206.2321428571429,283.9787722652667,4.524812056737587,8.350139990625e-07,1.730304585138215,541.2,1.732,0.0,0.4705228031145717,6.639384344047986e-06,571.9,3.599,1.0773064769799845,16.297697134555982,107.73485821833468,210.4350489065868,0.3203360063171492,4.261156363903133e-06,0.9927364848685156,22,283,182.54545454545453,53.21897913582842,499635,21513865,0.6470588235294118,0.0002853679502089,0.0054780876494023,4016,4.602559870550165,0.3575655041360046,4.998,3.5915,3.599,4.68,1.0821530052559211e-06,6.050846906948837e-06,0.0001045331732212,0.0,565.7582524271841,22.42905419897925,626.05,548.75,571.9,551.05,0.3090909090909091,0.3454545454545454,0.3454545454545454,16,600,240.5625,132.04896503443965,499635,29874432,0.9411764705882352,0.0002735013048691,0.0041569238763315,3849,4.244265232974908,0.1993582859100836,4.653499999999999,3.5915,3.599,4.346,6.097600048290929e-07,8.127278166216168e-07,6.484928545694707e-06,0.0,558.6326164874549,26.58530542822673,626.05,541.2,571.9,543.8499999999999,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1
