Part_id,Sc_id,Answer,abspathanglesrate,meanabspathangles,meanpathdistance,meanrelpathangles,relpathanglesrate,stddevabspathangles,stddevpathdistance,stddevrelpathangles
P24_01,seg1,1,4.677404316954026e-06,1.430670382464457,223.494444109264,1.13361706239272,3.647395346040908e-06,1.1150001194037458,179.9406581166609,0.9997634500751116
P24_01,seg2,1,5.236201391981336e-06,1.5603621560312562,280.35349834922744,1.2899939771315905,4.262311963787411e-06,1.0248444074131988,188.6620878721453,1.025837314660493
P24_01,seg3,1,4.987423333536444e-06,1.4536433972679363,339.4377275523883,1.3375685666872958,4.519639838177986e-06,1.1007025259825411,328.5680335012864,0.8550236948703523
P24_01,seg4,0,5.217738781976892e-06,1.6166363562675494,282.9442700016794,1.4663823333710715,4.657666099288101e-06,1.1770754186203294,226.12774810158632,1.069805177124333
P24_01,seg5,1,4.505858568072938e-06,1.3127059181005027,240.13497964800573,1.2361130076105629,4.177677454901802e-06,1.2262881668148862,171.10643848906443,1.0951414471491938
P24_01,seg6,1,4.682244888740334e-06,1.409872988089025,272.7351297451364,1.3223216854702815,4.321777404863134e-06,1.0673118442612786,199.78656301417004,1.0143593457384867
P24_01,seg7,1,5.237081988002882e-06,1.5468456479632955,289.61372949505204,1.3254954576771676,4.417547341932691e-06,1.084116879463734,200.54045279400225,1.0268529375945972
P24_01,seg9,1,4.32708742882962e-06,1.5514855252090818,247.0849028493346,1.3815209880472576,3.780357771315005e-06,0.9458891377617284,189.58896285773616,1.016719630342436
P24_01,seg10,1,4.85868355494765e-06,1.612638630983961,261.2558470188436,1.3449759623792348,3.979886990756109e-06,0.8748437887171985,199.75391288984147,0.8579089604145673
P24_01,seg11,1,4.652157111997509e-06,1.5302544308046817,354.68904100671784,1.4838307011055034,4.435839679130772e-06,1.1962681221696732,260.7269190065451,1.0704587159266372
P24_01,seg12,1,4.821181484626961e-06,1.399105917212088,324.86853367666345,1.382116605270916,4.690476803813879e-06,1.2435466389478265,247.6533484395885,1.1349217165845844
P24_01,seg13,1,4.977481249916609e-06,1.63864987556838,371.0540934798086,1.541761629145623,4.605125365751003e-06,1.111634965462047,279.48328783948807,1.0034851004496692
P24_01,seg15,1,4.683519754333359e-06,1.2865136665754195,238.44902215698005,1.4146102629785335,5.077318974781839e-06,1.124302198822935,203.5802239939185,1.0829188646192387
P24_02,seg1,1,5.055869484872067e-06,1.510169897964792,396.1282514833589,1.4726492969036695,4.849431116175386e-06,1.114481650069625,372.7320062945346,1.1248609247211323
P24_02,seg2,1,6.37183297854175e-06,1.5331905351366235,370.2241746318282,1.625175338232006,6.66524546796625e-06,1.052839115973245,224.76330066336607,1.0634783904869445
P24_02,seg3,1,5.245753075097142e-06,1.4219361039800489,345.2841760875926,1.3436752250716426,4.885194889348479e-06,1.0203800806245826,303.7345446153295,1.0028320151924248
P24_02,seg4,0,5.571857736228198e-06,1.4834527568588458,322.8517774601823,1.3293706791355937,4.921794148665834e-06,1.2495277723587508,180.46542425901515,1.1763031441788083
P24_02,seg5,1,5.975693383112575e-06,1.496906589570743,226.4640179570144,1.6121127004303677,6.348631871577576e-06,1.106239741875768,174.5720636313312,1.0842587590349844
P24_02,seg6,0,6.346180192662936e-06,1.5228478530553795,249.74400870726816,1.5901905455768817,6.539623142319316e-06,1.1260533101243198,172.15185888149733,1.0362686123110016
