Part_id,Sc_id,Answer,fixationrate,meanfixationduration,stddevfixationduration
P24_01,seg1,0,3.2392823138656323e-06,202.17857142857144,104.5672045363663
P24_01,seg2,1,3.3543179464060497e-06,204.9,53.29258860291926
P24_01,seg3,0,3.2917913652099e-06,242.56,118.99022368805488
P24_01,seg4,0,3.512214898046256e-06,186.42857142857144,82.1587313853929
P24_01,seg5,0,3.3511849091675296e-06,215.16666666666663,67.08723402926199
P24_01,seg6,1,3.5980452719548786e-06,222.8125,85.2962342700143
P24_01,seg7,1,2.698520451833518e-06,270.6875,183.2017899293927
P24_01,seg8,1,3.7030600765951526e-06,196.5,121.65762172209732
P24_01,seg9,1,3.185929627715954e-06,269.4871794871795,174.0131380089736
P24_01,seg10,1,3.0021134878954785e-06,260.77777777777777,119.74533161858314
P24_01,seg11,1,3.378348807450549e-06,221.95454545454547,94.55785695376302
P24_01,seg12,1,3.651227451388472e-06,196.3333333333333,102.5504180161842
P24_01,seg13,1,3.4836758025723053e-06,213.14705882352945,116.03790716907234
P24_01,seg14,1,2.374562062910969e-06,359.35714285714283,421.0526382482647
P24_01,seg15,1,1.7884841549246294e-06,223.7142857142857,59.82673395095286
P24_01,seg16,1,3.638911737562952e-06,197.43478260869568,94.49177557953874
P24_01,seg17,1,3.700094554234472e-06,204.45454545454547,98.6440099176868
P24_01,seg18,1,2.973519550376396e-06,278.7307692307692,118.57607100669432
P24_02,seg1,0,4.366716883910832e-06,172.63888888888889,77.28468810749655
P24_02,seg2,0,4.164775164612738e-06,190.3333333333333,75.23820757293385
P24_02,seg3,0,3.843785890522351e-06,216.48275862068965,84.8863192282374
P24_02,seg4,0,3.90809440961306e-06,190.0909090909091,77.25030996449392
P24_02,seg5,1,4.457277908917886e-06,169.7058823529412,68.48062199071569
P24_02,seg6,1,4.375552185570085e-06,173.08333333333334,67.68007725426189
P24_02,seg7,1,4.197466336319983e-06,202.0434782608696,113.66396976929592
P24_02,seg8,0,4.7921030651700646e-06,162.7058823529412,79.0970643465059
P24_02,seg9,0,3.832502929309739e-06,198.44444444444449,83.62621260312721
P24_02,seg10,0,3.555145440999991e-06,168.55555555555554,52.283150036869216
P24_02,seg11,1,4.035077412153136e-06,203.92,97.86509421988346
P24_02,seg12,0,4.031121103576687e-06,201.57894736842104,73.80704256481046
P24_02,seg13,1,4.076254605066013e-06,182.0,78.37339401154507
P24_02,seg14,1,3.335701063365904e-06,235.94444444444449,99.16680672259018
P24_02,seg15,0,3.7359774090783184e-06,219.0,142.46079082707962
P24_02,seg16,0,4.134900081431688e-06,179.41666666666666,85.56740116331667
P24_02,seg17,1,4.073655950353824e-06,197.7826086956522,83.02680647167742
P24_02,seg18,0,3.0851752818604272e-06,260.6923076923077,119.8958779043781
P24_03,seg1,1,2.361988053851753e-06,383.5869565217391,414.33470951328457
P24_03,seg2,0,2.274330675853749e-06,306.6,204.57590278427224
P24_03,seg4,0,3.5418325846573884e-06,237.9047619047619,164.8025803080476
P24_03,seg6,0,5.266919584145097e-06,171.7,61.29536868493592
P24_03,seg7,1,2.716874507566496e-06,259.8,279.4143876037882
P24_03,seg8,1,3.848868778977171e-06,218.2,131.37884152328337
P24_03,seg9,1,3.342836417271356e-06,220.3846153846154,88.08544802546078
P24_03,seg10,1,3.6692510424842566e-06,245.27272727272728,129.09538404535687
P24_03,seg11,1,4.198732738484872e-07,67.0,0.0
P24_03,seg12,0,3.838352710617268e-06,148.71428571428572,78.67501663017455
P24_03,seg13,1,3.625194740929989e-06,205.125,107.12539381491209
P24_03,seg14,1,1.8763159797985587e-06,490.7272727272728,315.0590709403844
P24_03,seg15,1,4.690836357359171e-06,156.8,48.02291119871847
P24_03,seg16,1,4.189001775837539e-06,196.78571428571428,91.34537400392192
P24_03,seg17,0,2.510476007171593e-06,359.4166666666667,214.2298928013945
P24_03,seg18,1,4.288738459004807e-06,156.6,34.45721985302935
P24_04,seg1,1,2.446165185754557e-06,354.3181818181818,298.70663843335626
P24_04,seg2,1,3.354319071551316e-06,211.5,39.87828704668466
P24_04,seg3,1,3.391534152937339e-06,252.92592592592592,94.33855803839452
P24_04,seg4,0,3.0188800759952746e-06,271.27777777777777,110.90154910897884
P24_04,seg5,0,3.1190915957636498e-06,286.0,220.3658115704224
P24_04,seg6,1,3.2199329761480623e-06,238.1176470588236,132.69696791606674
P24_04,seg7,1,3.1222042762190107e-06,278.0,166.34402103271802
P24_04,seg8,1,2.501768750506608e-06,353.0,132.1009714826756
P24_04,seg9,0,3.5228655417186926e-06,234.0,91.05243244716448
P24_04,seg10,0,3.463991233792851e-06,194.3333333333333,58.70547958524258
