Part_id,Sc_id,Answer,abspathanglesrate,meanabspathangles,meanpathdistance,meanrelpathangles,relpathanglesrate,stddevabspathangles,stddevpathdistance,stddevrelpathangles
P24_01,seg1,0,4.430940268977814e-06,1.3646562461673803,250.53312975210287,1.285092260673813,4.106369980708426e-06,1.1459571328067175,194.5999414218825,1.018500205531381
P24_01,seg2,1,4.886663686563995e-06,1.492093502224999,298.56967015349267,1.2210024401872084,3.935356525194893e-06,1.058443243670272,222.84771959791297,0.9810370587774048
P24_01,seg3,0,4.9939841346507324e-06,1.4753892514627729,332.33493733843693,1.2743632675207643,4.247177437746794e-06,1.0495885533592295,324.34712819988283,0.8387473867389146
P24_01,seg4,0,4.944446861637021e-06,1.5080242311516732,275.034285485975,1.4445167638568106,4.662217773737457e-06,1.193344657522171,221.3900556857515,1.0990030974773322
P24_01,seg5,0,4.892729934885987e-06,1.4874784353184476,295.6195996633395,1.2935010851664013,4.1871498501194514e-06,1.1075744648383234,259.16775282834607,0.9231339069669732
P24_01,seg6,1,4.549382107029757e-06,1.3288825623701968,251.8922355272934,1.2503875108100049,4.214800831630088e-06,1.2245726508081114,204.10504377606424,1.075149293776866
P24_01,seg7,1,4.14701741917298e-06,1.2816005824858565,273.7453219350609,1.299078452412974,4.136849131981052e-06,1.164533686835024,201.4835468859559,1.064307917481231
P24_01,seg8,1,4.737413843191288e-06,1.402015033072594,260.9098278361226,1.3040837127575255,4.338711196899303e-06,1.1150189179117391,197.2642585548364,1.0521929406573212
P24_01,seg9,1,5.287636223062233e-06,1.575382221598291,245.5277505161853,1.4002573573064516,4.62524382771299e-06,1.066029506155747,167.3580667199626,1.042296125300248
P24_01,seg10,1,4.71239983054154e-06,1.5271207361082848,242.1059218439124,1.4325441652779634,4.345630130474294e-06,1.0752134610257835,168.067547682803,1.0575664368196025
P24_01,seg11,1,4.32708742882962e-06,1.5514855252090818,247.0849028493346,1.3815209880472576,3.780357771315005e-06,0.9458891377617284,189.58896285773616,1.016719630342436
P24_01,seg12,1,5.030643447456996e-06,1.5947063430346389,296.2929314068677,1.4067700796818925,4.363818707083806e-06,1.061415090743618,288.95416116147925,0.9906219661296222
P24_01,seg13,1,4.661815303327089e-06,1.354034072916916,316.0616861065802,1.3985589878070523,4.742154287652515e-06,1.23093235776345,247.94945818672,1.1324755234307176
P24_01,seg14,1,4.491191316136999e-06,1.4127637729951166,325.69039386369167,1.4607334240415228,4.568789172542089e-06,1.2422907322681358,255.3278052250864,1.1292077135008454
P24_01,seg15,1,4.977481249916609e-06,1.63864987556838,371.0540934798086,1.541761629145623,4.605125365751003e-06,1.111634965462047,279.48328783948807,1.0034851004496692
P24_01,seg16,1,4.4565459564684514e-06,1.2820446232207736,241.6748416358756,1.281311211461112,4.38651173046832e-06,1.1633945257780247,252.92576839667385,1.0981550792598014
P24_01,seg17,1,4.683519754333359e-06,1.2865136665754195,238.44902215698005,1.4146102629785335,5.077318974781839e-06,1.124302198822935,203.5802239939185,1.0829188646192387
P24_01,seg18,1,4.842797231209322e-06,1.470719457758782,291.18348441019293,1.3237892897358174,4.290875224501689e-06,1.2148005779594169,245.79842102477912,1.0853587812745975
P24_02,seg1,0,4.868896047588064e-06,1.3165374622305184,317.67134934985927,1.602467979430668,5.839188979594681e-06,1.159519329262571,293.5218758801182,1.0761422017705895
P24_02,seg2,0,5.847683781839397e-06,1.4014435922365045,329.44583920462884,1.6754765369927234,6.900323871367237e-06,1.0725613229701567,226.36416297895423,1.05839998997761
P24_02,seg3,0,5.48623566097766e-06,1.443944849451828,339.03014709068407,1.3437801441818789,5.033751403879112e-06,1.0098662566354002,313.59828067177426,0.9983939245560196
P24_02,seg4,0,5.498251229468294e-06,1.43807907021084,326.96901910854217,1.301187964720696,4.904802712951618e-06,1.2201889002140516,191.2645325409301,1.1465053504226848
