Answer,Part_id,Sc_id,proportion_valid,Title_numfixations,Title_longestfixation,Title_meanfixationduration,Title_stddevfixationduration,Title_timetofirstfixation,Title_timetolastfixation,Title_proportionnum,Title_proportiontime,Title_fixationrate,Title_totaltimespent,Title_meanpupilsize,Title_stddevpupilsize,Title_maxpupilsize,Title_minpupilsize,Title_startpupilsize,Title_endpupilsize,Title_meanpupilvelocity,Title_stddevpupilvelocity,Title_maxpupilvelocity,Title_minpupilvelocity,Title_meandistance,Title_stddevdistance,Title_maxdistance,Title_mindistance,Title_startdistance,Title_enddistance,Title_proptransfrom_Title,Title_proptransfrom_Content,Content_numfixations,Content_longestfixation,Content_meanfixationduration,Content_stddevfixationduration,Content_timetofirstfixation,Content_timetolastfixation,Content_proportionnum,Content_proportiontime,Content_fixationrate,Content_totaltimespent,Content_meanpupilsize,Content_stddevpupilsize,Content_maxpupilsize,Content_minpupilsize,Content_startpupilsize,Content_endpupilsize,Content_meanpupilvelocity,Content_stddevpupilvelocity,Content_maxpupilvelocity,Content_minpupilvelocity,Content_meandistance,Content_stddevdistance,Content_maxdistance,Content_mindistance,Content_startdistance,Content_enddistance,Content_proptransfrom_Title,Content_proptransfrom_Content
0,P24_01,seg1,0.9650582362728786,2,283,183.0,141.4213562373095,2048554,2381652,0.0666666666666666,3.795426904640625e-05,0.0054644808743169,366,3.9183375,0.1199787581359557,4.027,3.537,3.876,3.9635,2.541992652184259e-06,6.1173526367740736e-06,2.6086695485110465e-05,0.0,703.2012499999997,0.7644746394478763,704.75,701.7,702.25,704.75,0.5,0.5,20,466,208.15,110.48185133171968,549612,9459980,0.6666666666666666,0.0004317038853557,0.0048042277203939,4163,3.898749363867688,0.1830224668539872,4.23,2.941,3.6115,3.996,1.5902686262077335e-06,3.069486833650628e-06,2.5516330451488968e-05,0.0,701.8416030534354,1.7738694948864195,707.55,698.0,703.15,707.4000000000001,0.0625,0.9375
1,P24_01,seg2,0.9583333333333334,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,21,466,192.7619047619048,100.3194421644702,0,9576565,0.6,0.000423434815777,0.0051877470355731,4048,3.8554006024096377,0.1497654936265594,4.584,3.527,4.0515,3.648,1.5321079791720457e-06,5.6277633592262055e-06,9.235018614146752e-05,0.0,704.8338855421687,4.456436089668616,718.0999999999999,700.05,701.35,700.9000000000001,0.0,1.0
0,P24_01,seg4,1.0,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,25,500,229.84,107.40603645357494,0,9559954,0.6756756756756757,0.0005750035374826,0.0043508527671423,5746,3.530894927536235,0.129743527780164,4.041,3.265,3.77,3.379,9.37470979727608e-07,1.655220617561967e-06,1.780246172320627e-05,0.0,706.2386473429957,1.7300797351162032,710.8,701.2,707.05,708.7,0.0,1.0
0,P24_01,seg5,0.92,1,250,250.0,0.0,749465,749465,0.037037037037037,2.724242774926767e-05,0.004,250,3.7879473684210527,0.0332711481353681,3.897,3.7445,3.897,3.803,3.6025881810282697e-07,2.3618255498621125e-07,9.607301549177385e-07,0.0,704.223684210526,0.3934775233777963,704.65,702.8,702.8,704.4000000000001,0.0,0.0,23,1266,279.5652173913044,229.50080730437452,1015941,9859713,0.8518518518518519,0.0007006752417111,0.0035769828926905,6430,3.8195677083333313,0.2005918697863459,4.329,2.754,3.6945,4.0085,9.657528990070336e-07,2.544272186364408e-06,4.256979885920144e-05,0.0,704.1462499999999,2.339656867763448,708.9000000000001,697.95,702.5999999999999,699.8,0.0476190476190476,0.9523809523809524
1,P24_01,seg6,0.9916666666666668,1,416,416.0,0.0,3664084,3664084,0.0277777777777777,4.2049870539971886e-05,0.0024038461538461,416,4.0855,0.024486190585956,4.1275,4.043,4.0825,4.056,6.475912311573385e-07,1.0702597086069668e-06,4.833383368357785e-06,0.0,708.4071428571431,0.8265931904637193,709.65,706.65,709.3,706.65,0.0,1.0,30,416,222.1,76.82777425223071,299790,9626538,0.8333333333333334,0.0006735054985765,0.004502476361999,6663,3.8456031434184665,0.2143860022082956,4.172,3.237,3.894,3.462,1.1596392740983478e-06,2.0887293722561447e-06,2.356791161282575e-05,0.0,702.7313359528483,2.2178289250639964,710.5,696.7,698.55,696.7,0.0384615384615384,0.9615384615384616
1,P24_01,seg7,0.985,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,2.616,,2.616,2.616,2.616,2.616,-1.0,-1.0,-1.0,-1.0,699.5,,699.5,699.5,699.5,699.5,0.0,0.0,14,816,301.07142857142856,174.10759904138604,199858,9859737,0.4827586206896552,0.0004289453764776,0.0033214709371293,4215,3.486210000000001,0.2406453090808309,4.3575,2.7425,3.425,3.603,1.392113532861885e-06,2.823814761896997e-06,2.407685379765837e-05,0.0,698.285,2.035670614195312,704.75,693.85,700.25,697.3,0.0,1.0
1,P24_01,seg8,0.961730449251248,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,2.616,,2.616,2.616,2.616,2.616,-1.0,-1.0,-1.0,-1.0,699.5,,699.5,699.5,699.5,699.5,0.0,0.0,17,400,191.23529411764707,94.84495862443396,899370,9859724,0.5483870967741935,0.0003382970701975,0.005229160258382,3251,3.746280612244898,0.1694966811266062,4.3575,2.842,3.698,3.696,2.045442288281687e-06,4.488018639692963e-06,4.401080756529572e-05,0.0,698.3409863945584,1.3791767019642165,701.9,695.2,700.35,701.4000000000001,0.0,1.0
1,P24_01,seg9,0.9483333333333334,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,31,1016,267.5806451612903,185.21658928464416,66618,9909641,1.0,0.0008768539726823,0.0037371910789632,8295,3.491993805309733,0.1588092477718783,3.794,2.3245,3.7665,3.3035,1.508706559250757e-06,4.862641988089841e-06,6.952867006904833e-05,0.0,696.8365486725659,1.911924956385624,701.2,690.3,698.6,696.5,0.0,1.0
1,P24_01,seg10,0.956738768718802,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,24,1016,326.8333333333333,214.72604723768103,49964,9843040,0.9230769230769232,0.0008205100739996,0.0030596634370219,7844,3.4539924242424225,0.1404380478842633,3.794,2.433,3.5225,3.56,1.2869099020569029e-06,4.479197714375421e-06,6.952867006904833e-05,0.0,695.5320075757568,1.3103073150618303,700.0,690.3,697.55,697.25,0.0,1.0
1,P24_01,seg11,0.9283333333333332,1,83,83.0,0.0,1665492,1665492,0.0344827586206896,8.963167751947896e-06,0.0120481927710843,83,3.3679166666666664,0.006887791131173,3.377,3.361,3.366,3.361,2.8019613736825445e-07,2.988058820617656e-07,7.205043530471069e-07,6.003842459170544e-08,697.225,0.1541103500742686,697.45,697.05,697.15,697.35,0.0,1.0,24,683,251.3333333333333,125.42368775185712,666196,9709801,0.8275862068965517,0.0006513955166234,0.0039787798408488,6032,3.5586520408163254,0.2582198811089428,4.221,2.145,3.4985,3.8205,1.7153827445443836e-06,5.608695323745489e-06,7.127416836795964e-05,0.0,709.9252040816328,17.32302398482192,739.2,691.75,693.95,729.9,0.0454545454545454,0.9545454545454546
