Part_id,Sc_id,Answer,endpupilsize,maxpupilsize,maxpupilvelocity,meanpupilsize,meanpupilvelocity,minpupilsize,minpupilvelocity,startpupilsize,stddevpupilsize,stddevpupilvelocity
P24_01,seg1,1,3.857,4.195,3.188423201633242e-05,3.813210884353736,1.064958982450014e-06,2.375,0.0,3.911,0.1832991585271557,2.4474113218293257e-06
P24_01,seg2,1,3.9485,4.0975,3.431608022096793e-05,3.805963926174498,1.2071495860434737e-06,2.542,0.0,3.8765,0.1987007693878298,2.51475633389738e-06
P24_01,seg3,1,4.122,4.2135,8.03410592049958e-05,3.8487034782608736,1.4150591868386884e-06,2.281,0.0,3.626,0.2095406694371271,5.034751180338434e-06
P24_01,seg4,0,3.45,4.0805,1.780246172320627e-05,3.584901830282861,1.5350714843397214e-06,3.265,0.0,3.6035,0.1296985203461389,2.3759423331753004e-06
P24_01,seg5,1,3.579,4.172,2.356791161282575e-05,3.810983870967741,1.0928052046886077e-06,3.237,0.0,3.7,0.2472720110394493,1.978067037584347e-06
P24_01,seg6,1,3.6345,4.167,4.401080756529572e-05,3.804486654804274,1.7644187827019738e-06,2.616,0.0,4.0025,0.1808105864756252,3.6172433257528376e-06
P24_01,seg7,1,3.537,4.053,3.839687781447015e-05,3.6053972125435534,1.409374440150797e-06,2.3245,0.0,3.6085,0.2022307786802487,3.5865463562510816e-06
P24_01,seg9,1,3.8205,4.221,7.127416836795964e-05,3.5850197486535,1.718767034419964e-06,2.145,0.0,3.4985,0.2714088717938781,5.372847924374901e-06
P24_01,seg10,1,3.704,4.082,8.435905133593517e-05,3.739356751824816,1.4677174807255005e-06,2.084,0.0,3.96,0.1781995292396698,5.572576877466704e-06
P24_01,seg11,1,3.657,4.205,3.67757430201141e-05,3.6879443507588543,1.3234708845535798e-06,3.0745,0.0,3.6735,0.1590421957840833,3.1196040325772656e-06
P24_01,seg12,1,3.5885,4.035,1.6452503902966257e-05,3.619944633730835,1.0981722570680589e-06,3.289,0.0,3.737,0.0976770506807328,2.085202974478563e-06
P24_01,seg13,1,3.605,4.0925,2.1314920444311017e-05,3.7046359060402674,9.07254182134216e-07,3.3695000000000004,0.0,3.442,0.1646903791795493,1.607463983408015e-06
P24_01,seg15,1,3.503,3.8115,5.25968177724407e-05,3.4178257191201347,1.860343816073029e-06,2.464,0.0,3.555,0.1653289276577349,4.5969549076873615e-06
P24_02,seg1,1,3.4445,4.0985000000000005,3.569498649054338e-05,3.643881294964028,1.1769149622530913e-06,2.749,0.0,3.5330000000000004,0.224575281486847,2.929377828106181e-06
P24_02,seg2,1,3.5385,4.141,6.797165846042993e-05,3.669666074600358,1.4767839184311335e-06,2.332,0.0,3.683,0.2452216559307329,4.850185282118432e-06
P24_02,seg3,1,3.86,3.9695,3.63254277994596e-05,3.688425399644759,9.328765872771956e-07,2.9165,0.0,3.3705,0.1642455162877028,2.564490272229471e-06
P24_02,seg4,0,3.5275,3.894,3.674572200540379e-05,3.4944064171122986,1.1399958415699148e-06,2.087,0.0,3.274,0.201646168789091,3.373472084731562e-06
P24_02,seg5,1,2.6975,3.679,5.448487031700287e-05,3.4208290909090926,1.2376174466607172e-06,1.616,0.0,2.62,0.207246058689963,4.193283850875188e-06
