Part_id,Sc_id,Answer,fixationrate,meanfixationduration,stddevfixationduration
P24_01,seg1,1,3.3954972972876725e-06,239.2926829268293,126.57389271160868
P24_01,seg2,1,3.2690159277214783e-06,216.73417721518987,120.93107900049765
P24_01,seg3,1,3.43216607019342e-06,239.2289156626506,113.74407787330686
P24_01,seg4,0,3.4263283722137984e-06,225.8809523809524,178.06715971160082
P24_01,seg5,1,3.5614811152463865e-06,228.8705882352941,142.33894727151858
P24_01,seg6,1,3.3496409205868387e-06,235.3125,121.17949796829537
P24_01,seg7,1,3.319347954010644e-06,236.8227848101266,127.5583083860054
P24_01,seg9,1,2.9535970909600308e-06,280.0857142857143,201.64359021332683
P24_01,seg10,1,3.053729422971159e-06,258.83098591549293,178.93174963140822
P24_01,seg11,1,3.319940074271918e-06,235.0731707317073,206.074586790042
P24_01,seg12,1,3.561123791288332e-06,226.45348837209303,115.51558662100102
P24_01,seg13,1,2.874580862830143e-06,274.5211267605634,317.89782092251545
P24_01,seg15,1,3.568506782403577e-06,211.74418604651163,107.24070628006577
P24_02,seg1,1,3.570322331312502e-06,225.0487804878049,193.7406885019522
P24_02,seg2,1,4.193016751058693e-06,179.3298969072165,76.69225863386903
P24_02,seg3,1,3.594841351306e-06,227.48809523809524,133.69561671520233
P24_02,seg4,0,3.8033970232820033e-06,202.6966292134832,112.31534385729056
P24_02,seg5,1,4.230147110272122e-06,186.8877551020408,101.28920344792262
P24_02,seg6,0,4.185948555564325e-06,186.72916666666663,92.72057390116504
P24_02,seg7,1,4.151394451211217e-06,190.9578947368421,93.44903216482228
P24_02,seg9,1,3.951925011863634e-06,197.63636363636363,102.18769993892984
P24_02,seg10,1,4.121395844756649e-06,192.3894736842105,85.11322805619334
P24_02,seg11,1,4.023458264954808e-06,192.98901098901092,89.26184882511487
P24_02,seg12,1,4.124028425464572e-06,181.51612903225808,75.16888418800777
P24_02,seg13,0,3.897722363747013e-06,200.8876404494382,103.46424922760946
P24_02,seg15,1,4.029086148080653e-06,193.94565217391303,87.07661955540286
P24_03,seg1,1,2.0312072240453663e-06,449.02,580.3359509097876
P24_03,seg2,1,2.212710226159916e-06,384.97297297297297,373.1959186455469
P24_03,seg4,1,3.299030354073762e-06,241.43076923076924,178.92333983709767
P24_03,seg5,1,4.485960668477155e-06,170.53846153846155,54.86136373413653
P24_03,seg6,1,3.1772913933041925e-06,231.1025641025641,203.1015813864417
P24_03,seg7,1,2.950663803287616e-06,244.4186046511628,163.63653576173593
P24_03,seg9,1,2.709223242997335e-06,283.1891891891892,201.317719846824
P24_03,seg10,0,2.458791838524319e-06,244.5483870967742,210.6097241676616
P24_03,seg11,1,2.831566092871249e-06,286.6136363636364,233.3305087667557
P24_03,seg12,0,3.884596081810607e-06,199.91304347826087,103.66073425404124
P24_03,seg13,1,2.8954309033607266e-06,260.4736842105263,219.5861878246377
P24_03,seg15,1,3.465128500108375e-06,246.1551724137931,157.9433389102247
P24_04,seg1,0,1.4151375566267293e-06,660.0571428571428,943.6471157120104
P24_04,seg2,0,2.216325721221605e-06,400.6727272727273,443.8552088966023
P24_04,seg3,0,2.444058753868945e-06,333.4166666666667,355.386029868914
P24_04,seg4,0,3.1431498011897305e-06,261.87179487179486,148.65268148815784
P24_04,seg5,1,2.994988670861109e-06,290.57142857142856,200.44166670418625
P24_04,seg6,1,3.1972022421166474e-06,265.64406779661016,154.24407021652675
P24_04,seg7,1,3.165966987962327e-06,259.7894736842105,124.37468404010195
P24_04,seg9,1,2.627323780950744e-06,321.94117647058823,309.24550815448475
P24_04,seg10,1,2.1196754961135057e-06,425.82608695652175,335.93930036030326
P24_04,seg11,1,2.746061794851223e-06,302.1351351351352,165.11799857512034
P24_04,seg12,0,3.64542847186855e-06,214.1176470588236,123.01952658650836
P24_04,seg13,0,2.552625425192482e-06,319.4782608695652,197.0103526502691
P24_04,seg15,1,3.346829759019556e-06,255.58,193.5938405581149
P24_05,seg1,1,3.7622445704668408e-06,217.6530612244898,118.26304561943124
P24_05,seg2,0,3.9434589401330775e-06,174.67741935483872,74.81425615735706
P24_05,seg3,0,3.7526505226504014e-06,203.72727272727272,91.64225570283084
P24_05,seg4,1,4.316403200978208e-06,175.65384615384616,69.197219920711
P24_05,seg5,1,4.389076536541081e-06,175.32,60.38744350718395
P24_05,seg6,1,4.268853507517405e-06,180.3695652173913,71.22401551775516
P24_05,seg7,0,4.264040939402793e-06,173.32432432432432,72.44578588083569
P24_05,seg9,1,4.18899894406197e-06,172.74074074074073,92.7190099969516
P24_05,seg10,1,3.7445808490514255e-06,218.27586206896552,170.49945466015097
P24_05,seg11,1,3.906870488785483e-06,172.78947368421052,67.01276921269067
P24_05,seg12,0,4.451093515296561e-06,168.72340425531914,67.83313994734164
P24_05,seg13,0,4.063021618615718e-06,169.6,64.05977322356476
P24_05,seg15,1,3.211553101494573e-06,232.5652173913044,309.8443635831848
