Part_id,Sc_id,Answer,endpupilsize,maxpupilsize,maxpupilvelocity,meanpupilsize,meanpupilvelocity,minpupilsize,minpupilvelocity,startpupilsize,stddevpupilsize,stddevpupilvelocity
P24_01,seg1,1,3.857,4.2565,3.188423201633242e-05,3.853662348877381,9.98774040764621e-07,2.375,0.0,4.156000000000001,0.1885981262432939,2.066382298563337e-06
P24_01,seg2,1,3.9485,4.584,9.235018614146752e-05,3.8423019759450248,1.4542742201451796e-06,2.237,0.0,3.76,0.1947034169063083,4.043441247015315e-06
P24_01,seg3,1,4.122,4.478,8.03410592049958e-05,3.87679801038062,1.6096198370817678e-06,2.281,0.0,3.964,0.1911931461155946,4.746723055352036e-06
P24_01,seg4,0,3.45,4.0805,2.5637946562593845e-05,3.533364450127872,1.424202154135267e-06,2.527,0.0,3.6865,0.1349452943373617,2.498045380889462e-06
P24_01,seg5,1,3.579,4.329,4.256979885920144e-05,3.821029876977151,1.0343591069611413e-06,2.596,0.0,3.8125,0.2298591620423925,2.066144024975629e-06
P24_01,seg6,1,3.6345,4.3575,4.401080756529572e-05,3.636135087719291,1.516346539182853e-06,2.616,0.0,3.6025,0.2445342811527731,3.049822544698789e-06
P24_01,seg7,1,3.537,4.167,4.401080756529572e-05,3.703890404929576,1.5845254337156682e-06,2.3245,0.0,4.0025,0.2161541312649832,3.6044940361016354e-06
P24_01,seg9,1,3.8205,4.221,7.127416836795964e-05,3.542201838879157,1.3476317083891065e-06,2.145,0.0,3.5455,0.2228294382886697,4.1070801240284005e-06
P24_01,seg10,1,3.704,4.221,8.435905133593517e-05,3.713886750223821,1.533012946530137e-06,2.084,0.0,3.3165,0.2135120710913215,5.106932130764917e-06
P24_01,seg11,1,3.657,4.205,0.0001247072951065,3.680965008431709,1.3345282965509242e-06,1.555,0.0,3.3365,0.1911440568323291,4.973370156246847e-06
P24_01,seg12,1,3.5885,4.035,4.220954668267787e-05,3.5538236316246743,1.1512212202243458e-06,2.79,0.0,3.306,0.1492406335192753,2.523225230262361e-06
P24_01,seg13,1,3.605,4.205,4.401080756529572e-05,3.718604043807925,1.2016356795451968e-06,3.0745,0.0,3.805,0.1572149429298301,2.8607995980847548e-06
