Part_id,Sc_id,Answer,enddistance,maxdistance,meandistance,mindistance,startdistance,stddevdistance
P24_01,seg1,0,704.95,707.55,702.1326724137937,697.5,703.15,1.9580524839257107
P24_01,seg2,1,702.5999999999999,718.0999999999999,705.2535652173909,699.8,701.35,4.011786900022517
P24_01,seg3,0,697.05,715.6,701.4970899470898,696.0,703.0,3.6038646556938745
P24_01,seg4,0,709.0999999999999,714.45,706.9821963394351,701.2,707.05,2.3206516688321086
P24_01,seg5,0,699.8,710.45,704.3034420289849,697.95,702.5999999999999,2.362380393901434
P24_01,seg6,1,698.3,710.5,702.8353781512601,696.45,698.55,2.647426738021637
P24_01,seg7,1,697.3,705.0999999999999,699.1256345177663,693.85,700.25,2.048233690096712
P24_01,seg8,1,701.4000000000001,702.2,698.7487024221452,695.2,700.2,1.3520134076436563
P24_01,seg9,1,696.5,701.2,696.8384885764493,690.3,698.6,1.905995959833326
P24_01,seg10,1,697.25,700.0,695.585130434782,690.3,697.55,1.2846692962498778
P24_01,seg11,1,729.9,741.25,712.8056552962297,691.75,693.95,18.5167870407536
P24_01,seg12,1,719.8,725.9,719.6810924369751,713.7,722.6,2.0767106006977567
P24_01,seg13,1,694.2,705.45,697.9388415672913,692.2,699.1,2.200926508390056
P24_01,seg14,1,695.3,700.6,696.1787394957986,691.1,696.5,1.5134545598565567
P24_01,seg15,1,690.7,709.35,694.4199664429532,687.35,706.55,5.346237567984207
P24_01,seg16,1,719.5999999999999,737.9,719.3311531841655,711.5,718.8,5.070066164188864
P24_01,seg17,1,712.5,729.5999999999999,716.8038917089677,707.65,728.95,6.47665377729619
P24_01,seg18,1,704.95,712.2,705.5968213058425,698.6,708.75,3.618172630370162
P24_02,seg1,0,598.2,598.65,579.4356115107913,559.25,564.3499999999999,14.733023511402632
P24_02,seg2,0,606.5,608.5999999999999,597.9892988929896,589.55,590.8,3.6554931529766272
P24_02,seg3,0,600.0,608.35,602.2010810810808,597.25,601.85,1.9271264926529217
P24_02,seg4,0,605.45,612.55,605.5978494623654,599.45,606.95,2.251736780058754
P24_02,seg5,1,603.85,610.2,602.9854982206401,598.65,608.25,2.18601914398246
P24_02,seg6,1,606.0,612.7,606.1139194139199,600.0,604.45,2.414063996040746
P24_02,seg7,1,605.85,613.7,609.0046448087429,604.2,611.35,1.3629653532888792
P24_02,seg8,0,605.5999999999999,612.0,607.2640767824498,601.7,609.85,1.9484527574308368
P24_02,seg9,0,614.45,618.3,610.9229906542064,606.6,608.3,2.058740485722508
P24_02,seg10,0,611.3,618.3,611.3383204633202,606.6500000000001,612.05,1.9089739407307167
P24_02,seg11,1,612.25,622.3,613.0078066914501,606.5,612.65,2.333313598704484
P24_02,seg12,0,613.8499999999999,617.9,611.3424408014565,605.8499999999999,614.25,2.778822457551935
P24_02,seg13,1,621.15,629.65,623.6351648351651,615.75,624.8,2.535729934960494
P24_02,seg14,1,623.8,626.8,622.1776851851855,615.75,618.35,1.7264442242714824
P24_02,seg15,0,623.4,632.1,627.5384684684689,621.45,628.25,1.937705944894016
P24_02,seg16,0,636.5,639.8,635.0450943396216,629.25,636.5999999999999,1.9634718321625344
P24_02,seg17,1,633.4,639.2,632.4465201465212,627.75,635.3,1.848395479883044
P24_02,seg18,0,636.8,640.8,634.5694493783307,627.0,632.8499999999999,2.311438572142629
P24_03,seg1,1,751.75,762.1500000000001,757.7892979452051,751.75,759.5,2.361592556593478
P24_03,seg2,0,729.95,762.5,755.0475881261594,729.95,755.25,4.506958037521285
P24_03,seg4,0,705.85,721.45,708.703412969283,691.3,691.3,4.6307986378201225
