Part_id,Sc_id,Answer,endpupilsize,maxpupilsize,maxpupilvelocity,meanpupilsize,meanpupilvelocity,minpupilsize,minpupilvelocity,startpupilsize,stddevpupilsize,stddevpupilvelocity
P24_01,seg1,0,4.114,4.23,3.404178674351586e-05,3.865371783876502,1.3533623189320163e-06,2.375,0.0,3.9185,0.1767874346944033,2.99387753333821e-06
P24_01,seg2,1,3.603,4.584,9.235018614146752e-05,3.829989619377164,1.4900043223698954e-06,2.237,0.0,3.8905,0.1897609771886151,4.0854483287556684e-06
P24_01,seg3,0,4.065,4.478,8.03410592049958e-05,3.855876083188909,1.733579104161559e-06,2.281,0.0,3.9255,0.190537945903306,4.9996170900338e-06
P24_01,seg4,0,3.4065000000000003,4.0805,2.5637946562593845e-05,3.521315856777491,1.3951335793755576e-06,2.527,0.0,3.4895,0.1357986134586435,2.482885752662683e-06
P24_01,seg5,0,4.0085,4.329,4.256979885920144e-05,3.659365334491744,1.2270205953881087e-06,2.596,0.0,3.473,0.2262657866255028,2.429401905531409e-06
P24_01,seg6,1,3.447,4.329,4.256979885920144e-05,3.839412357581068,1.0470954527820553e-06,2.596,0.0,3.803,0.2153194184489437,2.098202200401483e-06
P24_01,seg7,1,3.603,4.3575,2.407685379765837e-05,3.707442307692306,1.309246228752823e-06,2.616,0.0,3.975,0.2896862035728241,2.4756420639178977e-06
P24_01,seg8,1,3.696,4.3575,4.401080756529572e-05,3.640225778546708,1.5547403801916768e-06,2.616,0.0,3.237,0.2453164738792246,3.11144338131621e-06
P24_01,seg9,1,3.3035,4.053,6.952867006904833e-05,3.603638297872344,1.4970288202882468e-06,2.1235,0.0,3.9895,0.2110982288490055,4.212372275426784e-06
P24_01,seg10,1,3.56,4.053,6.952867006904833e-05,3.5271396866840705,1.3644414062092767e-06,2.1235,0.0,3.6085,0.2049136744184363,3.993649843370561e-06
P24_01,seg11,1,3.8205,4.221,7.127416836795964e-05,3.542201838879157,1.3476317083891065e-06,2.145,0.0,3.5455,0.2228294382886697,4.1070801240284005e-06
P24_01,seg12,1,3.357,4.082,8.435905133593517e-05,3.591821959755034,1.3088677896378146e-06,2.084,0.0,3.96,0.2371446997044363,4.767674477394062e-06
P24_01,seg13,1,3.62,4.035,4.220954668267787e-05,3.539611979166666,1.116262703008884e-06,2.79,0.0,3.413,0.1525296329463507,2.499516717874592e-06
P24_01,seg14,1,3.796,4.044,0.0001247072951065,3.6181296928327686,1.2558153648203613e-06,1.555,0.0,3.4450000000000003,0.1775802071262842,4.585338872091708e-06
P24_01,seg15,1,3.605,4.205,4.401080756529572e-05,3.718604043807925,1.2016356795451968e-06,3.0745,0.0,3.805,0.1572149429298301,2.8607995980847548e-06
P24_01,seg16,1,3.5780000000000003,3.9655,9.870909636745723e-05,3.5245333041191924,2.005598751464102e-06,1.713,0.0,3.148,0.1913042830530046,5.819344561048323e-06
P24_01,seg17,1,3.503,3.9655,9.870909636745723e-05,3.51918686006826,1.846542351266136e-06,2.464,0.0,3.513,0.1766970528516543,5.162706116485777e-06
P24_01,seg18,1,3.585,4.8805,0.0001227859501651,3.42191866438356,1.7972391586788392e-06,1.077,0.0,3.473,0.201251435614409,6.902650665812737e-06
P24_02,seg1,0,3.7705,4.3365,0.0001261558784676,3.690427149321263,1.426577364666186e-06,1.419,0.0,3.696,0.256904273228038,5.700424152038058e-06
P24_02,seg2,0,3.41,4.3365,0.0001261558784676,3.753234205776174,1.480719692338841e-06,1.419,0.0,3.5105,0.2514264435682629,6.102614744523263e-06
P24_02,seg3,0,3.633,4.0135000000000005,5.794751696391043e-05,3.590525378450578,1.0123965497239674e-06,2.377,0.0,3.5295,0.2087461731836499,3.130664790882818e-06
P24_02,seg4,0,3.4665,3.894,3.674572200540379e-05,3.507480734767028,1.032936544883798e-06,2.087,0.0,3.525,0.1867322363810125,2.7127561622032664e-06
P24_02,seg5,1,3.1255,3.829,7.433649573675993e-05,3.387017135325129,9.908648020495734e-07,1.804,0.0,3.3085,0.2482784009814328,3.597259074482152e-06
P24_02,seg6,1,3.4575,3.7745,7.433649573675993e-05,3.3186081687612186,1.1369508775627762e-06,1.616,0.0,3.5155000000000003,0.2406157405600658,4.415573555848158e-06
P24_02,seg7,1,3.6705,4.071,0.0001280019212295,3.512724434389143,1.3080570649254774e-06,0.985,0.0,3.153,0.2536673784607973,5.721916724063692e-06
P24_02,seg8,0,3.545,4.071,0.0001280019212295,3.5533212010919053,1.3347268372679614e-06,0.985,0.0,3.4765,0.2471618941648439,5.542411492234446e-06
P24_02,seg9,0,3.4080000000000004,4.0045,7.510806916426512e-05,3.509287243947858,1.4132462187012283e-06,1.35,0.0,3.9945,0.2344103926571663,4.620439514223577e-06
P24_02,seg10,0,3.4435,3.9215,7.510806916426512e-05,3.4946742990654203,1.5150724378947071e-06,1.35,0.0,2.152,0.2380446484820234,5.153439928680019e-06
P24_02,seg11,1,3.3775,4.256,6.839197790320643e-05,3.5856056797020512,1.0604961955842275e-06,2.084,0.0,3.551,0.2270013851265035,3.1715645899038308e-06
P24_02,seg12,0,3.851,4.0440000000000005,7.084959471630142e-05,3.6248686823104657,1.114835671234131e-06,2.049,0.0,3.5305,0.2098358956672026,3.716287342815444e-06
P24_02,seg13,1,3.587,3.8345,7.348703170028817e-05,3.4739126617375216,1.2881927796194743e-06,1.407,0.0,3.591,0.1900174769130698,4.0101228325708085e-06
P24_02,seg14,1,2.578,3.8345,7.348703170028817e-05,3.4288618784530387,1.2243091886414694e-06,1.407,0.0,3.4770000000000003,0.1990188983958061,3.960855404481916e-06
P24_02,seg15,0,3.548,4.129,4.617232062443711e-05,3.614134146341467,1.3114340109093805e-06,1.91,0.0,3.1595,0.2268272853655805,3.656296611558349e-06
P24_02,seg16,0,3.468,3.6215,7.390730067243038e-05,3.2294931693989053,1.3920626207175268e-06,1.263,0.0,3.364,0.2093551983765922,4.609354437937362e-06
P24_02,seg17,1,3.333,3.6215,8.184220007205474e-05,3.240356682027647,1.4356271492695225e-06,1.755,0.0,3.0855,0.2024358913236286,4.796775040333241e-06
P24_02,seg18,0,3.514,3.88,8.184220007205474e-05,3.446491942703674,1.197817071017936e-06,1.836,0.0,3.1695,0.23507806399488,4.092287915422912e-06
P24_03,seg1,1,4.3545,5.016500000000001,2.410542747358312e-05,4.426895051194535,6.776829100165747e-07,3.6255,0.0,4.390000000000001,0.2908560351996129,1.15053101311405e-06
P24_03,seg2,0,5.314,5.337,2.410542747358312e-05,4.505957003546109,7.139536321413641e-07,4.045,0.0,4.3405000000000005,0.2496030613917665,1.2070760411361286e-06
P24_03,seg4,0,4.2435,5.074,4.8604022815971176e-05,4.192087085811382,1.0196176826778971e-06,3.094,0.0,4.838,0.3061750794428857,1.9916124268018286e-06
P24_03,seg5,1,4.271,4.519500000000001,4.8604022815971176e-05,4.14839640883978,1.0918934979151017e-06,3.094,0.0,3.9775,0.2355715444096428,3.15104045256952e-06
P24_03,seg6,0,3.7545,4.784,1.155809066346442e-05,3.748721739130435,1.7098735182972745e-06,3.269,0.0,4.784,0.3916403435982953,2.0752494473849248e-06
P24_03,seg7,1,4.7225,5.509,7.09696787751426e-05,4.1691931166348,2.3546952802607183e-06,3.269,0.0,4.784,0.4720746691847187,6.986493073993422e-06
P24_03,seg8,1,4.1575,5.509,7.09696787751426e-05,4.124379642365884,2.0851240602794813e-06,3.051,0.0,4.784,0.4331084793059401,6.04994061859467e-06
