Part_id,Sc_id,Answer,abspathanglesrate,meanabspathangles,meanpathdistance,meanrelpathangles,relpathanglesrate,stddevabspathangles,stddevpathdistance,stddevrelpathangles
P24_01,seg1,1,3.622071314038512e-06,1.1998026712755243,342.8879120289009,0.981734326175278,2.634441906140797e-06,1.208079952542758,282.44024103784915,0.8513028157761634
P24_01,seg2,1,4.45901824657552e-06,1.3293358967238338,292.5730027459377,1.8793536913141664,5.6735586391615205e-06,1.338954754263053,136.3343034367503,1.0485524443364849
P24_01,seg3,1,4.363089075751968e-06,1.4429592608865924,336.93882482847124,1.7618238722573925,4.94672555830005e-06,1.2170133024721426,359.5810806742204,0.8832148375103617
P24_01,seg4,0,5.804930714748773e-06,1.806725910042069,279.11619634441206,1.3387629349548194,4.032549658105804e-06,0.9752257104468968,182.230327335425,0.8204220739095714
P24_01,seg5,1,4.9126663085073335e-06,1.313664711078753,253.0769188659505,0.7716725607698217,2.725475022274271e-06,1.3856144217078354,197.4758833334738,1.0713915881087368
P24_01,seg6,1,6.062533067996499e-06,1.6458201021012815,222.2115237401919,1.269778064041177,4.209612182518619e-06,1.1588441444272792,147.66004017134213,1.1748000028888788
P24_01,seg7,1,4.720268237575106e-06,1.4245118143984885,244.26988011513544,1.4160375504779903,4.504500366348332e-06,1.223525062957597,158.27713586636486,1.0876715799194112
P24_01,seg9,1,4.632621758012011e-06,1.5711721997168056,284.38801164640165,1.3514201882812205,3.8035582593889535e-06,0.8426965458116376,204.81618870863267,0.9447840672733654
P24_01,seg10,1,3.894426693023575e-06,1.4747441647219046,191.9136891823368,1.4756432256801852,3.691706102370006e-06,0.8719462553379628,124.60416931317684,0.7987167984197273
P24_01,seg11,1,5.48806114402125e-06,1.6361180756482188,330.759857790488,1.776514716694543,5.6610463858972905e-06,1.1169701670268797,180.128657161942,0.9489955659708283
P24_01,seg12,1,4.818547797640592e-06,1.4011691049671915,335.93355722923934,1.624013350185489,5.433954407976501e-06,1.2170996788474666,270.0851136272934,1.1326754085105823
P24_01,seg13,1,3.809146577337826e-06,1.7324356107488152,295.848917925378,1.730650685051683,3.512512633461693e-06,1.010559241363299,308.6924616981248,0.9442031769871748
P24_01,seg15,1,4.176021968908392e-06,1.2150993231284348,304.9721067513104,1.5516392547569116,5.018949377349633e-06,1.0926490148554278,232.47099815922527,1.0235957513089238
P24_02,seg1,1,3.2411776479461865e-06,0.9338821362915588,209.23873734289623,2.134351560600479,6.666827720565616e-06,1.2710952070747925,131.70864645180745,1.3052400704917049
P24_02,seg2,1,7.511596424863631e-06,1.703353295721571,311.7008681657308,1.6603337887635286,6.7586632970023085e-06,1.4121215290299574,160.79681645933542,1.274789037334852
P24_02,seg3,1,4.357642402944708e-06,1.5129288602685875,377.4220546706357,1.3463966340910805,3.5796782404951594e-06,1.113478667413992,295.22035617858734,1.022416478808346
P24_02,seg4,0,5.173039643429165e-06,1.4443829609252834,341.6574175772094,1.295056389097584,4.365391416682979e-06,1.375713827658842,154.4218154208687,1.305775024176438
P24_02,seg5,1,5.89611305507254e-06,1.494812389849102,239.5780181769612,1.2186325884825897,4.539712161739881e-06,1.2802542878784926,147.36463733266498,1.2371307639501643
P24_02,seg6,0,7.618847790070177e-06,1.7303393781462082,230.96913817501428,1.0794219681259596,4.320724477666743e-06,1.235625836012778,169.37645329785445,0.9510763239486494
P24_02,seg7,1,5.019008268349272e-06,1.2942170483091002,294.0141504164158,1.3827522760823314,5.1774416163488615e-06,1.0862979705742537,164.62085240381955,0.8977103230385707
P24_02,seg9,1,6.930314521828397e-06,1.7354893625562673,359.8334747063312,1.5538381385396445,5.983323693419397e-06,0.7997053504174835,300.5463773580024,1.1221199747519817
P24_02,seg10,1,6.228017421094183e-06,1.59167465446067,223.4748922770428,1.0590830639505957,4.00115683226611e-06,0.9008569947536428,224.69194809872155,0.916966817439926
P24_02,seg11,1,5.793027343753001e-06,1.330652587832721,372.9212841996966,1.968130247852097,8.211288777305342e-06,0.976507914077617,263.11620667784456,0.9441789175051456
P24_02,seg12,1,6.461053158542852e-06,1.577385129113762,394.6350457165175,1.5382329705074569,6.147008624519241e-06,1.1519302492189052,267.19723091684574,0.9614168617374816
P24_02,seg13,0,5.587647255464533e-06,1.6506186434138028,364.3895897593029,1.4980619907998691,4.804308917321636e-06,0.9636808249937656,262.60546142094057,0.9155992285585568
P24_02,seg15,1,5.213782095576211e-06,1.3459485651917509,245.6211662070031,1.6941341897176772,6.197958099457858e-06,1.1949735761184423,197.34269518068595,1.2299539508082005
P24_03,seg1,1,3.5700576109109154e-06,1.2783711381441956,205.34976438281944,1.454585367717692,3.554393737325714e-06,1.3439429204545643,202.19255113570904,1.2363937939497955
P24_03,seg2,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
P24_03,seg4,1,4.830325765228274e-06,1.603605359820839,371.1404379691615,1.6873663584434289,4.743785955114307e-06,1.1116422546837077,220.61288486540096,1.0496344122226315
P24_03,seg5,1,5.295335454762986e-06,1.2787926228684416,307.91423373390097,1.320783288553298,5.013446209565544e-06,1.336708205506547,158.80803047269347,1.1974791156901103
P24_03,seg6,1,5.27301250175612e-06,2.1955400343937006,212.953488567468,2.0398448846458592,3.919264476122821e-06,1.1753179048527236,243.0967186814368,0.9969402932466008
P24_03,seg7,1,5.105682958129753e-06,1.7256992157788575,445.8768240047033,1.2482874375523267,3.4759570605195937e-06,0.8837442784883759,527.5484920165599,0.969207570474675
P24_03,seg9,1,6.388922027029267e-07,2.160072815003703,1306.3200220466651,0.0,0.0,0.0,0.0,0.0
P24_03,seg10,0,5.403073239568892e-06,1.5028013354755223,296.11017520721884,1.6395952683201018,5.600148504939888e-06,0.7700284006898235,240.6998876932153,1.1685715962712548
P24_03,seg11,1,4.014778946723156e-06,1.2258739418520974,408.0270924765771,0.2720328691622127,5.939446129776778e-07,1.6535006504545873,417.7754632666527,0.0848221581344362
P24_03,seg12,0,5.2371118650620125e-06,1.5409529566922289,391.61407306747975,1.2809922817241333,4.111737675958352e-06,1.2076904263095758,242.98226998486643,1.0036664123094996
P24_03,seg13,1,6.85019086591804e-06,1.779789875038448,374.25815209541406,0.9061460750622764,3.138879644317841e-06,1.055658544005215,250.0729573325128,0.8768346156235292
P24_03,seg15,1,3.543959286455334e-06,1.4887286972577245,308.5574960931249,1.5543759486226607,3.289097208562304e-06,1.275364396291681,166.7747149760235,1.3634990265696894
P24_04,seg1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
P24_04,seg2,0,1.7786789047938225e-06,2.651327234348148,344.0986745629753,2.2519083739496573,7.553616672401401e-07,0.629101787248609,237.47042832320665,0.0
P24_04,seg3,0,4.389289677505095e-06,1.457185356450013,420.4818791999888,1.021541993930972,2.8719207170879005e-06,1.2779395906902116,312.9507993013199,0.9984539473129924
P24_04,seg4,0,3.925858742666296e-06,1.4988264303405006,336.52064566926424,1.2469757523716891,3.0149438522198004e-06,1.1280414652916888,217.6067009343616,0.8263621349616234
P24_04,seg5,1,5.646309898395789e-06,1.4869899424962902,279.87701036817674,1.4074001118572577,5.010090112758195e-06,1.37929395035378,179.71213000758445,1.329341108953335
P24_04,seg6,1,3.590879559206668e-06,1.5378588070623211,382.4029262435509,0.4245167120342608,8.496349656241835e-07,1.1072059773229517,78.1835596556651,0.6215202493249087
P24_04,seg7,1,5.690377155306607e-06,1.6216778239822085,321.8919784641095,0.8161538432750125,2.704736243510444e-06,1.296753035210808,126.76424983323408,0.8590689378154907
P24_04,seg9,1,2.916144990906897e-06,1.4327663714814205,307.80361146755666,1.3679792053291804,2.6102644332119864e-06,0.7901826135508688,213.26962407251372,0.9644428406160994
P24_04,seg10,1,2.897321759363291e-06,1.540938453014743,298.84137267528666,0.9039621512941424,1.5863479763023077e-06,1.0241916329323395,232.43885673183823,0.6534573398039921
P24_04,seg12,0,4.833854579594329e-06,1.395458892382899,357.35207109855764,1.4537025179537926,4.75585376754332e-06,1.2199643594290028,191.97486831051705,0.950073176184665
P24_04,seg13,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
P24_04,seg15,1,4.088934251352522e-06,1.4982251409044618,393.3021942684961,1.6025454226606246,4.037209519551569e-06,1.2059492454579677,378.37866745129577,1.049922167559145
P24_05,seg1,1,4.973566544429427e-06,1.3584831987637076,172.9468892130115,1.1582399147674771,4.028429745001718e-06,1.228150360308219,90.85803565854134,1.0296281706412436
P24_05,seg2,0,5.020236314085397e-06,1.3545049396670668,221.5298826340291,2.008112864135532,5.954176070140081e-06,1.19908633456238,95.56876516515028,1.1881092034956346
P24_05,seg3,0,5.226206218096527e-06,1.434693625641671,284.54752954190843,1.344622870164519,4.72920239398001e-06,1.3530078975256237,219.2234997436817,1.161912607655716
P24_05,seg4,1,6.2313979222008654e-06,1.4299050336564945,295.52515229801094,1.791333931129258,7.372779724385749e-06,1.3477452667900454,210.45090505672,1.2498046575084296
P24_05,seg5,1,7.00082637791956e-06,1.5970361505961497,234.971723036293,1.7389192459703198,7.391796684144125e-06,1.1991034122232913,140.01814048998426,1.1955580433190427
P24_05,seg6,1,5.112623300410898e-06,1.9925140481786567,319.29143658501346,1.6112112118792257,3.307385859092683e-06,1.2149570788501889,185.73293502862631,1.384490152848439
P24_05,seg7,0,6.528471730585039e-06,1.6527257065110246,312.36157968489044,0.6763521158362247,2.1373398626343525e-06,1.516690622500375,83.32799302125198,0.638266230121632
P24_05,seg9,1,3.60269655895864e-06,1.1600514794007404,311.9847584538491,2.0229519401354192,4.188366995247176e-06,0.2333653839029693,261.8162824171562,1.443634218062856
P24_05,seg10,1,4.73577858577478e-06,1.6260128200553905,252.69511228546665,1.3042217463160406,3.506362032114789e-06,0.8774452904550778,236.5451582946091,0.9325499397123344
P24_05,seg11,1,5.840145250876393e-06,1.5724840916420415,432.9084475592835,1.4127383980779822,4.955363912989662e-06,1.041520628719235,251.79239447615424,0.7986777324484897
P24_05,seg12,0,7.843081035871199e-06,1.615628873284468,332.08667656842147,1.4297159403499018,6.5752725553275096e-06,1.224738369775076,192.7719357267476,0.9914692934364312
P24_05,seg13,0,6.581035653493978e-06,1.5814651741923755,377.6816267241128,1.904827629882367,6.794280980114201e-06,1.199318084901038,312.8074812205306,0.8378945732643454
P24_06,seg1,0,1.927843377451344e-06,0.925764848677466,166.98267128120216,2.3737408745217925,4.119297169317071e-06,1.2746171743974115,115.78145356728244,0.8273086613617642
P24_06,seg2,1,3.751250401718996e-06,1.1120698104658415,265.0972644610921,1.6126679506630948,4.8958879350453255e-06,1.3752863733559424,187.4188428071253,1.275106997774508
P24_06,seg3,1,2.899771558307372e-06,1.290789812607152,331.26997191601845,1.7763040373827714,3.62771260890776e-06,1.2999697620819064,356.51343071115343,1.1210508343026848
P24_06,seg4,1,5.252298668982957e-06,1.3077564522284604,275.5035103377253,1.2737356179009414,4.859878829257838e-06,1.2542960205801768,174.15137333151753,1.2620924050355005
P24_06,seg5,1,4.808869741004025e-06,1.1813293080526652,230.60909591960765,1.2032507018121736,4.489930281984015e-06,1.2835492497766916,143.11544562780418,1.151550833682225
P24_06,seg6,0,3.4727812575104e-06,1.7255005655285232,387.9260260462211,0.9642492823341752,1.617224832296847e-06,1.003902629958738,140.0788277334725,1.0020596324673197
P24_06,seg7,0,6.204081711234293e-06,1.6814121771410129,283.8639343770092,0.9751558033960148,3.2710308890147653e-06,1.2003930271071444,178.0730003004542,0.6253438568809475
P24_06,seg9,1,6.983562109588761e-06,1.6981131855806495,253.8344297369788,1.555014093883092,6.139258616095702e-06,0.8551182269613816,238.30180942474408,0.9895024213854984
P24_06,seg10,1,3.9945424086753946e-06,1.4061553688698325,154.64364530120494,1.4644560293173388,3.9710620865864745e-06,0.9728782636764898,156.83848915593035,0.836885105664593
P24_06,seg11,1,4.986799037019703e-06,1.4079595419813775,412.6871479803988,1.7169001792686207,5.791451695636697e-06,1.1354305308478307,345.66563871231773,1.1473662260995858
P24_06,seg12,1,5.493598602766604e-06,1.3175139588055316,297.56565653928226,1.655486328805236,6.730261101971284e-06,1.0242325251022055,283.99490795064133,0.9354398260022264
P24_06,seg13,0,3.3059454012584342e-06,1.766910906721625,391.236170475399,1.435078489530785,2.4409787288091434e-06,1.1559180497767243,197.12885329884875,1.1218087647956865
P24_06,seg15,1,3.679128503905304e-06,1.0144371089565776,323.68381608065386,1.7611030296331225,6.0322733035514685e-06,1.0888867334924484,266.5638837164972,1.0699661364118254
P24_07,seg1,1,2.611087706305199e-07,0.1946023431579541,146.82135534859302,2.889080458815439,2.907329767767717e-06,0.185247410054849,61.31328962633547,0.1876751205464045
