Part_id,Sc_id,Answer,fixationrate,meanfixationduration,stddevfixationduration
P24_01,seg1,0,3.2984663110885625e-06,221.171875,109.35489837955672
P24_01,seg2,1,3.327023252513527e-06,215.984375,111.60993472698524
P24_01,seg3,0,3.436933443002755e-06,234.22727272727272,118.49775011879667
P24_01,seg4,0,3.329988829168243e-06,229.8615384615385,198.51895980950067
P24_01,seg5,0,3.3414886540796967e-06,226.953125,159.4889088732236
P24_01,seg6,1,3.476133054786227e-06,237.74242424242425,152.72965664417617
P24_01,seg7,1,3.2871732036214786e-06,244.125,120.93977249618328
P24_01,seg8,1,3.43098827017889e-06,227.939393939394,126.15605461708974
P24_01,seg9,1,3.409691237541041e-06,241.828125,152.90141597105105
P24_01,seg10,1,3.1381087957214606e-06,270.93333333333334,168.32644501205235
P24_01,seg11,1,2.8416188976497288e-06,274.55555555555554,194.818218770165
P24_01,seg12,1,3.2071657125173416e-06,254.8196721311476,180.21084948810395
P24_01,seg13,1,3.49507369362883e-06,226.0149253731344,115.00309515430492
P24_01,seg14,1,3.2302851849584384e-06,244.3492063492064,226.5585560376745
P24_01,seg15,1,3.0881760321089308e-06,256.44262295081967,285.5037959228192
P24_01,seg16,1,3.5287924445920334e-06,209.40298507462688,109.91471345265184
P24_01,seg17,1,3.6917484397491776e-06,199.72222222222223,96.18559264053997
P24_01,seg18,1,3.344258425357464e-06,232.43076923076924,113.19603698213793
P24_02,seg1,0,3.7526447987908e-06,209.1014492753623,208.63281458437464
P24_02,seg2,0,4.226804246616037e-06,180.30769230769232,74.87501407190342
P24_02,seg3,0,3.852991052873152e-06,208.26388888888889,92.68574697172046
P24_02,seg4,0,3.877179984833764e-06,199.65277777777777,115.79354621172952
P24_02,seg5,1,4.171796039518632e-06,191.7594936708861,107.12372611693566
P24_02,seg6,1,4.045974352622525e-06,196.18666666666667,109.9860793812456
P24_02,seg7,1,4.133339576851536e-06,193.55263157894737,95.0051780675618
P24_02,seg8,0,4.1559248313501095e-06,189.82894736842104,96.823742013743
P24_02,seg9,0,4.137002310236263e-06,182.36486486486487,81.36432093500419
P24_02,seg10,0,3.875520309664183e-06,197.2753623188406,100.85296286848536
P24_02,seg11,1,3.972971260980789e-06,196.16901408450704,104.41879769405138
P24_02,seg12,0,4.23063559442003e-06,189.89743589743588,75.12389588938885
P24_02,seg13,1,3.999114418329364e-06,185.38888888888889,80.35827442877665
P24_02,seg14,1,3.98437439041147e-06,195.09722222222223,84.66706290802256
P24_02,seg15,0,4.01730219482591e-06,192.77027027027023,101.62266321730604
P24_02,seg16,0,3.995511672066354e-06,193.3013698630137,87.94800941015392
P24_02,seg17,1,4.154210727379589e-06,184.16,80.98682575546435
P24_02,seg18,0,3.766089474000505e-06,205.6,102.66272343264956
P24_03,seg1,1,2.050977139347335e-06,445.15,486.834439820019
P24_03,seg2,0,2.237598191935419e-06,391.0952380952381,350.3714272738888
P24_03,seg4,0,3.42077952008914e-06,249.11940298507463,187.147691020177
P24_03,seg5,1,3.483127151556668e-06,232.3809523809524,169.10809448115612
P24_03,seg6,0,5.266919584145097e-06,171.7,61.29536868493592
P24_03,seg7,1,3.1056618631279604e-06,233.25925925925927,231.96693938719147
P24_03,seg8,1,3.225432952346296e-06,231.1025641025641,203.1015813864417
