Answer,Part_id,Sc_id,proportion_valid,Title_numfixations,Title_longestfixation,Title_meanfixationduration,Title_stddevfixationduration,Title_timetofirstfixation,Title_timetolastfixation,Title_proportionnum,Title_proportiontime,Title_fixationrate,Title_totaltimespent,Title_meanpupilsize,Title_stddevpupilsize,Title_maxpupilsize,Title_minpupilsize,Title_startpupilsize,Title_endpupilsize,Title_meanpupilvelocity,Title_stddevpupilvelocity,Title_maxpupilvelocity,Title_minpupilvelocity,Title_meandistance,Title_stddevdistance,Title_maxdistance,Title_mindistance,Title_startdistance,Title_enddistance,Title_proptransfrom_Title,Title_proptransfrom_Content,Content_numfixations,Content_longestfixation,Content_meanfixationduration,Content_stddevfixationduration,Content_timetofirstfixation,Content_timetolastfixation,Content_proportionnum,Content_proportiontime,Content_fixationrate,Content_totaltimespent,Content_meanpupilsize,Content_stddevpupilsize,Content_maxpupilsize,Content_minpupilsize,Content_startpupilsize,Content_endpupilsize,Content_meanpupilvelocity,Content_stddevpupilvelocity,Content_maxpupilvelocity,Content_minpupilvelocity,Content_meandistance,Content_stddevdistance,Content_maxdistance,Content_mindistance,Content_startdistance,Content_enddistance,Content_proptransfrom_Title,Content_proptransfrom_Content
0,P24_01,seg1,0.970857618651124,4,483,299.75,166.700079983984,7144953,12374595,0.0625,6.179470479679979e-05,0.0033361134278565,1199,3.815923611111112,0.1466624624277383,4.027,3.537,3.7695,3.9635,1.5894264200664058e-06,4.6848668182397175e-06,2.6086695485110465e-05,0.0,703.2499999999998,0.592797141275344,704.75,701.7,702.95,704.75,0.5,0.5,48,550,224.125,106.56705510636276,16656,19452923,0.75,0.0005544515714795,0.0044617958728388,10758,3.883182692307693,0.1663964645158927,4.23,2.941,3.9185,3.996,1.272354320029989e-06,2.650220542118443e-06,3.164214950465324e-05,0.0,703.4181561085973,2.8279127828133848,712.4000000000001,697.4000000000001,709.35,707.4000000000001,0.048780487804878,0.951219512195122
1,P24_01,seg2,0.9625312239800168,4,483,299.75,166.700079983984,149894,5379536,0.0625,6.232970124630811e-05,0.0033361134278565,1199,3.815923611111112,0.1466624624277383,4.027,3.537,3.7695,3.9635,1.5894264200664058e-06,4.6848668182397175e-06,2.6086695485110465e-05,0.0,703.2499999999998,0.592797141275344,704.75,701.7,702.95,704.75,0.6666666666666666,0.3333333333333333,38,550,219.1578947368421,108.49524247030983,1132534,19586163,0.59375,0.0004329289007333,0.0045629202689721,8328,3.830590782122911,0.1818592078157151,4.584,2.941,3.8905,3.648,1.4568609776363775e-06,4.378719161975362e-06,9.235018614146752e-05,0.0,703.4597765363129,3.5325759859976533,718.0999999999999,698.0,702.0999999999999,700.9000000000001,0.0714285714285714,0.9285714285714286
0,P24_01,seg4,0.9766860949208992,2,383,333.0,70.71067811865476,466338,5096400,0.0307692307692307,3.411957784963154e-05,0.003003003003003,666,3.4000491803278687,0.2273355945314846,3.6135,2.527,3.4895,2.6605,1.3995802433823406e-06,3.080318893617636e-06,1.536983669548507e-05,0.0,710.2983606557375,2.801591321807335,713.75,705.6500000000001,713.75,709.8,0.0,1.0,47,1482,244.1914893617021,211.4111632009872,882711,19552896,0.7230769230769231,0.0005879735660363,0.0040951468153698,11477,3.519363961813844,0.1208820282138652,4.041,3.061,3.483,3.379,1.0900037358133776e-06,2.1534461130551853e-06,2.5637946562593845e-05,0.0,707.635978520286,2.8853402689938314,724.6,701.2,710.0,708.7,0.048780487804878,0.951219512195122
0,P24_01,seg5,0.9591666666666666,2,250,216.5,47.37615433949868,9709801,10742398,0.03125,2.2607259175257948e-05,0.0046189376443418,433,3.726651515151515,0.0786634926491162,3.897,3.579,3.589,3.803,4.257559050338005e-07,3.0683336650007505e-07,1.5609990393852212e-06,0.0,704.4560606060604,0.4331493636289111,705.5,702.8,704.7,704.4000000000001,0.0,1.0,48,1266,247.0625,172.52485559441092,49964,19852646,0.75,0.0006191674054489,0.004047558816089,11859,3.676942196531794,0.2307131521525988,4.329,2.754,3.473,4.0085,9.494661991515276e-07,2.210451662610873e-06,4.256979885920144e-05,0.0,704.8030057803472,2.361045060752067,713.6,697.95,709.55,699.8,0.048780487804878,0.951219512195122
1,P24_01,seg6,0.9500416319733556,1,416,416.0,0.0,13673707,13673707,0.0151515151515151,2.1910171981682885e-05,0.0024038461538461,416,4.063236842105263,0.0805599270681002,4.1275,3.8025,3.8025,4.056,6.019957945652346e-07,1.0380773506460245e-06,4.833383368357785e-06,0.0,708.0776315789476,1.389424213255695,709.65,704.05,704.05,706.65,0.0,1.0,58,1266,242.396551724138,156.79956360205702,16655,19636161,0.8787878787878788,0.0007404690093521,0.0041254712283946,14059,3.844631527093593,0.2073448582143811,4.329,2.754,3.803,3.462,1.0440807353651766e-06,2.1527404867250588e-06,4.256979885920144e-05,0.0,703.2352216748751,2.4951013792281875,710.5,695.8,703.95,696.7,0.0192307692307692,0.9807692307692308
1,P24_01,seg7,0.975,1,416,416.0,0.0,1665492,1665492,0.015625,2.136662582353961e-05,0.0024038461538461,416,4.044680555555555,0.2461028574971326,4.1275,2.616,4.0825,2.616,6.475912311573385e-07,1.0702597086069668e-06,4.833383368357785e-06,0.0,708.1597222222224,1.6933828967249622,709.65,699.5,709.3,699.5,0.0,1.0,45,816,248.37777777777777,123.9468890821037,166549,19852681,0.703125,0.0005740739827637,0.0040261250782857,11177,3.667341161928304,0.2901668612206234,4.3575,2.7425,3.975,3.603,1.2556251318835696e-06,2.4027948013911016e-06,2.407685379765837e-05,0.0,700.6706427688503,2.938533948171206,710.5,693.85,704.0999999999999,697.3,0.027027027027027,0.972972972972973
1,P24_01,seg8,0.9625312239800168,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,2.616,,2.616,2.616,2.616,2.616,-1.0,-1.0,-1.0,-1.0,699.5,,699.5,699.5,699.5,699.5,0.0,0.0,45,816,226.2,132.55489428912082,99929,19852676,0.6818181818181818,0.0005291519636689,0.004420866489832,10179,3.568953715775748,0.2110821477910212,4.3575,2.7425,3.237,3.696,1.5514889239244183e-06,3.261600815007486e-06,4.401080756529572e-05,0.0,698.8503259452408,1.8528601201093164,704.75,693.85,699.0,701.4000000000001,0.0,1.0
1,P24_01,seg9,0.939217318900916,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,60,1016,240.1833333333333,154.15175130169143,566268,19919217,0.9375,0.0007677665691281,0.0041634862257997,14411,3.592883173076926,0.1859480224173747,4.053,2.3245,3.9065,3.3035,1.4946838869467705e-06,4.28745564520922e-06,6.952867006904833e-05,0.0,697.7159134615376,1.992032767039288,703.7,690.3,700.25,696.5,0.0,1.0
1,P24_01,seg10,0.9567027477102414,0,-1,-1.0,0.0,-1,-1,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,55,1016,272.8545454545455,169.50127478836893,316441,19835958,0.9166666666666666,0.0007848933116231,0.0036649563537016,15007,3.5238489583333297,0.1866630506109039,4.053,2.3245,3.6085,3.56,1.331411384719361e-06,4.059730258449191e-06,6.952867006904833e-05,0.0,696.9585227272731,1.855895766258864,701.3499999999999,690.3,700.2,697.25,0.0,1.0
1,P24_01,seg11,0.9508742714404664,1,83,83.0,0.0,11675104,11675104,0.0185185185185185,4.36767349083199e-06,0.0120481927710843,83,3.3679166666666664,0.006887791131173,3.377,3.361,3.366,3.361,2.8019613736825445e-07,2.988058820617656e-07,7.205043530471069e-07,6.003842459170544e-08,697.225,0.1541103500742686,697.45,697.05,697.15,697.35,0.0,1.0,46,1049,289.3260869565217,199.7825544989492,916020,19719413,0.8518518518518519,0.0007003538131263,0.003456307761665,13309,3.5276602753195667,0.215013125343554,4.221,2.145,3.5455,3.8205,1.2915082050518304e-06,4.228927972543593e-06,7.127416836795964e-05,0.0,702.6282202556534,13.948081814281712,739.2,691.75,695.85,729.9,0.024390243902439,0.975609756097561
