Part_id,Sc_id,Answer,enddistance,maxdistance,meandistance,mindistance,startdistance,stddevdistance
P24_01,seg1,0,704.95,707.55,702.1206730769238,697.5,702.7,2.0632415824146206
P24_01,seg2,1,702.5999999999999,718.0999999999999,707.6952777777777,700.7,702.9000000000001,5.275702439984432
P24_01,seg3,0,697.05,708.15,700.4284463894962,696.0,706.4,2.2383495627831937
P24_01,seg4,0,709.0999999999999,714.45,707.2672222222225,701.2,705.25,2.736594686782759
P24_01,seg5,0,699.8,707.4,703.7335648148146,697.95,698.7,2.375724276434443
P24_01,seg6,1,698.3,710.5,702.9451401869152,696.45,705.15,2.7269178951524378
P24_01,seg7,1,697.3,704.55,699.4676470588237,695.2,704.55,1.4054856647203149
P24_01,seg8,1,701.4000000000001,701.9,698.4763157894741,695.9,697.9,1.390753139961761
P24_01,seg9,1,696.5,701.2,697.1960597826086,690.3,697.05,1.8494487405819664
P24_01,seg10,1,697.25,697.5999999999999,695.9066298342541,692.8,697.5,0.9884810013317752
P24_01,seg11,1,729.9,741.25,720.4617346938778,694.95,695.2,16.976991050128223
P24_01,seg12,1,719.8,725.9,720.0250841750842,714.9,718.0,2.291033950825813
P24_01,seg13,1,694.2,705.45,697.9388415672913,692.2,699.1,2.200926508390056
P24_01,seg14,1,695.3,700.6,696.7483098591549,691.1,694.45,1.375418771273485
P24_01,seg15,1,690.7,692.6,689.8953389830502,687.35,687.7,1.3610851004103106
P24_01,seg16,1,719.5999999999999,737.9,719.9203947368419,711.5,724.3,4.6456425361714295
P24_01,seg17,1,712.5,725.0,712.585614525139,707.65,723.4000000000001,3.919853015167375
P24_01,seg18,1,704.95,712.1,705.1006653992397,698.6,711.5999999999999,3.4400961412673365
P24_02,seg1,0,598.2,598.65,581.2852822580646,559.25,568.05,14.525281864855584
P24_02,seg2,0,606.5,608.5999999999999,602.211849710983,599.05,599.65,2.224831072882449
P24_02,seg3,0,600.0,608.35,602.5355726872243,597.25,600.75,1.9441756574390685
P24_02,seg4,0,605.45,612.55,606.4069321533922,599.45,605.5999999999999,2.1956089917140624
P24_02,seg5,1,603.85,610.2,603.7678260869566,598.65,600.25,2.3036963965605626
P24_02,seg6,1,606.0,612.7,606.2321212121217,600.0,603.1,2.4845593100256145
P24_02,seg7,1,605.85,612.0,608.7807575757572,604.2,608.55,1.3127679180667675
P24_02,seg8,0,605.5999999999999,609.5,605.8677570093458,601.7,606.9000000000001,1.5326838643380754
P24_02,seg9,0,614.45,618.3,610.5117021276601,606.6,610.0999999999999,2.020279274913749
P24_02,seg10,0,611.3,613.25,610.8490196078435,607.7,612.15,1.0797701782189149
P24_02,seg11,1,612.25,622.3,613.4412868632709,607.1,611.9,2.231166206405638
P24_02,seg12,0,613.8499999999999,617.9,612.5845070422537,606.8499999999999,609.7,2.415842756175384
P24_02,seg13,1,621.15,629.65,623.6351648351651,615.75,624.8,2.535729934960494
P24_02,seg14,1,623.8,626.8,622.9229230769232,619.85,620.75,1.397072250706528
P24_02,seg15,0,623.4,631.6,627.6610619469025,623.4,628.25,1.2570995631615998
P24_02,seg16,0,636.5,641.7,634.8810888252145,629.0999999999999,631.7,2.2008917497802694
P24_02,seg17,1,633.4,636.4,631.7858823529413,627.75,631.95,1.3209702290363496
P24_02,seg18,0,636.8,640.8,634.5921104536486,627.0,634.4,2.3875121595264224
P24_03,seg1,1,751.75,766.7,758.0432031917913,750.45,761.3499999999999,3.076496233589765
P24_03,seg2,0,729.95,762.5,752.7011278195489,729.95,760.5999999999999,6.744055929858048
P24_03,seg4,0,705.85,721.45,709.1323529411769,700.35,712.75,4.823803869764917
P24_03,seg6,0,698.75,699.2,680.5630434782609,628.5,630.0,19.54070210871661
P24_03,seg7,1,687.05,706.6,691.6673423423422,686.25,706.6,5.09408570741488
P24_03,seg8,1,687.2,689.9,684.3496815286622,666.2,689.9,5.646801048152223
P24_03,seg9,1,699.3,700.5999999999999,684.7989316239319,672.75,685.35,7.965117938937369
P24_03,seg10,1,690.05,691.45,689.0262430939226,687.05,688.1500000000001,1.0270855349641494
P24_03,seg11,1,393.9,684.75,514.3409722222221,393.9,684.55,104.24816606405842
P24_03,seg12,0,632.7,698.1,671.9695454545458,632.7,693.95,15.649198843710158
P24_03,seg13,1,679.45,679.45,665.7554511278194,649.0,668.8,8.978401672244823
P24_03,seg14,1,698.8,700.05,691.3110481586402,685.75,688.8499999999999,4.077342436124807
P24_03,seg15,1,688.55,691.3,681.696153846154,669.4,670.5,7.916079895596154
P24_03,seg16,1,710.6,725.7,700.4757048092868,633.95,652.1,24.73120251892978
P24_03,seg17,0,713.4000000000001,722.95,712.8427083333331,690.15,722.65,7.921167488541895
P24_03,seg18,1,692.65,699.25,692.1352112676058,665.5999999999999,692.8,7.1148907950970655
P24_04,seg1,1,524.1,528.55,522.5420517560063,514.65,520.5,2.399404178568336
P24_04,seg2,1,518.0,523.75,519.8863888888889,515.05,519.0,1.7543388395978945
P24_04,seg3,1,525.65,529.5999999999999,523.4600208768269,515.9,525.7,2.0439557286017047
P24_04,seg4,0,537.85,545.5,536.1190807799442,528.8,537.0999999999999,2.1963509584222907
P24_04,seg5,0,530.6,539.1,532.681896551724,527.7,535.25,1.9803023136181472
P24_04,seg6,1,521.4,540.2,527.8992138364779,519.4,533.25,6.166920327040102
P24_04,seg7,1,523.3,529.1,521.3372509960163,517.8499999999999,522.5,1.518353322764176
P24_04,seg8,1,525.5,528.35,522.8064315352698,515.25,519.6500000000001,2.183186252476273
P24_04,seg9,0,505.5,537.05,524.7577806122442,504.6,520.5999999999999,4.584427875884664
P24_04,seg10,0,528.0,528.0,515.9375,481.75,481.75,7.942155304597928
P24_04,seg11,1,526.25,539.25,529.8497578692495,522.6,527.8,3.719342310514564
P24_04,seg12,0,525.3,535.05,527.5175496688739,522.0999999999999,524.45,2.6327121546388668
P24_04,seg13,1,504.95,514.75,505.6899209486163,499.1,506.3,3.1577800108463348
P24_04,seg14,1,513.1,515.25,508.0117318435756,502.8,504.1,2.799059829280309
P24_04,seg15,0,502.3,505.35,495.8115384615385,476.6,476.6,5.747853850494086
P24_04,seg16,1,530.6,581.8,524.4645308924488,511.2,581.8,5.991687710967893
P24_04,seg17,0,517.4,521.9000000000001,517.9815561959659,513.25,520.55,1.6712521349043914
P24_04,seg18,0,510.8,522.4000000000001,511.5975728155341,502.55,518.2,5.367624345075022
P24_05,seg1,1,475.55,490.5,478.2983918128652,450.35,485.65,7.955997316526566
P24_05,seg2,0,492.25,494.85,479.7833333333335,465.7,465.7,7.458859124507736
P24_05,seg3,1,473.2,528.6,484.5271172638437,461.65,512.8,9.956408332335045
P24_05,seg4,0,503.4,522.0999999999999,508.862014134276,493.3,502.85,6.631156085876767
P24_05,seg5,0,489.85,559.1,503.9459677419357,488.75,495.1,17.483744905865247
P24_05,seg6,1,491.5,506.2,493.8266483516483,483.4,486.35,3.656903903981217
P24_05,seg7,1,467.6,476.85,464.216850828729,451.7,472.25,5.357715674599251
