Part_id,Sc_id,Answer,enddistance,maxdistance,meandistance,mindistance,startdistance,stddevdistance
P24_01,seg1,0,704.95,712.4000000000001,703.3172384219545,697.4000000000001,709.35,2.645051012062128
P24_01,seg2,1,702.5999999999999,718.0999999999999,703.8754325259515,697.5,702.0999999999999,3.400310309717293
P24_01,seg3,0,697.05,715.6,702.0150346620454,696.0,701.45,2.744471956758547
P24_01,seg4,0,709.0999999999999,724.6,708.29484228474,701.2,713.75,3.4543298120417907
P24_01,seg5,0,699.8,714.45,705.5206342311044,697.95,709.55,2.8847458537762667
P24_01,seg6,1,698.3,710.5,703.3696319018388,695.8,703.95,2.74337083687121
P24_01,seg7,1,697.3,710.5,700.691623931624,693.85,704.0999999999999,2.951860400532905
P24_01,seg8,1,701.4000000000001,705.0999999999999,699.1209775086497,693.85,699.0,1.845486783450904
P24_01,seg9,1,696.5,703.7,697.8189716312048,690.3,697.9,1.9734886632749409
P24_01,seg10,1,697.25,702.2,697.0241949521327,690.3,700.2,1.8667063683914809
P24_01,seg11,1,729.9,741.25,704.1334938704027,691.75,695.85,15.468388401967593
P24_01,seg12,1,719.8,732.95,723.0420384951875,713.7,729.9,4.158387547687866
P24_01,seg13,1,694.2,706.35,698.8874999999998,692.2,706.35,2.359584039090911
P24_01,seg14,1,695.3,705.45,697.1648464163825,691.1,698.05,2.0946796645245342
P24_01,seg15,1,690.7,709.35,696.3840775063201,687.35,695.7,4.763232130025838
P24_01,seg16,1,719.5999999999999,737.9,718.7886064855377,701.3,703.0,7.102503381518672
P24_01,seg17,1,712.5,737.9,717.9819539249147,707.65,723.8,5.852086260465128
P24_01,seg18,1,704.95,723.1,708.6392123287671,698.6,717.85,4.495725292831561
P24_02,seg1,0,598.2,598.65,571.0243891402718,558.85,564.55,13.47321350223077
P24_02,seg2,0,606.5,608.5999999999999,583.8573104693141,559.25,560.8499999999999,16.476180030204613
P24_02,seg3,0,600.0,608.35,602.0677203918074,596.95,600.65,1.897355407890932
P24_02,seg4,0,605.45,612.55,605.3995967741929,598.9000000000001,610.8,2.295896577128099
P24_02,seg5,1,603.85,612.55,604.1986379613367,598.65,605.5,2.588031513369822
P24_02,seg6,1,606.0,612.7,604.5119838420101,598.65,603.0,2.7415585568237337
P24_02,seg7,1,605.85,614.65,608.1426244343896,600.0,603.2,2.1862449586331385
P24_02,seg8,0,605.5999999999999,614.65,607.9575068243856,601.7,610.45,2.073007320822754
P24_02,seg9,0,614.45,618.3,609.071275605214,601.7,606.9000000000001,2.7600661067661694
P24_02,seg10,0,611.3,618.3,610.5376635514016,604.85,605.2,2.150445851671571
P24_02,seg11,1,612.25,622.3,612.1707169459954,606.05,611.65,2.301665094415653
P24_02,seg12,0,613.8499999999999,621.7,611.7485559566793,605.8499999999999,610.6500000000001,2.4618163859791062
P24_02,seg13,1,621.15,629.65,622.7021719038813,615.75,618.3499999999999,2.2756549302840443
P24_02,seg14,1,623.8,629.65,623.0831952117853,615.75,621.6,2.102431292293712
P24_02,seg15,0,623.4,632.1,626.7668925022575,619.0,623.2,2.3124073922530672
P24_02,seg16,0,636.5,641.7,634.1494080145728,629.0,636.1,2.455589519085762
P24_02,seg17,1,633.4,641.7,633.9589400921652,627.75,633.0,2.389422277498993
P24_02,seg18,0,636.8,640.8,633.6318263205012,627.0,630.3,2.227433845508473
P24_03,seg1,1,751.75,762.5,756.8311860068255,750.8,757.2,2.368267598653182
P24_03,seg2,0,729.95,762.5,756.3842641843966,729.95,757.9,3.752005460706607
P24_03,seg4,0,705.85,721.45,696.025063721325,623.65,625.5,16.816019265235127
P24_03,seg5,1,700.7,721.45,707.9215469613264,699.2,720.25,4.716149814035351
P24_03,seg6,0,698.75,699.2,680.5630434782609,628.5,630.0,19.54070210871661
P24_03,seg7,1,687.05,707.0,692.7025812619509,628.5,630.0,12.534820391673962
P24_03,seg8,1,687.2,707.0,690.5674002751038,628.5,630.0,11.501769380382497
P24_03,seg9,1,699.3,700.5999999999999,684.3087110481588,666.2,689.9,7.343882379720451
P24_03,seg10,1,690.05,700.5999999999999,686.6383971291871,670.4,670.4,7.345740747421396
P24_03,seg11,1,393.9,700.5999999999999,652.4211237553347,393.9,681.1,84.61441863898182
P24_03,seg12,0,632.7,701.4000000000001,675.6413754227735,552.55,582.7,33.77095940648921
P24_03,seg13,1,679.45,700.9,675.5001828153573,649.0,677.55,12.426918965891447
P24_03,seg14,1,698.8,700.05,681.8611309523802,649.0,682.7,12.594698897415586
P24_03,seg15,1,688.55,701.25,688.2975806451609,655.55,698.9,8.63742644246762
P24_03,seg16,1,710.6,725.7,698.2129545454544,633.95,664.65,24.787235956661707
P24_03,seg17,0,713.4000000000001,725.7,706.2436878727628,633.95,652.1,20.950467583283213
P24_03,seg18,1,692.65,722.7,711.6203799654572,665.5999999999999,719.8,9.614710337429692
P24_04,seg1,1,524.1,528.55,520.1176003344491,511.8,516.75,3.0472502197979185
P24_04,seg2,1,518.0,528.55,521.0003753127604,513.3,517.55,2.5730783761493536
P24_04,seg3,1,525.65,530.5,522.7485156912634,511.5,527.05,2.8070929295555973
P24_04,seg4,0,537.85,545.5,528.4273489932887,511.1,522.45,9.324808168231831
P24_04,seg5,0,530.6,545.5,534.9982773109238,527.7,534.2,2.5092585444307045
P24_04,seg6,1,521.4,540.2,531.6661307053947,519.4,537.2,4.820765879304299
P24_04,seg7,1,523.3,540.2,522.6827564894929,510.7,535.2,4.805921722753422
P24_04,seg8,1,525.5,529.1,521.7111434108527,510.7,526.65,2.3225263951636794
P24_04,seg9,0,505.5,537.05,524.4042234332428,504.6,519.6500000000001,3.840835180065972
P24_04,seg10,0,528.0,537.05,524.0323711340203,481.75,526.0999999999999,5.679698108682942
P24_04,seg11,1,526.25,539.25,526.564779874214,481.75,481.75,6.26454792773349
P24_04,seg12,0,525.3,535.05,525.2047187797907,517.5999999999999,526.25,3.777802678074352
P24_04,seg13,1,504.95,516.4000000000001,505.3385752688173,489.8,489.8,4.165345720676259
P24_04,seg14,1,513.1,516.3,506.76585220500544,499.1,499.55,3.1884747638046886
P24_04,seg15,0,502.3,515.6,506.0135802469139,476.6,513.1,6.0218747887879225
P24_04,seg16,1,530.6,581.8,521.4816602316603,495.55,499.2,9.039082429361866
P24_04,seg17,0,517.4,581.8,521.0927060133625,510.75,581.8,5.620742632587981
P24_04,seg18,0,510.8,525.3,516.8496050552924,502.55,519.9000000000001,3.52630315288552
P24_05,seg1,1,475.55,490.5,473.5727848101263,450.35,466.55,9.111806998662678
P24_05,seg2,0,492.25,494.85,475.51447204968935,450.35,462.0,7.64201481440975
P24_05,seg3,1,473.2,528.6,486.2667338709676,469.0,481.6,7.337545026915067
P24_05,seg4,0,503.4,522.0999999999999,489.1892021276595,440.7,486.9,20.17914714899795
P24_05,seg5,0,489.85,559.1,499.2057810578115,470.8,513.05,12.875942398387258
P24_05,seg6,1,491.5,559.1,490.7650289017337,470.8,488.0,9.719956461777706
P24_05,seg7,1,467.6,515.0999999999999,473.3414258188826,450.4500000000001,471.5,16.572367005233932
P24_05,seg8,1,497.75,519.4,478.522479338843,450.4500000000001,475.4,19.625276362882712
P24_05,seg9,1,497.4,497.4,483.27434210526326,461.9,481.1,6.43968710807049
P24_05,seg10,1,515.3,515.3,489.8484797297296,461.9,461.9,10.060897930725124
P24_05,seg11,0,499.0,515.3,496.8305769230768,480.4,497.3,5.296882748120995
P24_05,seg12,0,481.05,516.1,487.5928797468351,472.05,509.3,8.818747405301472
P24_05,seg13,1,489.1,529.5,494.17510593220345,455.85,494.05,16.59986282619912
P24_05,seg14,1,488.8,634.6,510.63121118012367,481.3,504.75,21.83320935217038
P24_05,seg15,0,487.6,546.2,511.6964661654138,472.8,527.5999999999999,19.881805654355023
P24_05,seg16,0,455.2,548.3,490.5958702064895,443.1,507.85,33.46578683102776
P24_05,seg17,0,505.0,548.3,482.0901333333336,443.1,526.3,30.816631148290167
P24_05,seg18,0,485.4,585.7,493.1140468227421,469.4,585.7,17.087386042229785
P24_06,seg1,0,736.6500000000001,737.7,725.0960869565224,718.25,722.3499999999999,3.759943867433757
P24_06,seg2,1,737.15,740.55,728.8054300608168,718.25,722.1500000000001,5.725775327193298
P24_06,seg3,1,738.4,748.4000000000001,740.1059125964002,733.8,736.85,2.612123601794228
P24_06,seg4,1,733.25,742.1,732.7724770642192,722.95,737.9,3.3426029938860147
P24_06,seg5,1,734.55,749.05,733.1880803571441,724.3,731.2,3.627690320623909
P24_06,seg6,1,723.7,731.3,722.2170353982305,707.3,712.9,4.240286624686832
