Part_id	Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	largest_data_gap	length	length_invalid	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numfixations	numsaccades	numsamples	numsegments	proportion_valid	proportion_valid_fix	relpathanglesrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration	Title_numfixations	Title_longestfixation	Title_meanfixationduration	Title_stddevfixationduration	Title_timetofirstfixation	Title_timetolastfixation	Title_proportionnum	Title_proportiontime	Title_fixationrate	Title_totaltimespent	Title_meanpupilsize	Title_stddevpupilsize	Title_maxpupilsize	Title_minpupilsize	Title_startpupilsize	Title_endpupilsize	Title_meanpupilvelocity	Title_stddevpupilvelocity	Title_maxpupilvelocity	Title_minpupilvelocity	Title_meandistance	Title_stddevdistance	Title_maxdistance	Title_mindistance	Title_startdistance	Title_enddistance	Title_proptransfrom_Title	Title_proptransfrom_Content	Content_numfixations	Content_longestfixation	Content_meanfixationduration	Content_stddevfixationduration	Content_timetofirstfixation	Content_timetolastfixation	Content_proportionnum	Content_proportiontime	Content_fixationrate	Content_totaltimespent	Content_meanpupilsize	Content_stddevpupilsize	Content_maxpupilsize	Content_minpupilsize	Content_startpupilsize	Content_endpupilsize	Content_meanpupilvelocity	Content_stddevpupilvelocity	Content_maxpupilvelocity	Content_minpupilvelocity	Content_meandistance	Content_stddevdistance	Content_maxdistance	Content_mindistance	Content_startdistance	Content_enddistance	Content_proptransfrom_Title	Content_proptransfrom_Content
21	seg14	5.582711625791479e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	758.3	3.186	0.0012167879553810444	3.715676438895701e-06	0.00649379184797435	116583	19985617	1415647	1037.9172663381873	83274.0	780.8	3.563	6.106274392074451e-05	0.01557989862258796	1.524570403082338	754.7902329749102	216.30434782608697	332.2899386439314	3.2007410394265214	1.1632320432984027e-06	1.4658034680468	255.9606841065999	52235.204545454544	0.004603369687563963	731.3	1.854	0.0	0.001143450498376028	69	44	1201	1	0.929225645295587	0.929225645295587	5.288583253453592e-06	750.95	3.021	1.1011773837885646	10.369640645681121	122.52650425734137	305.9455364166409	0.12917531161332052	3.4253622191965605e-06	1.0229325116848023	220.66649047733375	16298.883041455589	0.003320468292280898	103.67078740959899	14925.0	22595.715827787335	98.2088323591356	11262.270100690395	2298349.0	4	233	191.75	39.55902762539376	11108666	16121722	0.057971014492753624	4.1303243893231926e-05	0.005215123859191656	767	3.156738805970149	0.24694310408087558	3.3905000000000003	2.035	2.589	3.333	7.655561983778968e-07	9.7886696540159e-07	5.584244025459347e-06	0.0	752.6947761194031	8.66199524887553	776.85	733.5	750.4	768.0	0.25	0.75	46	866	230.65217391304347	139.49802346529734	16655	19702486	0.6666666666666666	0.0005713525654591795	0.004335532516493873	10610	3.1864160206718304	0.11412830970218106	3.4555	1.854	3.021	3.27	1.1642349956225146e-06	3.8860471443952625e-06	6.106274392074451e-05	0.0	752.4040697674416	9.685508485292392	778.25	731.3	750.95	758.0	0.05263157894736842	0.9473684210526315
21	seg15	5.143420292527581e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	736.55	2.9475	0.0012438655759494915	3.960621285234281e-06	0.006473604104426171	133239	19985670	1049247	876.7420923728635	83274.0	763.25	3.891	4.635244671269889e-05	0.014620228987295503	1.316188950352514	742.0623462214411	218.50666666666666	318.30222569348916	3.1423022847100173	9.77240796241466e-07	1.5374974162795332	230.49470121713043	48682.903846153844	0.004705322515738653	727.95	1.855	0.0	0.0009995703301784013	75	52	1201	1	0.9475437135720233	0.9475437135720233	5.927059793098513e-06	743.4	3.45	1.1656446760224088	7.720390940037211	101.41637126401416	326.22543030927136	0.20005295256363537	2.6130138390066858e-06	1.0322636497421382	187.51014506525175	14317.825966337832	0.0036593422929779166	97.39798232608602	16388.0	23554.364701318198	112.23731138840593	11985.724463290782	2531511.0	11	316	216.45454545454547	59.56402208777315	816082	19569302	0.14666666666666667	0.00012573652373523765	0.004619907601847963	2381	3.044419161676646	0.2112354245158168	3.6215	1.953	3.6215	2.7515	9.617890956324488e-07	3.715833097377161e-06	4.635244671269889e-05	0.0	739.8419161676646	6.942197486728324	759.5	729.0	750.35	737.9000000000001	0.3	0.7	52	566	212.98076923076923	109.23180790511623	49965	19919051	0.6933333333333334	0.0005848517431195955	0.004695259593679458	11075	3.173418990703847	0.19747128817165155	3.6814999999999998	2.05	3.45	2.9475	1.01270060941128e-06	2.516985145085934e-06	3.7226058240768544e-05	0.0	740.3538512616201	6.691162382653635	761.05	727.95	743.4	736.55	0.13333333333333333	0.8666666666666667
22	22_allsc	4.863324984653979e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	637.3	2.864	0.000915945324739144	3.3925211042472176e-06	0.006032173509059457	7459192	299768973	122614585	2187.414504068584	183199.0	665.95	4.109	6.970879615731013e-05	0.014223994340663045	1.4702378179206232	638.9622746055597	237.29783693843595	276.9005690198367	3.0372258170548454	9.243652766011461e-07	1.398536517534243	244.82749050237828	53889.06864988559	0.004195906876214148	618.4	1.17	0.0	0.00017671949074942733	601	437	17999	15	0.5915884215789766	0.5915884215789766	4.507731140772267e-06	632.7	2.907	1.0897076891462838	6.806801061318598	162.17509923530196	262.92573413637405	0.21774325885076207	2.953614345628774e-06	1.0130545070894788	218.20619391420936	17082.98769404548	0.0029774193293550643	861.5593613014852	142616.0	162263.73344562433	798.5643515120528	106989.6133495393	23549523.0	28	533	188.71428571428572	nan	-1	367029350	0.04658901830282862	1.7626907638636772e-05	0.005299015897047691	5284	3.0278059701492532	0.2626873223831468	4.109	2.203	2.203	2.7649999999999997	1.1691725200015749e-06	3.1904938830304527e-06	4.0350666506544954e-05	0.0	636.403855721393	7.448890948870135	652.6500000000001	621.5	640.2	634.4	0.3333333333333333	0.6666666666666666	469	1316	245.59914712153517	175.28281567043734	283128	366729568	0.7803660565723793	0.00038424923983043435	0.004071675377215981	115186	3.037934718969555	0.20757464814834345	3.9480000000000004	1.715	2.907	2.787	8.86993920324251e-07	2.932926910511116e-06	6.970879615731013e-05	0.0	639.3762646370025	6.694527375729485	665.95	619.0	632.7	635.2	0.029339853300733496	0.9706601466992665
22	seg1	4.006366612888975e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	640.9000000000001	2.8335	0.0005568696892221161	2.892382792079242e-06	0.008074240215196624	149891	19985438	1315710	410.4066414158193	66619.0	646.7	3.5145	6.970879615731013e-05	0.006160596856942858	1.4112787722814804	638.5357397504457	273.9259259259259	196.16237036266867	3.069386363636364	1.133845294629936e-06	1.2276707357921006	176.44736832516787	53882.32352941176	0.0030870771991721203	629.2	1.781	0.0	0.0008117059055837622	54	34	1201	1	0.9342214820982515	0.9342214820982515	3.4193791286723213e-06	632.7	2.907	1.2011272414774457	3.965977277805639	156.99054794908164	121.23730671434129	0.18298897994381372	3.846010445450003e-06	1.1302904532430882	106.62776944253021	12340.419674413093	0.0015438931753625328	74.79777493091846	14792.0	10396.60562922144	63.83887826118924	5999.210523055708	1831999.0	0	-1	-1	0	-1	-1	0	0.0	0	0	2.740375	0.23960887027463257	2.9074999999999998	2.203	2.203	2.9074999999999998	1.1751495960878457e-05	1.544770766005252e-05	4.0350666506544954e-05	0.0	641.5187500000001	1.2380680514414404	643.1	639.5	640.2	643.1	0	0	52	849	277.09615384615387	159.16353159200324	283128	19519112	0.9629629629629629	0.0007717841416864777	0.003608855576375876	14409	3.0771995305164315	0.16752223746945305	3.5145	2.31	2.907	2.875	1.06627870765007e-06	3.638208389446383e-06	6.970879615731013e-05	0.0	638.398403755869	3.9998146440118956	646.7	629.2	632.7	641.35	0.0	1.0
22	seg2	3.830028778583257e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	636.3	3.489	0.0007151526068224653	2.9786727034433457e-06	0.006040414680214854	5276933	19982873	7225513	576.4195287737791	83273.0	658.4000000000001	3.559	2.5789600096073016e-05	0.006922129032253087	1.320569079425592	639.7949738903394	277.9736842105263	246.57998000466608	3.0437624020887717	6.474479124270153e-07	1.3469218751954595	223.70709113573844	56410.354838709674	0.003713658612189582	631.6	2.2720000000000002	0.0	0.0007737630240889678	38	31	1199	1	0.6388657214345288	0.6388657214345288	3.800879453667259e-06	634.5	2.926	1.0682288968279776	3.558294764814229	189.97887319840441	191.20920756342912	0.16244116987240811	1.5905444972806265e-06	0.9940976739916177	153.2370817234094	17561.001684695904	0.0019606786175816746	48.8610559387469	10563.0	9123.459260172645	48.48918750703654	6934.919825207891	1748721.0	0	-1	-1	0	-1	-1	0	0.0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	27	1099	291.85185185185185	217.5289023597171	166544	13723322	0.7105263157894737	0.0006176826553456202	0.0034263959390862945	7880	2.989812609457093	0.12811959838309453	3.549	2.2720000000000002	2.926	3.4850000000000003	6.574067658968933e-07	1.6080969403236113e-06	2.5789600096073016e-05	0.0	639.8898423817866	3.58859452667298	658.4000000000001	631.6	634.5	658.4000000000001	0.0	1.0
22	seg3	6.272981087675819e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	628.95	3.5415	0.0012283045416153653	4.165709630790283e-06	0.005161812658159199	4195586	19984069	13022470	1039.4192986488363	99927.0	640.3	4.109	2.6298408886220338e-05	0.01064130797228034	1.5596421023922462	629.7065632458235	183.79310344827587	305.3915595930352	3.335161097852027	1.124865069916392e-06	1.7295542319969133	203.50060538012394	51629.15	0.003248769914298158	618.4	2.927	0.0	0.0010275210685735969	29	20	1199	1	0.3494578815679733	0.3494578815679733	6.707936533534417e-06	624.5	3.1100000000000003	1.2769511715150423	4.5434727488776945	136.47877367936977	338.49781821176305	0.22215920826724828	2.2821781175869532e-06	1.102060020890773	253.5921486676299	17839.54457842995	0.002703337884233249	43.669978866982895	5330.0	8550.963668604985	46.69796426391666	4070.012107602479	1032583.0	3	233	172.0	78.82258559575422	1099189	5962298	0.10344827586206896	7.412090239613055e-05	0.005813953488372093	516	3.495432432432432	0.21745478975084814	4.109	2.9885	3.5145	2.9885	1.260932525209653e-06	2.1339425323074528e-06	1.2729674552660033e-05	9.006304413086837e-08	626.9594594594594	3.6704873623917385	638.6	621.5	623.15	633.0	0.5	0.5	14	783	216.5	184.37952080507122	982608	19700940	0.4827586206896552	0.00043538847899742575	0.004618937644341801	3031	3.2746593886462896	0.21802463377151574	3.6435	2.927	3.1100000000000003	3.6094999999999997	9.981243434225247e-07	2.0688588442090943e-06	2.3926748724106868e-05	0.0	631.6065502183401	3.174241983468832	640.3	624.5	624.5	630.55	0.0	1.0
22	seg4	4.6718710872381416e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	636.2	2.8265000000000002	0.0013454916277984533	3.7751919909841225e-06	0.004452928056836329	7459192	19981809	14419178	750.0786678732206	83272.0	638.55	3.4699999999999998	7.865505854097856e-06	0.0103296437484214	1.2993947468937295	631.7743283582087	218.95238095238096	374.2236719516069	3.0609835820895506	7.935378345978418e-07	1.4688514714514047	339.21161994817805	60739.94117647059	0.005385813622534107	621.3	2.7315	0.0	0.001393912743280387	21	17	1197	1	0.27986633249791143	0.27986633249791143	5.017082376590626e-06	635.75	3.0845000000000002	1.1199107866787883	2.942281195666563	83.46764414458826	213.88718952573333	0.21170097513558545	1.0395902156828987e-06	0.9295753703006049	197.89828783701785	13088.858971805892	0.0027408186202442504	25.98789493787459	4598.0	7484.473439032138	27.90817795757669	5766.597539119027	1032579.0	0	-1	-1	0	-1	-1	0	0.0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	20	400	213.25	81.33095157571026	83273	19931846	0.9523809523809523	0.0007667235162641563	0.004689331770222743	4265	3.0819885620915017	0.2083172526162866	3.4699999999999998	2.7315	3.0845000000000002	2.8265000000000002	7.057109854033201e-07	8.470355746010721e-07	7.205476161883038e-06	0.0	631.8591503267974	3.032606615149058	638.55	621.3	635.75	636.2	0.0	1.0
22	seg5	4.233760530064387e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	629.5	3.144	0.0005760824337423626	3.0143990510345906e-06	0.008466162902693824	5244208	19983502	7709082	845.0915279682498	83273.0	665.95	3.548	6.923261678875946e-05	0.010148445810385718	1.4435265257064698	643.9434959349595	278.18918918918916	196.41882628822026	3.0022486449864525	9.90061978064811e-07	1.5426136852072831	155.4509840405192	48631.24	0.00275709815763995	623.05	1.621	0.0	0.0010242375620236504	37	25	1199	1	0.6155129274395329	0.6155129274395329	4.398699000217926e-06	652.9000000000001	2.7305	1.1324032005174662	8.944766727269933	218.9060983158758	167.20049627951693	0.20061346594545923	3.7040651132203537e-06	1.1093212032890003	165.4882250393632	14358.790174430902	0.0018851162211076765	51.96695492543291	10293.0	7071.07774637593	53.99147898225491	3886.27460101298	1215781.0	0	-1	-1	0	-1	-1	0	0.0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	33	1149	290.1818181818182	227.71603129575857	0	19683720	0.8918918918918919	0.0007801590625056011	0.003446115288220551	9576	3.003000000000001	0.18392533106510206	3.548	2.211	2.7305	3.1065	8.87463446311361e-07	3.4571017675796006e-06	6.923261678875946e-05	0.0	644.5972633136097	8.744467240162031	665.95	623.05	652.9000000000001	625.8	0.0	1.0
22	seg6	4.776797076798107e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	644.1	3.038	0.0010423116678645805	3.5798438195501617e-06	0.005205211587918978	3514108	19985435	7694396	890.6485685877316	99927.0	654.3	3.436	6.400480336235366e-05	0.012961029246311179	1.365390678279338	638.3472899729001	222.63636363636363	297.9324037181071	3.0543252032520303	9.216235918636957e-07	1.431680304752096	291.65500451024775	53770.28571428572	0.005159523529976455	625.15	1.918	0.0	0.0010257859203545603	44	35	1201	1	0.6144879267277269	0.6144879267277269	4.892228622786734e-06	644.7	3.1075	1.2235667388349118	6.956613418735319	101.51093214333558	225.12859611015787	0.1680685976899616	3.3698564505574827e-06	1.124697316640782	239.16969270538078	18102.891966838477	0.0034886679858833194	58.71179916601153	9796.0	12811.093359878605	60.13057279958803	10207.925157858672	1881960.0	1	233	233.0	0	9942762	9942762	0.022727272727272728	1.8956900226254265e-05	0.004291845493562232	233	3.15135	0.0759903214058765	3.25	3.003	3.25	3.0220000000000002	4.323165822825616e-07	2.7848470464358633e-07	1.321003963011877e-06	9.006304413086837e-08	643.3224999999999	5.763872852792464	648.05	631.8499999999999	645.1500000000001	633.05	0.0	1.0	32	483	208.75	88.88158124083397	83272	18669725	0.7272727272727273	0.0005434853798771609	0.004790419161676647	6680	3.043810964083175	0.1791338990282865	3.436	1.918	3.1075	3.1455	9.376175664718981e-07	3.6339893427674664e-06	6.400480336235366e-05	0.0	638.6825141776936	7.40249187110579	654.3	625.15	644.7	642.7	0.043478260869565216	0.9565217391304348
22	seg7	4.271702439722965e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	643.4	2.885	0.0009627314097976758	3.490912804877623e-06	0.00565947242206235	2764663	19985465	9959434	863.4508073600044	83273.0	654.3	3.482	6.400480336235366e-05	0.012961029246311179	1.2596535612775905	640.0034053156149	220.82857142857142	283.89338115603533	3.0368504983388704	1.0574412715772897e-06	1.340292625580076	265.9661348813217	54627.0	0.0047409022342991556	622.3	1.918	0.0	0.0010788496825745136	35	25	1201	1	0.5012489592006661	0.5012489592006661	4.411482135267935e-06	644.6	3.1985	1.138784637138643	6.717556593548417	116.97824979187263	198.24079608097335	0.18312292792056512	3.8052345804290274e-06	0.9713826285324175	208.13283183069765	16317.896813519403	0.003490433542204565	42.82822108343808	7729.0	9652.374959305202	44.22965664414251	6649.153372033042	1365675.0	0	-1	-1	0	-1	-1	0	0.0	0	0	3.13259375	0.0731813315789393	3.1985	3.003	3.1985	3.0220000000000002	3.3399201323663754e-07	1.453782797682e-07	5.703992794956508e-07	9.006304413086837e-08	642.99375	6.437361648998757	648.05	631.8499999999999	644.6	633.05	0	0	30	483	204.86666666666667	98.50668919465294	216509	18969538	0.8571428571428571	0.0006130042885365107	0.0048812235600390495	6146	3.0389412955465565	0.19675915971611682	3.482	1.918	3.1414999999999997	2.963	1.1508915340402564e-06	4.185349623063735e-06	6.400480336235366e-05	0.0	640.0112348178144	7.114876017467723	654.3	622.3	645.45	643.4000000000001	0.0	1.0
