Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
212,12/2/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,213858371.0,193858371.0
212,12/2/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,237858371.0,217858371.0
212,12/2/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,265858371.0,245858371.0
212,12/2/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,296858371.0,276858371.0
213,12/2/2024 16:14,150.511931,150511931.0,0.1977,11862000,P24_20,326394922.0,338258881.0,play,pause,01:05:26.394922,01:05:38.258881,337882991.0,317882991.0
214,12/2/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,356064635.0,336064635.0
214,12/2/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,366064635.0,346064635.0
214,12/2/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,366064635.0,346064635.0
214,12/2/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,376064635.0,356064635.0
214,12/2/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,390064635.0,370064635.0
214,12/2/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,402064635.0,382064635.0
214,12/2/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,402064635.0,382064635.0
218,12/2/2024 16:18,307.389975,307389975.0,1.254,75240000,P24_20,556562392.0,631858641.0,play,pause,01:09:16.562392,01:10:31.858641,562172417.0,542172417.0
218,12/2/2024 16:18,307.389975,307389975.0,1.254,75240000,P24_20,556562392.0,631858641.0,play,pause,01:09:16.562392,01:10:31.858641,587172417.0,567172417.0
218,12/2/2024 16:18,307.389975,307389975.0,1.254,75240000,P24_20,556562392.0,631858641.0,play,pause,01:09:16.562392,01:10:31.858641,590172417.0,570172417.0
215,12/2/2024 16:15,225.002535,225002535.0,0.367,22020000,P24_20,414226266.0,436290412.0,play,pause,01:06:54.226266,01:07:16.290412,425223731.0,405223731.0
219,12/2/2024 16:19,382.678887,382678887.0,0.7008,42048000,P24_20,645106426.0,687122714.0,play,pause,01:10:45.106426,01:11:27.122714,664427539.0,644427539.0
217,12/2/2024 16:17,282.930344,282930344.0,0.407,24420000,P24_20,523538408.0,548250596.0,play,pause,01:08:43.538408,01:09:08.250596,529608064.0,509608064.0
218,12/2/2024 16:18,307.389975,307389975.0,1.254,75240000,P24_20,556562392.0,631858641.0,play,pause,01:09:16.562392,01:10:31.858641,600172417.0,580172417.0
