Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
265,16/02/2024 14:07:03,0.0,0.0,2.6908,161448000,P24_27,180436974.0,342036725.0,play,pause,01:03:00.436974,01:05:42.036725,231436974.0,211436974.0
265,16/02/2024 14:07:03,0.0,0.0,2.6908,161448000,P24_27,180436974.0,342036725.0,play,pause,01:03:00.436974,01:05:42.036725,255436974.0,235436974.0
265,16/02/2024 14:07:03,0.0,0.0,2.6908,161448000,P24_27,180436974.0,342036725.0,play,pause,01:03:00.436974,01:05:42.036725,283436974.0,263436974.0
265,16/02/2024 14:07:03,0.0,0.0,2.6908,161448000,P24_27,180436974.0,342036725.0,play,pause,01:03:00.436974,01:05:42.036725,314436974.0,294436974.0
266,16/02/2024 14:10:03,161.260947,161260947.0,1.2952,77712000,P24_27,347204641.0,424972676.0,play,fb,01:05:47.204641,01:07:04.972676,347943694.0,327943694.0
266,16/02/2024 14:10:03,161.260947,161260947.0,1.2952,77712000,P24_27,347204641.0,424972676.0,play,fb,01:05:47.204641,01:07:04.972676,364943694.0,344943694.0
266,16/02/2024 14:10:03,161.260947,161260947.0,1.2952,77712000,P24_27,347204641.0,424972676.0,play,fb,01:05:47.204641,01:07:04.972676,374943694.0,354943694.0
266,16/02/2024 14:10:03,161.260947,161260947.0,1.2952,77712000,P24_27,347204641.0,424972676.0,play,fb,01:05:47.204641,01:07:04.972676,374943694.0,354943694.0
266,16/02/2024 14:10:03,161.260947,161260947.0,1.2952,77712000,P24_27,347204641.0,424972676.0,play,fb,01:05:47.204641,01:07:04.972676,384943694.0,364943694.0
266,16/02/2024 14:10:03,161.260947,161260947.0,1.2952,77712000,P24_27,347204641.0,424972676.0,play,fb,01:05:47.204641,01:07:04.972676,398943694.0,378943694.0
266,16/02/2024 14:10:03,161.260947,161260947.0,1.2952,77712000,P24_27,347204641.0,424972676.0,play,fb,01:05:47.204641,01:07:04.972676,410943694.0,390943694.0
266,16/02/2024 14:10:03,161.260947,161260947.0,1.2952,77712000,P24_27,347204641.0,424972676.0,play,fb,01:05:47.204641,01:07:04.972676,410943694.0,390943694.0
269,16/02/2024 14:12:33,299.200941,299200941.0,0.0193,1158000,P24_27,511076830.0,512436553.0,fb,fb,01:08:31.076830,01:08:32.436553,524875889.0,504875889.0
269,16/02/2024 14:12:33,299.200941,299200941.0,0.0193,1158000,P24_27,511076830.0,512436553.0,fb,fb,01:08:31.076830,01:08:32.436553,549875889.0,529875889.0
269,16/02/2024 14:12:33,299.200941,299200941.0,0.0193,1158000,P24_27,511076830.0,512436553.0,fb,fb,01:08:31.076830,01:08:32.436553,552875889.0,532875889.0
268,16/02/2024 14:11:33,235.514,235514000.0,1.2272,73632000,P24_27,437388946.0,511076830.0,play,fb,01:07:17.388946,01:08:31.076830,437874946.0,417874946.0
273,16/02/2024 14:15:03,401.411221,401411221.0,0.6485,38910000,P24_27,658500847.0,696000000.0,play,,01:10:58.500847,01:11:36,659089626.0,639089626.0
268,16/02/2024 14:11:33,235.514,235514000.0,1.2272,73632000,P24_27,437388946.0,511076830.0,play,fb,01:07:17.388946,01:08:31.076830,490874946.0,470874946.0
273,16/02/2024 14:15:03,401.411221,401411221.0,0.6485,38910000,P24_27,658500847.0,696000000.0,play,,01:10:58.500847,01:11:36,608089626.0,588089626.0
