Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
188,9/2/2024 18:02,0.0,0.0,1.2893,77358000,P24_18,150648462.0,228191711.0,play,fb,01:02:30.648462,01:03:48.191711,201648462.0,181648462.0
192,9/2/2024 18:04,73.727773,73727773.0,0.1371,8226000,P24_18,261911737.0,270151655.0,play,pause,01:04:21.911737,01:04:30.151655,263183964.0,243183964.0
196,9/2/2024 18:06,98.746266,98746266.0,0.2651,15906000,P24_18,339983498.0,355863682.0,play,pause,01:05:39.983498,01:05:55.863682,344237232.0,324237232.0
198,9/2/2024 18:06,116.051082,116051082.0,0.7382,44292000,P24_18,380383405.0,424727205.0,play,pause,01:06:20.383405,01:07:04.727205,398332323.0,378332323.0
199,9/2/2024 18:07,160.428263,160428263.0,0.3016,18096000,P24_18,444399450.0,462711172.0,play,pause,01:07:24.399450,01:07:42.711172,445971187.0,425971187.0
200,9/2/2024 18:08,178.591056,178591056.0,0.0918,5508000,P24_18,487959092.0,493895414.0,play,pause,01:08:07.959092,01:08:13.895414,488368036.0,468368036.0
201,9/2/2024 18:08,184.147172,184147172.0,0.2625,15750000,P24_18,502710961.0,518518970.0,play,pause,01:08:22.710961,01:08:38.518970,507563789.0,487563789.0
201,9/2/2024 18:08,184.147172,184147172.0,0.2625,15750000,P24_18,502710961.0,518518970.0,play,pause,01:08:22.710961,01:08:38.518970,507563789.0,487563789.0
201,9/2/2024 18:08,184.147172,184147172.0,0.2625,15750000,P24_18,502710961.0,518518970.0,play,pause,01:08:22.710961,01:08:38.518970,517563789.0,497563789.0
202,9/2/2024 18:09,199.952735,199952735.0,0.699,41940000,P24_18,529639089.0,571574979.0,play,pause,01:08:49.639089,01:09:31.574979,542686354.0,522686354.0
202,9/2/2024 18:09,199.952735,199952735.0,0.699,41940000,P24_18,529639089.0,571574979.0,play,pause,01:08:49.639089,01:09:31.574979,554686354.0,534686354.0
202,9/2/2024 18:09,199.952735,199952735.0,0.699,41940000,P24_18,529639089.0,571574979.0,play,pause,01:08:49.639089,01:09:31.574979,554686354.0,534686354.0
206,9/2/2024 18:11,281.057951,281057951.0,0.7319,43914000,P24_18,682038569.0,726438364.0,play,pause,01:11:22.038569,01:12:06.438364,713980618.0,693980618.0
208,9/2/2024 18:13,325.874465,325874465.0,0.018,1080000,P24_18,759414341.0,760630380.0,play,fb,01:12:39.414341,01:12:40.630380,771539876.0,751539876.0
208,9/2/2024 18:13,325.874465,325874465.0,0.018,1080000,P24_18,759414341.0,760630380.0,play,fb,01:12:39.414341,01:12:40.630380,774539876.0,754539876.0
202,9/2/2024 18:09,199.952735,199952735.0,0.699,41940000,P24_18,529639089.0,571574979.0,play,pause,01:08:49.639089,01:09:31.574979,565686354.0,545686354.0
211,9/2/2024 18:14,366.959237,366959237.0,1.2215,73290000,P24_18,840078146.0,912000000.0,play,,01:14:00.078146,01:15:12,875118909.0,855118909.0
206,9/2/2024 18:11,281.057951,281057951.0,0.7319,43914000,P24_18,682038569.0,726438364.0,play,pause,01:11:22.038569,01:12:06.438364,689980618.0,669980618.0
211,9/2/2024 18:14,366.959237,366959237.0,1.2215,73290000,P24_18,840078146.0,912000000.0,play,,01:14:00.078146,01:15:12,824118909.0,804118909.0
