Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,197953797.0,177953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,221953797.0,201953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,249953797.0,229953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,280953797.0,260953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,308953797.0,288953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,325953797.0,305953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,335953797.0,315953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,335953797.0,315953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,345953797.0,325953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,359953797.0,339953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,371953797.0,351953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,371953797.0,351953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,459953797.0,439953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,484953797.0,464953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,487953797.0,467953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,382953797.0,362953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,548953797.0,528953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,435953797.0,415953797.0
171,9/2/2024 13:55,0.082392,82392.0,7.3374,440244000,P24_17,147036189.0,586000000.0,play,,01:02:27.036189,01:09:46,497953797.0,477953797.0
