Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
62,7/2/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,199292904.0,179292904.0
62,7/2/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,223292904.0,203292904.0
62,7/2/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,251292904.0,231292904.0
62,7/2/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,282292904.0,262292904.0
64,7/2/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,336992854.0,316992854.0
64,7/2/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,353992854.0,333992854.0
64,7/2/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,363992854.0,343992854.0
64,7/2/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,363992854.0,343992854.0
65,7/2/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,412807251.0,392807251.0
65,7/2/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,426807251.0,406807251.0
65,7/2/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,438807251.0,418807251.0
65,7/2/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,438807251.0,418807251.0
72,7/2/2024 13:10,299.740054,299740054.0,0.4202,25212000,P24_06,603349033.0,628532894.0,play,pause,01:10:03.349033,01:10:28.532894,616608979.0,596608979.0
73,7/2/2024 13:10,324.970893,324970893.0,0.5915,35490000,P24_06,640540727.0,676020682.0,play,pause,01:10:40.540727,01:11:16.020682,653569834.0,633569834.0
73,7/2/2024 13:10,324.970893,324970893.0,0.5915,35490000,P24_06,640540727.0,676020682.0,play,pause,01:10:40.540727,01:11:16.020682,656569834.0,636569834.0
65,7/2/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,449807251.0,429807251.0
76,7/2/2024 13:12,395.807247,395807247.0,0.1745,10470000,P24_06,741276906.0,752028645.0,fb,pause,01:12:21.276906,01:12:32.028645,747469659.0,727469659.0
69,7/2/2024 13:09,281.898132,281898132.0,0.1993,11958000,P24_06,556372804.0,568748747.0,play,pause,01:09:16.372804,01:09:28.748747,563474672.0,543474672.0
73,7/2/2024 13:10,324.970893,324970893.0,0.5915,35490000,P24_06,640540727.0,676020682.0,play,pause,01:10:40.540727,01:11:16.020682,666569834.0,646569834.0
