Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
113,7/2/2024 16:55,50.094479,50094479.0,0.1391,8346000,P24_09,252711956.0,261064077.0,play,pause,01:04:12.711956,01:04:21.064077,253617477.0,233617477.0
116,7/2/2024 16:56,72.845246,72845246.0,0.2842,17052000,P24_09,328943919.0,346383905.0,play,pause,01:05:28.943919,01:05:46.383905,331098673.0,311098673.0
118,7/2/2024 16:57,95.685731,95685731.0,0.8685,52110000,P24_09,386520021.0,438911924.0,fb,pause,01:06:26.520021,01:07:18.911924,393834290.0,373834290.0
118,7/2/2024 16:57,95.685731,95685731.0,0.8685,52110000,P24_09,386520021.0,438911924.0,fb,pause,01:06:26.520021,01:07:18.911924,424834290.0,404834290.0
121,7/2/2024 16:59,158.764075,158764075.0,0.4396,26376000,P24_09,494504001.0,520927791.0,play,pause,01:08:14.504001,01:08:40.927791,497739926.0,477739926.0
121,7/2/2024 16:59,158.764075,158764075.0,0.4396,26376000,P24_09,494504001.0,520927791.0,play,pause,01:08:14.504001,01:08:40.927791,514739926.0,494739926.0
122,7/2/2024 17:00,185.212345,185212345.0,0.2278,13668000,P24_09,540615858.0,554711859.0,play,pause,01:09:00.615858,01:09:14.711859,544403513.0,524403513.0
122,7/2/2024 17:00,185.212345,185212345.0,0.2278,13668000,P24_09,540615858.0,554711859.0,play,pause,01:09:00.615858,01:09:14.711859,544403513.0,524403513.0
123,7/2/2024 17:00,198.928997,198928997.0,0.0468,2808000,P24_09,560159825.0,563040001.0,play,pause,01:09:20.159825,01:09:23.040001,560230828.0,540230828.0
124,7/2/2024 17:00,201.818461,201818461.0,0.6069,36414000,P24_09,570031863.0,606552467.0,play,fb,01:09:30.031863,01:10:06.552467,581213402.0,561213402.0
124,7/2/2024 17:00,201.818461,201818461.0,0.6069,36414000,P24_09,570031863.0,606552467.0,play,fb,01:09:30.031863,01:10:06.552467,593213402.0,573213402.0
124,7/2/2024 17:00,201.818461,201818461.0,0.6069,36414000,P24_09,570031863.0,606552467.0,play,fb,01:09:30.031863,01:10:06.552467,593213402.0,573213402.0
130,7/2/2024 17:03,292.969076,292969076.0,0.5565,33390000,P24_09,723007772.0,756567880.0,fb,pause,01:12:03.007772,01:12:36.567880,743038696.0,723038696.0
131,7/2/2024 17:04,326.361551,326361551.0,0.0268,1608000,P24_09,775935905.0,777823821.0,play,fb,01:12:55.935905,01:12:57.823821,787574354.0,767574354.0
131,7/2/2024 17:04,326.361551,326361551.0,0.0268,1608000,P24_09,775935905.0,777823821.0,play,fb,01:12:55.935905,01:12:57.823821,790574354.0,770574354.0
125,7/2/2024 17:01,228.334285,228334285.0,0.1833,10998000,P24_09,606552467.0,617696048.0,fb,pause,01:10:06.552467,01:10:17.696048,614218182.0,594218182.0
133,7/2/2024 17:05,418.191235,418191235.0,0.3688,22128000,P24_09,888063730.0,909000000.0,fb,,01:14:48.063730,01:15:09,871872495.0,851872495.0
129,7/2/2024 17:02,284.758853,284758853.0,0.3028,18168000,P24_09,704567825.0,723007772.0,play,fb,01:11:44.567825,01:12:03.007772,708808972.0,688808972.0
131,7/2/2024 17:04,326.361551,326361551.0,0.0268,1608000,P24_09,775935905.0,777823821.0,play,fb,01:12:55.935905,01:12:57.823821,800574354.0,780574354.0
