Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,231162561.0,211162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,255162561.0,235162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,283162561.0,263162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,314162561.0,294162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,342162561.0,322162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,359162561.0,339162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,369162561.0,349162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,369162561.0,349162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,379162561.0,359162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,393162561.0,373162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,405162561.0,385162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,405162561.0,385162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,493162561.0,473162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,518162561.0,498162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,521162561.0,501162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,416162561.0,396162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,582162561.0,562162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,469162561.0,449162561.0
221,12/2/2024 17:08,0.0,0.0,7.34,440400000,P24_21,180162561.0,619000000.0,play,,01:03:00.162561,01:10:19,531162561.0,511162561.0
