Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
225,14/02/2024 16:06:48,35.509576,35509576.0,0.663,39780000,P24_24,301508903.0,341437077.0,play,pause,01:05:01.508903,01:05:41.437077,316999327.0,296999327.0
226,14/02/2024 16:07:48,65.384367,65384367.0,0.3094,18564000,P24_24,366588891.0,385284952.0,play,pause,01:06:06.588891,01:06:25.284952,376204524.0,356204524.0
228,14/02/2024 16:09:48,91.183259,91183259.0,0.5807,34842000,P24_24,472156885.0,507076895.0,play,pause,01:07:52.156885,01:08:27.076895,483973626.0,463973626.0
232,14/02/2024 16:12:48,128.611725,128611725.0,0.302,18120000,P24_24,668364998.0,686596929.0,play,pause,01:11:08.364998,01:11:26.596929,673753273.0,653753273.0
235,14/02/2024 16:15:18,158.714178,158714178.0,0.3903,23418000,P24_24,805173019.0,829148878.0,play,pause,01:13:25.173019,01:13:49.148878,808458841.0,788458841.0
238,14/02/2024 16:16:48,178.0513038,178051303.8,0.1046,6276000,P24_24,896445348.0,902764953.0,play,pause,01:14:56.445348,01:15:02.764953,897394044.2,877394044.2
241,14/02/2024 16:17:48,185.452159,185452159.0,0.5259,31554000,P24_24,963636988.0,995636871.0,play,fb,01:16:03.636988,01:16:35.636871,967184829.0,947184829.0
241,14/02/2024 16:17:48,185.452159,185452159.0,0.5259,31554000,P24_24,963636988.0,995636871.0,play,fb,01:16:03.636988,01:16:35.636871,967184829.0,947184829.0
242,14/02/2024 16:18:18,197.932639,197932639.0,0.1728,10368000,P24_24,995636871.0,1007237196.0,fb,pause,01:16:35.636871,01:16:47.237196,996704232.0,976704232.0
243,14/02/2024 16:19:18,208.368216,208368216.0,0.2222,13332000,P24_24,1044758380.0,1058533064.0,play,pause,01:17:24.758380,01:17:38.533064,1049390164.0,1029390164.0
244,14/02/2024 16:19:48,221.781306,221781306.0,0.1307,7842000,P24_24,1087116896.0,1095405277.0,play,pause,01:18:07.116896,01:18:15.405277,1090335590.0,1070335590.0
244,14/02/2024 16:19:48,221.781306,221781306.0,0.1307,7842000,P24_24,1087116896.0,1095405277.0,play,pause,01:18:07.116896,01:18:15.405277,1090335590.0,1070335590.0
253,14/02/2024 16:25:18,301.328926,301328926.0,0.4032,24192000,P24_24,1414220885.0,1438804974.0,play,pause,01:23:34.220885,01:23:58.804974,1425891959.0,1405891959.0
254,14/02/2024 16:26:48,325.563333,325563333.0,1.4387,86322000,P24_24,1494748997.0,1581653049.0,play,pause,01:24:54.748997,01:26:21.653049,1507185664.0,1487185664.0
254,14/02/2024 16:26:48,325.563333,325563333.0,1.4387,86322000,P24_24,1494748997.0,1581653049.0,play,pause,01:24:54.748997,01:26:21.653049,1510185664.0,1490185664.0
245,14/02/2024 16:20:18,229.678121,229678121.0,0.2297,13782000,P24_24,1110204908.0,1123973018.0,play,pause,01:18:30.204908,01:18:43.973018,1116526787.0,1096526787.0
258,14/02/2024 16:30:18,424.442793,424442793.0,0.2645,15870000,P24_24,1718133052.0,1734000000.0,play,,01:28:38.133052,01:28:54,1695690259.0,1675690259.0
251,14/02/2024 16:23:48,278.732728,278732728.0,0.3215,19290000,P24_24,1334365080.0,1353837175.0,play,pause,01:22:14.365080,01:22:33.837175,1344632352.0,1324632352.0
254,14/02/2024 16:26:48,325.563333,325563333.0,1.4387,86322000,P24_24,1494748997.0,1581653049.0,play,pause,01:24:54.748997,01:26:21.653049,1520185664.0,1500185664.0
