Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
88,7/2/2024 16:03,50.140948,50140948.0,0.0786,4716000,P24_28,215711443.0,220471425.0,play,pause,01:03:35.711443,01:03:40.471425,216570495.0,196570495.0
90,7/2/2024 16:04,72.55440671,72554406.71,0.2149,12894000,P24_28,279327520.0,292423615.0,play,pause,01:04:39.327520,01:04:52.423615,281773113.29,261773113.29000002
92,7/2/2024 16:05,98.473644,98473644.0,0.6131,36786000,P24_28,324255445.0,361119609.0,play,pause,01:05:24.255445,01:06:01.119609,328781801.0,308781801.0
92,7/2/2024 16:05,98.473644,98473644.0,0.6131,36786000,P24_28,324255445.0,361119609.0,play,pause,01:05:24.255445,01:06:01.119609,359781801.0,339781801.0
95,7/2/2024 16:06,158.938371,158938371.0,0.4487,26922000,P24_28,437063637.0,464415419.0,play,pause,01:07:17.063637,01:07:44.415419,440125266.0,420125266.0
95,7/2/2024 16:06,158.938371,158938371.0,0.4487,26922000,P24_28,437063637.0,464415419.0,play,pause,01:07:17.063637,01:07:44.415419,457125266.0,437125266.0
96,7/2/2024 16:07,185.936186,185936186.0,0.5473,32838000,P24_28,476223294.0,509175498.0,play,fb,01:07:56.223294,01:08:29.175498,479287108.0,459287108.0
96,7/2/2024 16:07,185.936186,185936186.0,0.5473,32838000,P24_28,476223294.0,509175498.0,play,fb,01:07:56.223294,01:08:29.175498,479287108.0,459287108.0
96,7/2/2024 16:07,185.936186,185936186.0,0.5473,32838000,P24_28,476223294.0,509175498.0,play,fb,01:07:56.223294,01:08:29.175498,489287108.0,469287108.0
99,7/2/2024 16:08,208.940728,208940728.0,0.207,12420000,P24_28,511959316.0,524625565.0,fb,pause,01:08:31.959316,01:08:44.625565,516018588.0,496018588.0
100,7/2/2024 16:08,221.449816,221449816.0,0.2792,16752000,P24_28,530191380.0,546959319.0,play,pause,01:08:50.191380,01:09:06.959319,533741564.0,513741564.0
100,7/2/2024 16:08,221.449816,221449816.0,0.2792,16752000,P24_28,530191380.0,546959319.0,play,pause,01:08:50.191380,01:09:06.959319,533741564.0,513741564.0
107,7/2/2024 16:12,311.560887,311560887.0,1.5202,91212000,P24_28,771951255.0,863623345.0,play,pause,01:12:51.951255,01:14:23.623345,773390368.0,753390368.0
107,7/2/2024 16:12,311.560887,311560887.0,1.5202,91212000,P24_28,771951255.0,863623345.0,play,pause,01:12:51.951255,01:14:23.623345,798390368.0,778390368.0
107,7/2/2024 16:12,311.560887,311560887.0,1.5202,91212000,P24_28,771951255.0,863623345.0,play,pause,01:12:51.951255,01:14:23.623345,801390368.0,781390368.0
101,7/2/2024 16:09,234.5847783,234584778.3,0.3722,22332000,P24_28,590471315.0,612895270.0,play,pause,01:09:50.471315,01:10:12.895270,591886536.7,571886536.7
109,7/2/2024 16:15,418.1728657,418172865.7,0.0194,1164000,P24_28,922447111.0,923863273.0,fb,fb,01:15:22.447111,01:15:23.863273,906274245.3,886274245.3
104,7/2/2024 16:11,288.443907,288443907.0,0.2507,15042000,P24_28,704679215.0,720215232.0,play,fb,01:11:44.679215,01:12:00.215232,705235308.0,685235308.0
107,7/2/2024 16:12,311.560887,311560887.0,1.5202,91212000,P24_28,771951255.0,863623345.0,play,pause,01:12:51.951255,01:14:23.623345,811390368.0,791390368.0
