Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,result,result -20
81,7/2/2024 14:59,0.0,0.0,6.7522,405132000,P24_08,139069801.0,544766046.0,play,fb,01:02:19.069801,01:09:04.766046,190069801.0,170069801.0
81,7/2/2024 14:59,0.0,0.0,6.7522,405132000,P24_08,139069801.0,544766046.0,play,fb,01:02:19.069801,01:09:04.766046,214069801.0,194069801.0
81,7/2/2024 14:59,0.0,0.0,6.7522,405132000,P24_08,139069801.0,544766046.0,play,fb,01:02:19.069801,01:09:04.766046,242069801.0,222069801.0
81,7/2/2024 14:59,0.0,0.0,6.7522,405132000,P24_08,139069801.0,544766046.0,play,fb,01:02:19.069801,01:09:04.766046,273069801.0,253069801.0
81,7/2/2024 14:59,0.0,0.0,6.7522,405132000,P24_08,139069801.0,544766046.0,play,fb,01:02:19.069801,01:09:04.766046,301069801.0,281069801.0
81,7/2/2024 14:59,0.0,0.0,6.7522,405132000,P24_08,139069801.0,544766046.0,play,fb,01:02:19.069801,01:09:04.766046,318069801.0,298069801.0
81,7/2/2024 14:59,0.0,0.0,6.7522,405132000,P24_08,139069801.0,544766046.0,play,fb,01:02:19.069801,01:09:04.766046,328069801.0,308069801.0
81,7/2/2024 14:59,0.0,0.0,6.7522,405132000,P24_08,139069801.0,544766046.0,play,fb,01:02:19.069801,01:09:04.766046,328069801.0,308069801.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,361085452.0,341085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,375085452.0,355085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,387085452.0,367085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,387085452.0,367085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,475085452.0,455085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,500085452.0,480085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,503085452.0,483085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,398085452.0,378085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,564085452.0,544085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,451085452.0,431085452.0
83,7/2/2024 15:09,397.112371,397112371.0,0.7185,43110000,P24_08,559197823.0,602000000.0,play,,01:09:19.197823,01:10:02,513085452.0,493085452.0
