Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,seg,start_end,pos
225.0,14/02/2024 16:06,35.509576,35509576.0,0.663,39780000,P24_24,301508903.0,341437077.0,play,pause,01:05:01.508903,01:05:41.437077,1,start,316999327.0
225.0,14/02/2024 16:06,35.509576,35509576.0,0.663,39780000,P24_24,301508903.0,341437077.0,play,pause,01:05:01.508903,01:05:41.437077,1,end,325999327.0
225.0,14/02/2024 16:06,35.509576,35509576.0,0.663,39780000,P24_24,301508903.0,341437077.0,play,pause,01:05:01.508903,01:05:41.437077,2,start,329999327.0
226.0,14/02/2024 16:07,65.384367,65384367.0,0.3094,18564000,P24_24,366588891.0,385284952.0,play,pause,01:06:06.588891,01:06:25.284952,2,end,368204524.0
228.0,14/02/2024 16:09,91.183259,91183259.0,0.5807,34842000,P24_24,472156885.0,507076895.0,play,pause,01:07:52.156885,01:08:27.076895,3,start,473973626.0
228.0,14/02/2024 16:09,91.183259,91183259.0,0.5807,34842000,P24_24,472156885.0,507076895.0,play,pause,01:07:52.156885,01:08:27.076895,3,end,481973626.0
232.0,14/02/2024 16:12,128.611725,128611725.0,0.302,18120000,P24_24,668364998.0,686596929.0,play,pause,01:11:08.364998,01:11:26.596929,4,start,668753273.0
232.0,14/02/2024 16:12,128.611725,128611725.0,0.302,18120000,P24_24,668364998.0,686596929.0,play,pause,01:11:08.364998,01:11:26.596929,4,end,674753273.0
232.0,14/02/2024 16:12,128.611725,128611725.0,0.302,18120000,P24_24,668364998.0,686596929.0,play,pause,01:11:08.364998,01:11:26.596929,5,start,685753273.0
234.0,14/02/2024 16:14,147.966391,147966391.0,0.1777,10662000,P24_24,748956944.0,759756849.0,play,pause,01:12:28.956944,01:12:39.756849,5,end,750990553.0
234.0,14/02/2024 16:14,147.966391,147966391.0,0.1777,10662000,P24_24,748956944.0,759756849.0,play,pause,01:12:28.956944,01:12:39.756849,6,start,752990553.0
235.0,14/02/2024 16:15,158.714178,158714178.0,0.3903,23418000,P24_24,805173019.0,829148878.0,play,pause,01:13:25.173019,01:13:49.148878,6,end,807458841.0
235.0,14/02/2024 16:15,158.714178,158714178.0,0.3903,23418000,P24_24,805173019.0,829148878.0,play,pause,01:13:25.173019,01:13:49.148878,7,start,813458841.0
235.0,14/02/2024 16:15,158.714178,158714178.0,0.3903,23418000,P24_24,805173019.0,829148878.0,play,pause,01:13:25.173019,01:13:49.148878,7,end,819458841.0
235.0,14/02/2024 16:15,158.714178,158714178.0,0.3903,23418000,P24_24,805173019.0,829148878.0,play,pause,01:13:25.173019,01:13:49.148878,8,start,820458841.0
240.0,14/02/2024 16:17,176.529952,176529952.0,0.1473,8838000,P24_24,924596910.0,933741310.0,fb,pause,01:15:24.596910,01:15:33.741310,8,end,926066958.0
238.0,14/02/2024 16:16,178.0513038,178051303.8,0.1046,6276000,P24_24,896445348.0,902764953.0,play,pause,01:14:56.445348,01:15:02.764953,9,start,899394044.2
241.0,14/02/2024 16:17,185.452159,185452159.0,0.5259,31554000,P24_24,963636988.0,995636871.0,play,fb,01:16:03.636988,01:16:35.636871,9,end,972184829.0
241.0,14/02/2024 16:17,185.452159,185452159.0,0.5259,31554000,P24_24,963636988.0,995636871.0,play,fb,01:16:03.636988,01:16:35.636871,10,start,974184829.0
242.0,14/02/2024 16:18,197.932639,197932639.0,0.1728,10368000,P24_24,995636871.0,1007237196.0,fb,pause,01:16:35.636871,01:16:47.237196,10,end,996704232.0
242.0,14/02/2024 16:18,197.932639,197932639.0,0.1728,10368000,P24_24,995636871.0,1007237196.0,fb,pause,01:16:35.636871,01:16:47.237196,11,start,1003704232.0
243.0,14/02/2024 16:19,208.368216,208368216.0,0.2222,13332000,P24_24,1044758380.0,1058533064.0,play,pause,01:17:24.758380,01:17:38.533064,11,end,1049390164.0
245.0,14/02/2024 16:20,229.678121,229678121.0,0.2297,13782000,P24_24,1110204908.0,1123973018.0,play,pause,01:18:30.204908,01:18:43.973018,12,start,1110526787.0
245.0,14/02/2024 16:20,229.678121,229678121.0,0.2297,13782000,P24_24,1110204908.0,1123973018.0,play,pause,01:18:30.204908,01:18:43.973018,12,end,1115526787.0
253.0,14/02/2024 16:25,301.328926,301328926.0,0.4032,24192000,P24_24,1414220885.0,1438804974.0,play,pause,01:23:34.220885,01:23:58.804974,13,start,1414891959.0
253.0,14/02/2024 16:25,301.328926,301328926.0,0.4032,24192000,P24_24,1414220885.0,1438804974.0,play,pause,01:23:34.220885,01:23:58.804974,13,end,1424891959.0
253.0,14/02/2024 16:25,301.328926,301328926.0,0.4032,24192000,P24_24,1414220885.0,1438804974.0,play,pause,01:23:34.220885,01:23:58.804974,14,start,1427891959.0
