Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,seg,start_end,pos
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,1,start,197155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,1,end,206155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,2,start,210155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,2,end,213155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,3,start,239155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,3,end,247155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,4,start,275155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,4,end,281155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,5,start,292155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,5,end,296155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,6,start,298155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,6,end,307155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,7,start,313155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,7,end,319155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,8,start,320155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,8,end,324155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,9,start,327155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,9,end,340155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,10,start,342155074.0
274.0,16/02/2024 13:15,0.0,0.0,4.85,291000000,P24_19,146155074.0,437194768.0,play,fb,01:02:26.155074,01:07:17.194768,10,end,345155074.0
278.0,16/02/2024 13:23,408.0,408000000.0,0.1,6000000,P24_19,693194810.0,699042977.0,fb,fb,01:11:33.194810,01:11:39.042977,11,start,491194810.0
278.0,16/02/2024 13:23,408.0,408000000.0,0.1,6000000,P24_19,693194810.0,699042977.0,fb,fb,01:11:33.194810,01:11:39.042977,11,end,498194810.0
278.0,16/02/2024 13:23,408.0,408000000.0,0.1,6000000,P24_19,693194810.0,699042977.0,fb,fb,01:11:33.194810,01:11:39.042977,12,start,515194810.0
278.0,16/02/2024 13:23,408.0,408000000.0,0.1,6000000,P24_19,693194810.0,699042977.0,fb,fb,01:11:33.194810,01:11:39.042977,12,end,520194810.0
276.0,16/02/2024 13:20,298.0,298000000.0,1.83,109800000,P24_19,517194901.0,626866678.0,play,fb,01:08:37.194901,01:10:26.866678,13,start,521194901.0
276.0,16/02/2024 13:20,298.0,298000000.0,1.83,109800000,P24_19,517194901.0,626866678.0,play,fb,01:08:37.194901,01:10:26.866678,13,end,531194901.0
276.0,16/02/2024 13:20,298.0,298000000.0,1.83,109800000,P24_19,517194901.0,626866678.0,play,fb,01:08:37.194901,01:10:26.866678,14,start,534194901.0
276.0,16/02/2024 13:20,298.0,298000000.0,1.83,109800000,P24_19,517194901.0,626866678.0,play,fb,01:08:37.194901,01:10:26.866678,14,end,540194901.0
276.0,16/02/2024 13:20,298.0,298000000.0,1.83,109800000,P24_19,517194901.0,626866678.0,play,fb,01:08:37.194901,01:10:26.866678,15,start,556194901.0
276.0,16/02/2024 13:20,298.0,298000000.0,1.83,109800000,P24_19,517194901.0,626866678.0,play,fb,01:08:37.194901,01:10:26.866678,15,end,560194901.0
277.0,16/02/2024 13:22,370.0,370000000.0,1.05,63000000,P24_19,626866678.0,693194810.0,fb,fb,01:10:26.866678,01:11:33.194810,16,start,637866678.0
278.0,16/02/2024 13:23,408.0,408000000.0,0.1,6000000,P24_19,693194810.0,699042977.0,fb,fb,01:11:33.194810,01:11:39.042977,16,end,679194810.0
278.0,16/02/2024 13:23,408.0,408000000.0,0.1,6000000,P24_19,693194810.0,699042977.0,fb,fb,01:11:33.194810,01:11:39.042977,17,start,681194810.0
278.0,16/02/2024 13:23,408.0,408000000.0,0.1,6000000,P24_19,693194810.0,699042977.0,fb,fb,01:11:33.194810,01:11:39.042977,17,end,687194810.0
278.0,16/02/2024 13:23,408.0,408000000.0,0.1,6000000,P24_19,693194810.0,699042977.0,fb,fb,01:11:33.194810,01:11:39.042977,18,start,693194810.0
278.0,16/02/2024 13:23,408.0,408000000.0,0.1,6000000,P24_19,693194810.0,699042977.0,fb,fb,01:11:33.194810,01:11:39.042977,18,end,702194810.0
