Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,seg,start_end,pos
212.0,12/02/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,1,start,210858371.0
212.0,12/02/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,1,end,213858371.0
212.0,12/02/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,2,start,234858371.0
212.0,12/02/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,2,end,237858371.0
212.0,12/02/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,3,start,260858371.0
212.0,12/02/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,3,end,265858371.0
212.0,12/02/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,4,start,291858371.0
212.0,12/02/2024 16:11,0.0,0.0,2.5089,150534000,P24_20,162858371.0,313610362.0,play,pause,01:02:42.858371,01:05:13.610362,4,end,296858371.0
213.0,12/02/2024 16:14,150.511931,150511931.0,0.1977,11862000,P24_20,326394922.0,338258881.0,play,pause,01:05:26.394922,01:05:38.258881,5,start,332882991.0
213.0,12/02/2024 16:14,150.511931,150511931.0,0.1977,11862000,P24_20,326394922.0,338258881.0,play,pause,01:05:26.394922,01:05:38.258881,5,end,337882991.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,6,start,353064635.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,6,end,356064635.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,7,start,358064635.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,7,end,366064635.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,8,start,373064635.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,8,end,376064635.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,9,start,382064635.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,9,end,390064635.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,10,start,394064635.0
214.0,12/02/2024 16:14,162.409891,162409891.0,1.0428,62568000,P24_20,339474526.0,402050313.0,play,pause,01:05:39.474526,01:06:42.050313,10,end,402064635.0
218.0,12/02/2024 16:18,307.389975,307389975.0,1.254,75240000,P24_20,556562392.0,631858641.0,play,pause,01:09:16.562392,01:10:31.858641,11,start,578172417.0
218.0,12/02/2024 16:18,307.389975,307389975.0,1.254,75240000,P24_20,556562392.0,631858641.0,play,pause,01:09:16.562392,01:10:31.858641,11,end,584172417.0
217.0,12/02/2024 16:17,282.930344,282930344.0,0.407,24420000,P24_20,523538408.0,548250596.0,play,pause,01:08:43.538408,01:09:08.250596,12,start,542608064.0
218.0,12/02/2024 16:18,307.389975,307389975.0,1.254,75240000,P24_20,556562392.0,631858641.0,play,pause,01:09:16.562392,01:10:31.858641,12,end,562172417.0
218.0,12/02/2024 16:18,307.389975,307389975.0,1.254,75240000,P24_20,556562392.0,631858641.0,play,pause,01:09:16.562392,01:10:31.858641,13,start,584172417.0
218.0,12/02/2024 16:18,307.389975,307389975.0,1.254,75240000,P24_20,556562392.0,631858641.0,play,pause,01:09:16.562392,01:10:31.858641,13,end,590172417.0
215.0,12/02/2024 16:15,225.002535,225002535.0,0.367,22020000,P24_20,414226266.0,436290412.0,play,pause,01:06:54.226266,01:07:16.290412,14,start,419223731.0
215.0,12/02/2024 16:15,225.002535,225002535.0,0.367,22020000,P24_20,414226266.0,436290412.0,play,pause,01:06:54.226266,01:07:16.290412,14,end,425223731.0
219.0,12/02/2024 16:19,382.678887,382678887.0,0.7008,42048000,P24_20,645106426.0,687122714.0,play,pause,01:10:45.106426,01:11:27.122714,15,start,659427539.0
219.0,12/02/2024 16:19,382.678887,382678887.0,0.7008,42048000,P24_20,645106426.0,687122714.0,play,pause,01:10:45.106426,01:11:27.122714,15,end,664427539.0
