Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,seg,start_end,pos
23.0,06/02/2024 15:53,0.0,0.0,1.9194,115164000,P24_03,141407484.0,257214542.0,play,pause,01:02:21.407484,01:04:17.214542,1,start,189407484.0
23.0,06/02/2024 15:53,0.0,0.0,1.9194,115164000,P24_03,141407484.0,257214542.0,play,pause,01:02:21.407484,01:04:17.214542,1,end,192407484.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,2,start,263986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,2,end,266986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,3,start,289986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,3,end,294986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,4,start,320986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,4,end,325986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,5,start,348986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,5,end,353986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,6,start,367986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,6,end,370986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,7,start,372986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,7,end,380986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,8,start,387986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,8,end,390986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,9,start,396986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,9,end,404986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,10,start,408986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,10,end,416986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,11,start,520986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,11,end,526986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,12,start,493986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,12,end,504986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,13,start,526986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,13,end,532986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,14,start,421986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,14,end,427986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,15,start,588986606.0
24.0,06/02/2024 15:59,115.195749,115195749.0,5.3977,323862000,P24_03,307182355.0,632000000.0,play,,01:05:07.182355,01:10:32,15,end,593986606.0
