Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,seg,start_end,pos
113.0,07/02/2024 16:55,50.094479,50094479.0,0.1391,8346000,P24_09,252711956.0,261064077.0,play,pause,01:04:12.711956,01:04:21.064077,1,start,253617477.0
114.0,07/02/2024 16:55,58.449286,58449286.0,0.1621,9726000,P24_09,275264091.0,284976127.0,play,pause,01:04:35.264091,01:04:44.976127,1,end,276814805.0
114.0,07/02/2024 16:55,58.449286,58449286.0,0.1621,9726000,P24_09,275264091.0,284976127.0,play,pause,01:04:35.264091,01:04:44.976127,2,start,280814805.0
114.0,07/02/2024 16:55,58.449286,58449286.0,0.1621,9726000,P24_09,275264091.0,284976127.0,play,pause,01:04:35.264091,01:04:44.976127,2,end,283814805.0
117.0,07/02/2024 16:57,89.927563,89927563.0,0.2618,15708000,P24_09,370415859.0,386520021.0,play,fb,01:06:10.415859,01:06:26.520021,3,start,373488296.0
118.0,07/02/2024 16:57,95.685731,95685731.0,0.8685,52110000,P24_09,386520021.0,438911924.0,fb,pause,01:06:26.520021,01:07:18.911924,3,end,391834290.0
118.0,07/02/2024 16:57,95.685731,95685731.0,0.8685,52110000,P24_09,386520021.0,438911924.0,fb,pause,01:06:26.520021,01:07:18.911924,4,start,419834290.0
118.0,07/02/2024 16:57,95.685731,95685731.0,0.8685,52110000,P24_09,386520021.0,438911924.0,fb,pause,01:06:26.520021,01:07:18.911924,4,end,425834290.0
118.0,07/02/2024 16:57,95.685731,95685731.0,0.8685,52110000,P24_09,386520021.0,438911924.0,fb,pause,01:06:26.520021,01:07:18.911924,5,start,436834290.0
119.0,07/02/2024 16:58,147.856432,147856432.0,0.1218,7308000,P24_09,454975831.0,462719789.0,play,pause,01:07:34.975831,01:07:42.719789,5,end,457119399.0
119.0,07/02/2024 16:58,147.856432,147856432.0,0.1218,7308000,P24_09,454975831.0,462719789.0,play,pause,01:07:34.975831,01:07:42.719789,6,start,459119399.0
121.0,07/02/2024 16:59,158.764075,158764075.0,0.4396,26376000,P24_09,494504001.0,520927791.0,play,pause,01:08:14.504001,01:08:40.927791,6,end,496739926.0
121.0,07/02/2024 16:59,158.764075,158764075.0,0.4396,26376000,P24_09,494504001.0,520927791.0,play,pause,01:08:14.504001,01:08:40.927791,7,start,502739926.0
121.0,07/02/2024 16:59,158.764075,158764075.0,0.4396,26376000,P24_09,494504001.0,520927791.0,play,pause,01:08:14.504001,01:08:40.927791,7,end,508739926.0
121.0,07/02/2024 16:59,158.764075,158764075.0,0.4396,26376000,P24_09,494504001.0,520927791.0,play,pause,01:08:14.504001,01:08:40.927791,8,start,509739926.0
121.0,07/02/2024 16:59,158.764075,158764075.0,0.4396,26376000,P24_09,494504001.0,520927791.0,play,pause,01:08:14.504001,01:08:40.927791,8,end,513739926.0
121.0,07/02/2024 16:59,158.764075,158764075.0,0.4396,26376000,P24_09,494504001.0,520927791.0,play,pause,01:08:14.504001,01:08:40.927791,9,start,516739926.0
122.0,07/02/2024 17:00,185.212345,185212345.0,0.2278,13668000,P24_09,540615858.0,554711859.0,play,pause,01:09:00.615858,01:09:14.711859,9,end,549403513.0
122.0,07/02/2024 17:00,185.212345,185212345.0,0.2278,13668000,P24_09,540615858.0,554711859.0,play,pause,01:09:00.615858,01:09:14.711859,10,start,551403513.0
123.0,07/02/2024 17:00,198.928997,198928997.0,0.0468,2808000,P24_09,560159825.0,563040001.0,play,pause,01:09:20.159825,01:09:23.040001,10,end,560230828.0
124.0,07/02/2024 17:00,201.818461,201818461.0,0.6069,36414000,P24_09,570031863.0,606552467.0,play,fb,01:09:30.031863,01:10:06.552467,11,start,574213402.0
124.0,07/02/2024 17:00,201.818461,201818461.0,0.6069,36414000,P24_09,570031863.0,606552467.0,play,fb,01:09:30.031863,01:10:06.552467,11,end,581213402.0
125.0,07/02/2024 17:01,228.334285,228334285.0,0.1833,10998000,P24_09,606552467.0,617696048.0,fb,pause,01:10:06.552467,01:10:17.696048,12,start,608218182.0
125.0,07/02/2024 17:01,228.334285,228334285.0,0.1833,10998000,P24_09,606552467.0,617696048.0,fb,pause,01:10:06.552467,01:10:17.696048,12,end,613218182.0
130.0,07/02/2024 17:03,292.969076,292969076.0,0.5565,33390000,P24_09,723007772.0,756567880.0,fb,pause,01:12:03.007772,01:12:36.567880,13,start,732038696.0
130.0,07/02/2024 17:03,292.969076,292969076.0,0.5565,33390000,P24_09,723007772.0,756567880.0,fb,pause,01:12:03.007772,01:12:36.567880,13,end,742038696.0
130.0,07/02/2024 17:03,292.969076,292969076.0,0.5565,33390000,P24_09,723007772.0,756567880.0,fb,pause,01:12:03.007772,01:12:36.567880,14,start,745038696.0
132.0,07/02/2024 17:04,318.035352,318035352.0,1.8358,110148000,P24_09,777823821.0,888063730.0,fb,fb,01:12:57.823821,01:14:48.063730,14,end,780788469.0
131.0,07/02/2024 17:04,326.361551,326361551.0,0.0268,1608000,P24_09,775935905.0,777823821.0,play,fb,01:12:55.935905,01:12:57.823821,15,start,786574354.0
131.0,07/02/2024 17:04,326.361551,326361551.0,0.0268,1608000,P24_09,775935905.0,777823821.0,play,fb,01:12:55.935905,01:12:57.823821,15,end,790574354.0
133.0,07/02/2024 17:05,418.191235,418191235.0,0.3688,22128000,P24_09,888063730.0,909000000.0,fb,,01:14:48.063730,01:15:09,16,start,850872495.0
133.0,07/02/2024 17:05,418.191235,418191235.0,0.3688,22128000,P24_09,888063730.0,909000000.0,fb,,01:14:48.063730,01:15:09,16,end,863872495.0
133.0,07/02/2024 17:05,418.191235,418191235.0,0.3688,22128000,P24_09,888063730.0,909000000.0,fb,,01:14:48.063730,01:15:09,17,start,865872495.0
133.0,07/02/2024 17:05,418.191235,418191235.0,0.3688,22128000,P24_09,888063730.0,909000000.0,fb,,01:14:48.063730,01:15:09,17,end,871872495.0
133.0,07/02/2024 17:05,418.191235,418191235.0,0.3688,22128000,P24_09,888063730.0,909000000.0,fb,,01:14:48.063730,01:15:09,18,start,877872495.0
133.0,07/02/2024 17:05,418.191235,418191235.0,0.3688,22128000,P24_09,888063730.0,909000000.0,fb,,01:14:48.063730,01:15:09,18,end,886872495.0
