Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,seg,start_end,pos
62.0,07/02/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,1,start,196292904.0
62.0,07/02/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,1,end,199292904.0
62.0,07/02/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,2,start,220292904.0
62.0,07/02/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,2,end,223292904.0
62.0,07/02/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,3,start,246292904.0
62.0,07/02/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,3,end,251292904.0
62.0,07/02/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,4,start,277292904.0
62.0,07/02/2024 12:58,0.0,0.0,2.525,151500000,P24_06,148292904.0,300332818.0,play,pause,01:02:28.292904,01:05:00.332818,4,end,282292904.0
64.0,07/02/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,5,start,331992854.0
64.0,07/02/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,5,end,336992854.0
64.0,07/02/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,6,start,350992854.0
64.0,07/02/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,6,end,353992854.0
64.0,07/02/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,7,start,355992854.0
64.0,07/02/2024 13:05,156.564142,156564142.0,0.5541,33246000,P24_06,331556996.0,364861071.0,play,pause,01:05:31.556996,01:06:04.861071,7,end,363992854.0
65.0,07/02/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,8,start,409807251.0
65.0,07/02/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,8,end,412807251.0
65.0,07/02/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,9,start,418807251.0
65.0,07/02/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,9,end,426807251.0
65.0,07/02/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,10,start,430807251.0
65.0,07/02/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,10,end,438807251.0
73.0,07/02/2024 13:10,324.970893,324970893.0,0.5915,35490000,P24_06,640540727.0,676020682.0,play,pause,01:10:40.540727,01:11:16.020682,11,start,644569834.0
73.0,07/02/2024 13:10,324.970893,324970893.0,0.5915,35490000,P24_06,640540727.0,676020682.0,play,pause,01:10:40.540727,01:11:16.020682,11,end,650569834.0
72.0,07/02/2024 13:10,299.740054,299740054.0,0.4202,25212000,P24_06,603349033.0,628532894.0,play,pause,01:10:03.349033,01:10:28.532894,12,start,605608979.0
72.0,07/02/2024 13:10,299.740054,299740054.0,0.4202,25212000,P24_06,603349033.0,628532894.0,play,pause,01:10:03.349033,01:10:28.532894,12,end,616608979.0
73.0,07/02/2024 13:10,324.970893,324970893.0,0.5915,35490000,P24_06,640540727.0,676020682.0,play,pause,01:10:40.540727,01:11:16.020682,13,start,650569834.0
73.0,07/02/2024 13:10,324.970893,324970893.0,0.5915,35490000,P24_06,640540727.0,676020682.0,play,pause,01:10:40.540727,01:11:16.020682,13,end,656569834.0
65.0,07/02/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,14,start,443807251.0
65.0,07/02/2024 13:06,189.893535,189893535.0,0.9467,56802000,P24_06,403700786.0,460637021.0,play,pause,01:06:43.700786,01:07:40.637021,14,end,449807251.0
76.0,07/02/2024 13:12,395.807247,395807247.0,0.1745,10470000,P24_06,741276906.0,752028645.0,fb,pause,01:12:21.276906,01:12:32.028645,15,start,742469659.0
76.0,07/02/2024 13:12,395.807247,395807247.0,0.1745,10470000,P24_06,741276906.0,752028645.0,fb,pause,01:12:21.276906,01:12:32.028645,15,end,747469659.0
