Index,Time stamp,start position seconds,start in microsecond,Minutes of consultation,consultation in microseconds,ParticipantID,starttobii,endtobii,ActionStart,ActionEnd,starttobii_HMS,endtobii_HMS,seg,start_end,pos
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,1,start,188558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,1,end,197558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,2,start,201558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,2,end,204558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,3,start,230558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,3,end,238558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,4,start,266558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,4,end,272558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,5,start,283558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,5,end,287558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,6,start,289558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,6,end,298558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,7,start,304558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,7,end,310558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,8,start,311558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,8,end,315558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,9,start,318558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,9,end,331558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,10,start,333558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,10,end,336558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,11,start,343558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,11,end,350558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,12,start,367558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,12,end,372558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,13,start,439558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,13,end,449558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,14,start,452558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,14,end,458558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,15,start,474558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,15,end,478558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,16,start,518558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,16,end,531558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,17,start,533558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,17,end,539558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,18,start,545558638.0
264.0,14/02/2024 18:06,0.0,0.0,7.3437,440622000,P24_26,137558638.0,577000000.0,play,,01:02:17.558638,01:09:37,18,end,554558638.0
