Part_id	Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	largest_data_gap	length	length_invalid	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numfixations	numsaccades	numsamples	numsegments	proportion_valid	proportion_valid_fix	relpathanglesrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration	Title_numfixations	Title_longestfixation	Title_meanfixationduration	Title_stddevfixationduration	Title_timetofirstfixation	Title_timetolastfixation	Title_proportionnum	Title_proportiontime	Title_fixationrate	Title_totaltimespent	Title_numevents	Title_numleftclic	Title_numrightclic	Title_numdoubleclic	Title_leftclicrate	Title_rightclicrate	Title_doubleclicrate	Title_timetofirstleftclic	Title_timetofirstrightclic	Title_timetofirstdoubleclic	Title_timetolastleftclic	Title_timetolastrightclic	Title_timetolastdoubleclic	Title_meanpupilsize	Title_stddevpupilsize	Title_maxpupilsize	Title_minpupilsize	Title_startpupilsize	Title_endpupilsize	Title_meanpupilvelocity	Title_stddevpupilvelocity	Title_maxpupilvelocity	Title_minpupilvelocity	Title_meandistance	Title_stddevdistance	Title_maxdistance	Title_mindistance	Title_startdistance	Title_enddistance	Title_proptransfrom_Title	Title_proptransfrom_Content	Content_numfixations	Content_longestfixation	Content_meanfixationduration	Content_stddevfixationduration	Content_timetofirstfixation	Content_timetolastfixation	Content_proportionnum	Content_proportiontime	Content_fixationrate	Content_totaltimespent	Content_numevents	Content_numleftclic	Content_numrightclic	Content_numdoubleclic	Content_leftclicrate	Content_rightclicrate	Content_doubleclicrate	Content_timetofirstleftclic	Content_timetofirstrightclic	Content_timetofirstdoubleclic	Content_timetolastleftclic	Content_timetolastrightclic	Content_timetolastdoubleclic	Content_meanpupilsize	Content_stddevpupilsize	Content_maxpupilsize	Content_minpupilsize	Content_startpupilsize	Content_endpupilsize	Content_meanpupilvelocity	Content_stddevpupilvelocity	Content_maxpupilvelocity	Content_minpupilvelocity	Content_meandistance	Content_stddevdistance	Content_maxdistance	Content_mindistance	Content_startdistance	Content_enddistance	Content_proptransfrom_Title	Content_proptransfrom_Content
1	seg9	4.631333271833134e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	548.5999999999999	2.902	0.0009669600771809638	4.180269961834135e-06	0.00355031648756905	3863026	9975222	7343813	489.01560570705226	83273.0	562.15	3.4795	3.1882317622335616e-05	0.005872438914258551	1.2186932053501156	554.4762658227851	166.63636363636363	254.44674497346827	3.227474683544303	1.0035904675503542e-06	1.1357073220271376	212.77961309837275	64536.5	0.0029877282153126087	545.55	2.571	0.0	0.0016440466606869842	11	8	598	1	0.26421404682274247	0.26421404682274247	3.884369893940561e-06	557.7	2.571	0.9022249549200082	4.503787151493538	79.15588762343927	165.6587991841021	0.1391712595415565	2.893044862940828e-06	0.8816213768698508	161.73303850534336	16505.246395356495	0.0016140792783398562	12.186932053501156	1833.0	2544.4674497346828	10.221365898244239	1702.236904786982	516292.0	0	-1	-1	0	-1	-1	0	0.0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	300	166.63636363636363	79.15588762343927	133236	9392315	1.0	0.000696584985458361	0.006001091107474086	1833	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.225344155844155	0.1398667844197587	3.4795	2.571	2.571	2.902	9.917176672480015e-07	2.9140817677252802e-06	3.1882317622335616e-05	0.0	554.4237012987015	4.53406567776925	562.15	545.55	557.7	548.5999999999999	0.0	1.0
1	seg10	3.5364360300643616e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	553.5	2.591	0.001243414197943045	3.676158234921216e-06	0.004854529242759486	3779754	9975221	7527013	489.01560570705226	83273.0	560.3	3.4785000000000004	2.164515160612429e-05	0.006035396768590766	1.0822413725364763	551.6020408163264	179.66666666666666	380.5170733397183	3.1651292517006797	1.383343976401817e-06	1.0662526731989346	297.9090671798544	66618.2	0.0040962831450908534	543.5	2.5425000000000004	0.0	0.0016440466606869842	9	5	598	1	0.24581939799331104	0.24581939799331104	3.0486660906232402e-06	553.0999999999999	3.2640000000000002	1.1018170935611802	4.408117813291389	93.40904667107999	197.92172160290474	0.1646781427932067	3.2241241104594093e-06	0.7141432679194614	195.52421494927134	16654.250004128076	0.002186192060081962	8.65793098029181	1617.0	3044.1365867177465	7.463768712392541	1489.545335899272	333091.0	0	-1	-1	0	-1	-1	0	0.0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	383	181.0	105.05395439169976	3829718	8692828	0.7777777777777778	0.0005175213870716867	0.0055248618784530384	1267	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.207349999999999	0.14382056897608927	3.4785000000000004	2.902	3.2640000000000002	3.245	1.0773776003785025e-06	2.5295968970094046e-06	2.164515160612429e-05	0.0	550.4055000000001	4.661993845573111	560.3	543.85	553.0999999999999	555.25	0.0	1.0
1	seg11	4.518660963728563e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	547.25	3.388	0.0008282623472038845	3.2935481165845094e-06	0.005305539710655445	2964492	9973609	6026498	627.3555556171136	83273.0	569.6	3.8265000000000002	6.430501350945663e-05	0.008694718131781796	1.486304699600301	552.7834033613445	244.69230769230768	272.43695179452266	3.3881365546218483	9.91749648553593e-07	0.91149711796377	297.16321663348594	66618.0	0.004072697686438159	534.0999999999999	1.901	0.0	0.000977253001337379	13	9	596	1	0.39932885906040266	0.39932885906040266	2.540204290581509e-06	537.8	3.035	0.9436821133406901	6.797727636974475	247.6150859080092	198.98636032810873	0.27446950221374916	4.393593127187971e-06	0.6786927973504215	223.740784973577	16654.375003283672	0.002748366671070738	17.835656395203614	3181.0	3269.243421534272	10.02646829760147	2674.4689497013737	599562.0	1	266	266.0	0	3779379	3779379	0.07692307692307693	6.73910614624215e-05	0.0037593984962406013	266	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.436617647058824	0.01633203276134499	3.4764999999999997	3.4005	3.417	3.4005	6.004358816612153e-07	8.417990653090876e-07	3.54247973581508e-06	3.002101471028057e-08	551.4794117647059	0.9379263736311805	553.7	550.45	553.7	550.55	0.0	1.0	12	1049	242.91666666666666	258.5390627539618	2280476	9873682	0.9230769230769231	0.0007385148276802958	0.00411663807890223	2915	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.4000552995391695	0.25588829337635327	3.8265000000000002	1.901	3.035	3.388	1.03229346702438e-06	4.577883237307825e-06	6.430501350945663e-05	0.0	552.7912442396313	7.009551474283243	569.6	534.0999999999999	537.8	547.25	0.09090909090909091	0.9090909090909091
1	seg12	3.076019918653444e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	552.9	2.9375	0.0009098134862824065	2.4608160164343135e-06	0.006127037661607645	2098466	9976034	3880495	802.7372747579437	99927.0	559.45	3.777	3.704815659901525e-05	0.009875387728945926	1.3392856699234925	550.1124316939889	319.73333333333335	396.1288277400267	3.4125081967213124	7.331817796084411e-07	1.7978205117491686	382.15020593922264	65230.0	0.005642549325227647	544.0	2.479	0.0	0.002631240825191505	15	12	600	1	0.61	0.61	3.834224775321623e-06	550.0	3.6665	1.1077725499345308	3.517847230787192	259.5546919152842	205.1622857954109	0.2367419147071448	2.2917154445843627e-06	0.9019654701952388	201.65523907888044	18047.17464162894	0.002047822611558265	18.749999378928894	4796.0	5545.803588360373	23.37166665273919	4585.802471270672	782760.0	1	183	183.0	0	8926801	8926801	0.06666666666666667	3.0021955400498626e-05	0.00546448087431694	183	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.233392857142857	0.0406874477768439	3.268	3.1275000000000004	3.1275000000000004	3.2245	8.729384257482373e-07	1.5238739500506908e-06	5.583908736115305e-06	3.002281734118932e-08	554.1892857142856	1.3360646246790242	557.9000000000001	552.45	557.9000000000001	552.45	0.0	1.0	12	983	356.6666666666667	279.7061228352271	466325	9393127	0.8	0.0007021528366892575	0.002803738317757009	4280	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.4270308641975316	0.24076344769117775	3.777	2.479	3.6665	2.9375	6.962682099010347e-07	2.3571034773591992e-06	3.704815659901525e-05	0.0	549.6898148148144	3.395702250440961	559.45	544.0	550.0	552.9	0.1111111111111111	0.8888888888888888
1	seg13	4.501778890310571e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	551.5	3.107	0.0012852730891990773	3.4791876119372497e-06	0.004764139888421378	549599	9976012	1065886	992.4010003157796	99927.0	572.0	3.6334999999999997	9.966976883818669e-06	0.009931259822828461	1.3370472378935787	553.1563432835823	238.03225806451613	381.73150563910065	3.1405652985074592	5.813089679159857e-07	1.2335633846910283	305.8528729659453	64535.958333333336	0.004504006138613888	547.45	2.8819999999999997	0.0	0.0009333777463101592	31	24	600	1	0.8933333333333333	0.8933333333333333	4.014908224197932e-06	572.0	3.163	1.0059438452616083	3.0092624714575877	71.82501136835634	264.8556358937084	0.17611537326450988	9.046978700501903e-07	0.8334694985966022	214.95818050444234	14159.611937322989	0.0023131893192387754	40.11141713680736	7379.0	11451.94516917302	35.77333815603982	7340.468951182687	1548863.0	5	316	243.0	72.07287978151005	649521	9942703	0.16129032258064516	0.00013636170801625027	0.00411522633744856	1215	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	2.9970399999999993	0.0760925716444086	3.163	2.886	3.163	3.107	5.531412373096093e-07	1.2540688810821887e-06	9.966976883818669e-06	0.0	551.484	3.2485564361603596	572.0	547.45	572.0	551.5	0.25	0.75	19	400	256.8421052631579	74.8177512789094	416361	9676233	0.6129032258064516	0.0005476914692339929	0.00389344262295082	4880	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.1782933884297497	0.1912217480243614	3.6334999999999997	2.8819999999999997	3.104	3.0725	5.864670225990726e-07	8.813487685212178e-07	9.786850795556879e-06	0.0	552.8650137741046	2.8568013615137398	566.8	547.85	566.8	549.7	0.17647058823529413	0.8235294117647058
1	seg14	3.83712687714447e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	558.1	2.769	0.000752406030670074	2.7690185301262657e-06	0.006299371853605969	1798687	9992683	3131046	864.2766970076622	99927.0	567.8	3.447	2.3776643650555384e-05	0.008832484052324554	1.4627206529949417	556.3163438256661	314.7368421052632	286.81872550382855	3.1903644067796595	5.451527043063198e-07	1.0952085275073533	297.06854406698045	63286.73333333333	0.004319490267561216	547.85	2.769	0.0	0.001179694690512969	19	15	601	1	0.6871880199667221	0.6871880199667221	2.7134261062811986e-06	552.05	3.387	1.143764124813449	4.508734021178231	232.59402927878514	215.21512310278126	0.11100163895820157	1.5180076366607237e-06	0.8786892263619072	220.16505019823782	14354.24120732598	0.002467292136686653	26.32897175390895	5980.0	5162.737059068914	18.618544967625006	4456.028161004707	949301.0	1	283	283.0	0	949300	949300	0.05263157894736842	4.124380231714385e-05	0.0035335689045936395	283	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.1125238095238097	0.011910579530900404	3.1265	3.084	3.084	3.124	2.6448140228735365e-07	2.0617644444246082e-07	6.905247988471411e-07	0.0	550.9857142857143	0.6261275543255818	551.6500000000001	549.5	549.5	549.5	0.0	1.0	18	849	316.5	239.2065929644228	16654	9226574	0.9473684210526315	0.0008302683455857546	0.00315955766192733	5697	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.1945344387755092	0.11239665085294079	3.447	2.769	3.387	2.769	5.603046254950044e-07	1.556400331827515e-06	2.3776643650555384e-05	0.0	556.6019132653064	4.448880161706443	567.8	547.85	552.05	558.1	0.058823529411764705	0.9411764705882353
1	seg15	3.617754090236914e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	561.3	2.4495	0.001051853283973452	2.4870266033682867e-06	0.006317805843897181	2148427	9992683	4363471	996.4660215692554	99927.0	568.1	3.735	2.215550885619935e-05	0.01082782342945765	1.5665465182931322	560.3806784660765	308.14285714285717	455.4696252602126	3.2814837758112083	8.671307141485458e-07	0.8368445684843144	455.5763566427252	68283.2	0.006194963346304397	550.45	2.183	0.0	0.0016419840146714717	14	10	601	1	0.5640599001663894	0.5640599001663894	1.7839326040326378e-06	558.4	3.0575	0.8493817616404872	3.479541196015883	332.2619117834273	260.5127101904339	0.28219940891646395	2.3324629117494856e-06	0.8206459852243817	283.55978096948184	18328.63708820465	0.0030456671746492575	20.365104737810718	4314.0	5921.105128382764	10.042134821811773	4555.763566427252	682832.0	1	200	200.0	0	9592975	9592975	0.07142857142857142	3.552895147668981e-05	0.005	200	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.19346875	0.05761494850875656	3.331	3.1405000000000003	3.3280000000000003	3.1405000000000003	6.36098528244059e-07	8.772356095788249e-07	3.332532724870868e-06	3.002101471028057e-08	556.7656249999999	1.338247454695875	558.4	552.9	555.9	556.75	0.0	1.0	11	1416	346.72727272727275	367.16565495947225	133236	9842793	0.7857142857142857	0.0006775371046604747	0.0028841111693759833	3814	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.3278171641791023	0.2627559856956532	3.735	2.265	3.0575	2.4495	8.388938361578156e-07	2.3665157722128896e-06	2.215550885619935e-05	0.0	560.1576492537313	3.3208578259971273	568.1	550.45	558.4	561.3	0.125	0.875
1	seg16	3.937468115899986e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	540.95	3.3545	0.0010180994137115422	2.9469320166113644e-06	0.0070341419577711305	1181090	9974679	1830616	910.3715663796712	99926.0	562.8499999999999	3.5004999999999997	0.00011102437852768106	0.010755231064265493	1.3942168867991647	547.5353061224494	292.875	360.49851154477665	3.2451051020408195	7.582783786563805e-07	1.3391916659785568	331.608064688251	55514.944444444445	0.005745671528944641	536.95	1.15	0.0	0.0015157315988426044	24	18	598	1	0.8193979933110368	0.8193979933110368	3.6176312304470444e-06	558.3	3.039	1.2682787286036699	7.8644776430036245	166.30205951821523	245.37530929003913	0.204552158523781	5.200332631910145e-06	1.086131114412436	234.44758486599497	19788.26368589762	0.0029829583092073693	32.066988396380786	7029.0	8291.465765529863	29.462216651528248	5968.945164388518	999269.0	0	-1	-1	0	-1	-1	0	0.0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	19	816	322.57894736842104	170.4397305629939	216509	9608278	0.7916666666666666	0.0007525727637421272	0.003100016315875347	6129	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.2443388235294144	0.2190720578522773	3.5004999999999997	1.15	3.039	3.3545	8.309976093631665e-07	5.580682105801071e-06	0.00011102437852768106	0.0	547.6962352941179	8.11909712665474	562.8499999999999	536.95	558.3	540.95	0.0	1.0
1	seg17	4.327402461287661e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	539.5	3.1155	0.0009372285542853341	2.7484849769396824e-06	0.00883714646589196	133237	9976045	516288	862.1671642761479	83273.0	547.9	3.3925	4.022815971179825e-05	0.012790695072920591	1.6374470289993273	543.155975395431	317.0	354.6381750800228	3.154246045694203	6.781305878169634e-07	1.042487484145626	294.7307125455239	54862.0	0.005517087643171144	537.55	1.991	0.0	0.001238963532956493	26	17	600	1	0.9483333333333334	0.9483333333333334	2.6448564819894445e-06	538.05	3.0759999999999996	1.1709324309128364	1.7621408252821138	165.91323033441304	209.1287601173992	0.13080001705110106	2.6843397185949044e-06	0.8358354922669562	202.14801761574384	19318.88834793555	0.003423882964683551	40.93617572498318	8242.0	8865.95437700057	25.01969961949502	5010.422113273906	932654.0	9	783	323.77777777777777	177.97526357458906	2581457	9892773	0.34615384615384615	0.00030804173933854747	0.0030885380919698007	2914	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.1104675675675684	0.036534625134590215	3.1775	3.0164999999999997	3.1645000000000003	3.1155	2.5672805946329457e-07	2.111485855958678e-07	1.5010507355148817e-06	0.0	543.3499999999998	1.6279404833688778	546.6500000000001	538.35	540.75	539.5	0.4444444444444444	0.5555555555555556	15	816	310.8	174.08913972855566	116582	8210673	0.5769230769230769	0.0004928244985574154	0.0032175032175032173	4662	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.1753626865671647	0.16064766169580436	3.3925	1.991	3.0759999999999996	3.1465	8.889160446646792e-07	3.380704929013319e-06	4.022815971179825e-05	0.0	542.7810447761195	1.743660145091901	547.9	537.55	538.05	542.4	0.3333333333333333	0.6666666666666666
1	seg18	3.1112767247817e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	543.3	2.453	0.0004723637773533215	2.510545861710347e-06	0.00784699301801506	1798683	9976033	5196196	570.4191548509692	83272.0	547.95	3.416	8.075652957069952e-06	0.0068500715108436114	1.3519450551227623	543.9045138888887	348.5	205.2565327684698	3.1001892361111105	5.120682272250365e-07	0.9092219104030754	265.19021631100946	59215.88888888889	0.004199659654611306	538.5	2.453	0.0	0.001050312077965153	12	9	600	1	0.48	0.48	1.9022027537823473e-06	540.9	3.268	1.180590595254882	1.8231898874390708	446.0033632160188	171.76708454023628	0.12448479801164401	8.482680938203527e-07	1.0469963994522031	158.9290434293558	14687.825412943577	0.0020305979370661533	14.871395606350386	4182.0	2257.821860453168	9.092219104030754	2386.711946799085	532943.0	0	-1	-1	0	-1	-1	0	0.0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1682	348.5	446.0033632160188	1532212	8993418	1.0	0.0008749252328060559	0.0028694404591104736	4182	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.1042954545454537	0.11475497595129429	3.416	2.453	3.268	2.453	5.138840720024303e-07	8.492249477330106e-07	8.075652957069952e-06	0.0	543.90979020979	1.8284329283234575	547.95	538.5	540.9	543.3	0.0	1.0
