Part_id	Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	largest_data_gap	length	length_invalid	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numfixations	numsaccades	numsamples	numsegments	proportion_valid	proportion_valid_fix	relpathanglesrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration	High_numfixations	High_longestfixation	High_meanfixationduration	High_stddevfixationduration	High_timetofirstfixation	High_timetolastfixation	High_proportionnum	High_proportiontime	High_fixationrate	High_totaltimespent	High_numevents	High_numleftclic	High_numrightclic	High_numdoubleclic	High_leftclicrate	High_rightclicrate	High_doubleclicrate	High_timetofirstleftclic	High_timetofirstrightclic	High_timetofirstdoubleclic	High_timetolastleftclic	High_timetolastrightclic	High_timetolastdoubleclic	High_meanpupilsize	High_stddevpupilsize	High_maxpupilsize	High_minpupilsize	High_startpupilsize	High_endpupilsize	High_meanpupilvelocity	High_stddevpupilvelocity	High_maxpupilvelocity	High_minpupilvelocity	High_meandistance	High_stddevdistance	High_maxdistance	High_mindistance	High_startdistance	High_enddistance	High_proptransfrom_High	High_proptransfrom_Low	High_proptransfrom_Med	Low_numfixations	Low_longestfixation	Low_meanfixationduration	Low_stddevfixationduration	Low_timetofirstfixation	Low_timetolastfixation	Low_proportionnum	Low_proportiontime	Low_fixationrate	Low_totaltimespent	Low_numevents	Low_numleftclic	Low_numrightclic	Low_numdoubleclic	Low_leftclicrate	Low_rightclicrate	Low_doubleclicrate	Low_timetofirstleftclic	Low_timetofirstrightclic	Low_timetofirstdoubleclic	Low_timetolastleftclic	Low_timetolastrightclic	Low_timetolastdoubleclic	Low_meanpupilsize	Low_stddevpupilsize	Low_maxpupilsize	Low_minpupilsize	Low_startpupilsize	Low_endpupilsize	Low_meanpupilvelocity	Low_stddevpupilvelocity	Low_maxpupilvelocity	Low_minpupilvelocity	Low_meandistance	Low_stddevdistance	Low_maxdistance	Low_mindistance	Low_startdistance	Low_enddistance	Low_proptransfrom_High	Low_proptransfrom_Low	Low_proptransfrom_Med	Med_numfixations	Med_longestfixation	Med_meanfixationduration	Med_stddevfixationduration	Med_timetofirstfixation	Med_timetolastfixation	Med_proportionnum	Med_proportiontime	Med_fixationrate	Med_totaltimespent	Med_numevents	Med_numleftclic	Med_numrightclic	Med_numdoubleclic	Med_leftclicrate	Med_rightclicrate	Med_doubleclicrate	Med_timetofirstleftclic	Med_timetofirstrightclic	Med_timetofirstdoubleclic	Med_timetolastleftclic	Med_timetolastrightclic	Med_timetolastdoubleclic	Med_meanpupilsize	Med_stddevpupilsize	Med_maxpupilsize	Med_minpupilsize	Med_startpupilsize	Med_endpupilsize	Med_meanpupilvelocity	Med_stddevpupilvelocity	Med_maxpupilvelocity	Med_minpupilvelocity	Med_meandistance	Med_stddevdistance	Med_maxdistance	Med_mindistance	Med_startdistance	Med_enddistance	Med_proptransfrom_High	Med_proptransfrom_Low	Med_proptransfrom_Med
1	seg10	3.5364360300643616e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	553.5	2.591	0.001243414197943045	3.676158234921216e-06	0.004854529242759486	3779754	9975221	7527013	489.01560570705226	83273.0	560.3	3.4785000000000004	2.164515160612429e-05	0.006035396768590766	1.0822413725364763	551.6020408163264	179.66666666666666	380.5170733397183	3.1651292517006797	1.383343976401817e-06	1.0662526731989346	297.9090671798544	66618.2	0.0040962831450908534	543.5	2.5425000000000004	0.0	0.0016440466606869842	9	5	598	1	0.24581939799331104	0.24581939799331104	3.0486660906232402e-06	553.0999999999999	3.2640000000000002	1.1018170935611802	4.408117813291389	93.40904667107999	197.92172160290474	0.1646781427932067	3.2241241104594093e-06	0.7141432679194614	195.52421494927134	16654.250004128076	0.002186192060081962	8.65793098029181	1617.0	3044.1365867177465	7.463768712392541	1489.545335899272	333091.0	6	383	197.33333333333334	104.893596881157	3829718	8692828	0.6666666666666666	0.00048361903890519105	0.005067567567567568	1184	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.2296847826086945	0.12709516027719658	3.4785000000000004	2.9545	3.2640000000000002	3.245	1.1067561990534302e-06	2.6366967612565736e-06	2.164515160612429e-05	0.0	550.608695652174	4.804162622118559	560.3	543.85	553.0999999999999	555.25	0.2727272727272727	0.36363636363636365	0.36363636363636365	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0
1	seg11	4.518660963728563e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	547.25	3.388	0.0008282623472038845	3.2935481165845094e-06	0.005305539710655445	2964492	9973609	6026498	627.3555556171136	83273.0	569.6	3.8265000000000002	6.430501350945663e-05	0.008694718131781796	1.486304699600301	552.7834033613445	244.69230769230768	272.43695179452266	3.3881365546218483	9.91749648553593e-07	0.91149711796377	297.16321663348594	66618.0	0.004072697686438159	534.0999999999999	1.901	0.0	0.000977253001337379	13	9	596	1	0.39932885906040266	0.39932885906040266	2.540204290581509e-06	537.8	3.035	0.9436821133406901	6.797727636974475	247.6150859080092	198.98636032810873	0.27446950221374916	4.393593127187971e-06	0.6786927973504215	223.740784973577	16654.375003283672	0.002748366671070738	17.835656395203614	3181.0	3269.243421534272	10.02646829760147	2674.4689497013737	599562.0	12	1049	255.33333333333334	255.5021200172972	3412981	2546947	1.0	0.0007762639560934567	0.0039164490861618795	3064	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.431445205479453	0.19748287978828935	3.8265000000000002	2.9795	3.223	3.0995	8.816913368280112e-07	4.393798396414161e-06	6.430501350945663e-05	0.0	551.8061643835615	6.0099264898350535	568.45	534.0999999999999	563.2	567.95	0.3333333333333333	0.3333333333333333	0.3333333333333333	12	1049	255.33333333333334	255.5021200172972	2280476	9873682	1.0	0.0007762639560934567	0.0039164490861618795	3064	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.4314452054794513	0.1974828797882893	3.8265000000000002	2.9795	3.035	3.388	8.816913368280117e-07	4.393798396414159e-06	6.430501350945663e-05	0.0	551.8061643835616	6.009926489835055	568.45	534.0999999999999	537.8	547.25	0.3333333333333333	0.3333333333333333	0.3333333333333333	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0
1	seg12	3.076019918653444e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	552.9	2.9375	0.0009098134862824065	2.4608160164343135e-06	0.006127037661607645	2098466	9976034	3880495	802.7372747579437	99927.0	559.45	3.777	3.704815659901525e-05	0.009875387728945926	1.3392856699234925	550.1124316939889	319.73333333333335	396.1288277400267	3.4125081967213124	7.331817796084411e-07	1.7978205117491686	382.15020593922264	65230.0	0.005642549325227647	544.0	2.479	0.0	0.002631240825191505	15	12	600	1	0.61	0.61	3.834224775321623e-06	550.0	3.6665	1.1077725499345308	3.517847230787192	259.5546919152842	205.1622857954109	0.2367419147071448	2.2917154445843627e-06	0.9019654701952388	201.65523907888044	18047.17464162894	0.002047822611558265	18.749999378928894	4796.0	5545.803588360373	23.37166665273919	4585.802471270672	782760.0	10	483	258.1	113.2464863325422	466325	9393127	0.8333333333333334	0.0004234244092277976	0.0038744672607516468	2581	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.430691176470588	0.2556482292033579	3.777	2.9325	3.6665	2.9375	5.123976915012013e-07	1.1131419369243718e-06	1.5430801561092745e-05	0.0	551.0617647058822	3.171552122263531	559.45	546.35	550.0	552.9	0.30434782608695654	0.34782608695652173	0.34782608695652173	1	333	333.0	0	466325	466325	1.0	5.4630115564841764e-05	0.003003003003003003	333	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.611111111111111	0.0283672924832153	3.6665	3.5585	3.6665	3.56	2.8354170020144284e-07	1.7997009694532505e-07	7.205476161883037e-07	2.6664017403185988e-20	548.2888888888888	0.7196818180223253	550.0	547.35	550.0	547.7	0	0	0	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0
1	seg13	4.501778890310571e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	551.5	3.107	0.0012852730891990773	3.4791876119372497e-06	0.004764139888421378	549599	9976012	1065886	992.4010003157796	99927.0	572.0	3.6334999999999997	9.966976883818669e-06	0.009931259822828461	1.3370472378935787	553.1563432835823	238.03225806451613	381.73150563910065	3.1405652985074592	5.813089679159857e-07	1.2335633846910283	305.8528729659453	64535.958333333336	0.004504006138613888	547.45	2.8819999999999997	0.0	0.0009333777463101592	31	24	600	1	0.8933333333333333	0.8933333333333333	4.014908224197932e-06	572.0	3.163	1.0059438452616083	3.0092624714575877	71.82501136835634	264.8556358937084	0.17611537326450988	9.046978700501903e-07	0.8334694985966022	214.95818050444234	14159.611937322989	0.0023131893192387754	40.11141713680736	7379.0	11451.94516917302	35.77333815603982	7340.468951182687	1548863.0	22	400	255.8181818181818	66.98872425631927	416361	9942703	0.7096774193548387	0.0006316408993542852	0.0039090262970859985	5628	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.137921446384039	0.19455001140812805	3.6334999999999997	2.8819999999999997	3.163	3.107	5.87884980899672e-07	9.787621404813842e-07	9.966976883818669e-06	0.0	552.2396508728178	2.76605972057826	572.0	547.45	572.0	551.5	0.32142857142857145	0.3392857142857143	0.3392857142857143	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0
1	seg14	3.83712687714447e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	558.1	2.769	0.000752406030670074	2.7690185301262657e-06	0.006299371853605969	1798687	9992683	3131046	864.2766970076622	99927.0	567.8	3.447	2.3776643650555384e-05	0.008832484052324554	1.4627206529949417	556.3163438256661	314.7368421052632	286.81872550382855	3.1903644067796595	5.451527043063198e-07	1.0952085275073533	297.06854406698045	63286.73333333333	0.004319490267561216	547.85	2.769	0.0	0.001179694690512969	19	15	601	1	0.6871880199667221	0.6871880199667221	2.7134261062811986e-06	552.05	3.387	1.143764124813449	4.508734021178231	232.59402927878514	215.21512310278126	0.11100163895820157	1.5180076366607237e-06	0.8786892263619072	220.16505019823782	14354.24120732598	0.002467292136686653	26.32897175390895	5980.0	5162.737059068914	18.618544967625006	4456.028161004707	949301.0	7	316	235.57142857142858	54.46667832371502	16654	1815329	0.875	0.00024032166085148485	0.004244996967859308	1649	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.1322685950413214	0.06722431483852881	3.387	3.0555000000000003	3.387	3.0875	4.227911627140725e-07	4.4502433283699035e-07	1.981505944517855e-06	0.0	550.8657024793389	1.593293667452362	555.05	547.85	552.05	553.5	0.3333333333333333	0.3333333333333333	0.3333333333333333	8	849	462.125	300.3894793192902	4047024	9226574	1.0	0.0005387927108356213	0.0021639166892074655	3697	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.2215289575289576	0.12066513874603121	3.447	2.769	3.105	2.769	6.301059846489488e-07	1.8866498970714048e-06	2.3776643650555384e-05	0.0	558.9183397683399	3.206428490868892	567.8	553.75	556.9	558.1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0
1	seg15	3.617754090236914e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	561.3	2.4495	0.001051853283973452	2.4870266033682867e-06	0.006317805843897181	2148427	9992683	4363471	996.4660215692554	99927.0	568.1	3.735	2.215550885619935e-05	0.01082782342945765	1.5665465182931322	560.3806784660765	308.14285714285717	455.4696252602126	3.2814837758112083	8.671307141485458e-07	0.8368445684843144	455.5763566427252	68283.2	0.006194963346304397	550.45	2.183	0.0	0.0016419840146714717	14	10	601	1	0.5640599001663894	0.5640599001663894	1.7839326040326378e-06	558.4	3.0575	0.8493817616404872	3.479541196015883	332.2619117834273	260.5127101904339	0.28219940891646395	2.3324629117494856e-06	0.8206459852243817	283.55978096948184	18328.63708820465	0.0030456671746492575	20.365104737810718	4314.0	5921.105128382764	10.042134821811773	4555.763566427252	682832.0	1	250	250.0	0	133236	133236	0.2	4.4411189345862264e-05	0.004	250	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.0256296296296292	0.044850304988370546	3.0785	2.9425	3.0575	2.973	5.41507980259617e-07	3.9649810964002255e-07	1.4410952323766075e-06	0.0	561.6851851851851	1.8793316536438012	566.6500000000001	558.3499999999999	558.4	562.1500000000001	0	0	0	7	1416	368.7142857142857	465.8553832416645	4996343	9842793	1.0	0.000458501118806682	0.0027121270825261525	2581	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.435923497267758	0.19533005920047827	3.735	2.4495	3.2359999999999998	2.4495	9.314992504069459e-07	2.8026509164985e-06	2.215550885619935e-05	0.0	558.825956284153	3.1792633465395435	568.1	550.45	566.1500000000001	561.3	0.3333333333333333	0.3333333333333333	0.3333333333333333	7	1416	368.7142857142857	465.8553832416645	4996343	9842793	1.0	0.000458501118806682	0.0027121270825261525	2581	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.435923497267758	0.19533005920047827	3.735	2.4495	3.2359999999999998	2.4495	9.314992504069459e-07	2.8026509164985e-06	2.215550885619935e-05	0.0	558.825956284153	3.1792633465395435	568.1	550.45	566.1500000000001	561.3	0.3333333333333333	0.3333333333333333	0.3333333333333333
1	seg16	3.937468115899986e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	540.95	3.3545	0.0010180994137115422	2.9469320166113644e-06	0.0070341419577711305	1181090	9974679	1830616	910.3715663796712	99926.0	562.8499999999999	3.5004999999999997	0.00011102437852768106	0.010755231064265493	1.3942168867991647	547.5353061224494	292.875	360.49851154477665	3.2451051020408195	7.582783786563805e-07	1.3391916659785568	331.608064688251	55514.944444444445	0.005745671528944641	536.95	1.15	0.0	0.0015157315988426044	24	18	598	1	0.8193979933110368	0.8193979933110368	3.6176312304470444e-06	558.3	3.039	1.2682787286036699	7.8644776430036245	166.30205951821523	245.37530929003913	0.204552158523781	5.200332631910145e-06	1.086131114412436	234.44758486599497	19788.26368589762	0.0029829583092073693	32.066988396380786	7029.0	8291.465765529863	29.462216651528248	5968.945164388518	999269.0	18	816	331.22222222222223	171.04266944608247	216509	9608278	0.75	0.0007320670284598731	0.0030191211003019122	5962	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.2451626213592264	0.2224291357906742	3.5004999999999997	1.15	3.039	3.3545	8.43365024478517e-07	5.668730449941464e-06	0.00011102437852768106	0.0	547.3861650485438	8.052804160274793	562.8499999999999	536.95	558.3	540.95	0.3333333333333333	0.3333333333333333	0.3333333333333333	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0
1	seg17	4.327402461287661e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	539.5	3.1155	0.0009372285542853341	2.7484849769396824e-06	0.00883714646589196	133237	9976045	516288	862.1671642761479	83273.0	547.9	3.3925	4.022815971179825e-05	0.012790695072920591	1.6374470289993273	543.155975395431	317.0	354.6381750800228	3.154246045694203	6.781305878169634e-07	1.042487484145626	294.7307125455239	54862.0	0.005517087643171144	537.55	1.991	0.0	0.001238963532956493	26	17	600	1	0.9483333333333334	0.9483333333333334	2.6448564819894445e-06	538.05	3.0759999999999996	1.1709324309128364	1.7621408252821138	165.91323033441304	209.1287601173992	0.13080001705110106	2.6843397185949044e-06	0.8358354922669562	202.14801761574384	19318.88834793555	0.003423882964683551	40.93617572498318	8242.0	8865.95437700057	25.01969961949502	5010.422113273906	932654.0	23	816	322.1304347826087	172.62473865369623	116582	9892773	0.92	0.000783212507467158	0.003104332568497773	7409	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.152082524271846	0.13494612877240478	3.3925	1.991	3.0759999999999996	3.1155	6.588891289053609e-07	2.7363361363228307e-06	4.022815971179825e-05	0.0	542.973009708738	1.7275040106782515	547.9	537.55	538.05	539.5	0.3333333333333333	0.3333333333333333	0.3333333333333333	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0
1	seg18	3.1112767247817e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	543.3	2.453	0.0004723637773533215	2.510545861710347e-06	0.00784699301801506	1798683	9976033	5196196	570.4191548509692	83272.0	547.95	3.416	8.075652957069952e-06	0.0068500715108436114	1.3519450551227623	543.9045138888887	348.5	205.2565327684698	3.1001892361111105	5.120682272250365e-07	0.9092219104030754	265.19021631100946	59215.88888888889	0.004199659654611306	538.5	2.453	0.0	0.001050312077965153	12	9	600	1	0.48	0.48	1.9022027537823473e-06	540.9	3.268	1.180590595254882	1.8231898874390708	446.0033632160188	171.76708454023628	0.12448479801164401	8.482680938203527e-07	1.0469963994522031	158.9290434293558	14687.825412943577	0.0020305979370661533	14.871395606350386	4182.0	2257.821860453168	9.092219104030754	2386.711946799085	532943.0	9	1682	410.8888888888889	504.5035788883079	1532212	8993418	0.75	0.000773666549717072	0.0024337479718766902	3698	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.1057391304347806	0.11405837378026912	3.416	2.8760000000000003	3.268	3.182	5.170955205571622e-07	8.857908980685226e-07	8.075652957069952e-06	0.0	543.8711462450591	1.9144234985243254	547.95	538.5	540.9	544.25	0.23809523809523808	0.38095238095238093	0.38095238095238093	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	12	1682	348.5	446.0033632160188	1532212	8993418	1.0	0.0008749252328060559	0.0028694404591104736	4182	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	3.106580701754385	0.10824149193802984	3.416	2.8760000000000003	3.268	3.182	5.138840720024303e-07	8.492249477330106e-07	8.075652957069952e-06	0.0	543.9119298245613	1.8312904695297418	547.95	538.5	540.9	544.25	0.26666666666666666	0.36666666666666664	0.36666666666666664
2	2_allsc	6.409326274300195e-06	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	542.1	4.0145	0.0012781782216262794	4.264596712046856e-06	0.004948919338009617	4178914	179756623	85492141	1070.4351133916534	133237.0	683.7	5.351000000000001	0.00018745121585109578	0.014369530483795419	1.573364117749734	568.1573065397497	185.65671641791045	313.7677290762563	4.3327740172748115	1.0728477344577659e-06	1.6073332098859983	232.884352015049	54349.10333333333	0.004123185079508457	522.7	1.427	0.0	0.0003073063729772671	402	300	10797	18	0.5254237288135594	0.5254237288135594	6.240780645442632e-06	565.0	3.751	1.0567814519001493	30.51147244188516	104.0150409570699	343.00689608230414	0.3808823241040543	4.585308574979245e-06	1.0057878865622467	179.01439891767234	16520.128157102146	0.002722053631673398	604.1718212158978	74634.0	120486.80796528242	588.2839548182753	69865.3056045147	16304731.0	185	799	187.87027027027028	102.82871169229011	-1	325612057	0.4601990049751244	0.00019335031677803605	0.005322821958798481	34756	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	4.288007809523809	0.3179557779773807	5.024	-1	-1	3.936	9.718334845639688e-07	4.6765630712830714e-06	0.00018745121585109578	-1	560.746342857143	18.982918096424942	630.5	-1	-1	535.9	0.32340425531914896	0.3382978723404255	0.3382978723404255	190	799	211.82631578947368	120.88162184377857	3564063	249696365	0.472636815920398	0.00022389717457030775	0.004720848758913708	40247	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	4.358857581967212	0.3544835034090629	5.128	2.146	3.345	4.589	1.3025119099981548e-06	5.59411971929534e-06	0.0001137032366540563	0.0	581.6057718579234	40.47786841450713	683.7	530.7	564.1	541.2	0.3282608695652174	0.33695652173913043	0.3347826086956522	71	533	187.95774647887325	86.84772167744747	3564063	325811911	0.17661691542288557	7.423926738988637e-05	0.0053203446983889095	13345	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	4.325508737864079	0.3945709451165707	5.128	2.146	3.345	4.0145	1.2943308682732666e-06	5.753337831583796e-06	0.0001137032366540563	0.0	575.821359223301	42.563676930861185	683.7	530.7	564.1	542.1	0.32335329341317365	0.3413173652694611	0.33532934131736525
